distance,name,price,rating,geocodes.main.latitude,geocodes.main.longitude,geocodes.roof.latitude,geocodes.roof.longitude,req_cat
819,Hook & Reel Cajun Seafood & Bar,3.0,,40.838068,-73.859863,,,13065
932,Caribbean Sunshine Restaurant,2.0,,40.840168,-73.876457,40.840168,-73.876457,13065
328,Patricia's,2.0,8.8,40.849192,-73.85342,40.849192,-73.85342,13065
813,Enzo's Restaurant,3.0,8.6,40.854143,-73.854126,40.854143,-73.854126,13065
668,Wendy's,1.0,7.8,40.842809,-73.845399,40.842809,-73.845399,13065
404,La Casa Del Caffe,1.0,7.5,40.848448,-73.855012,40.848448,-73.855012,13065
884,Skyline Bar,3.0,7.9,40.852879,-73.842394,40.852879,-73.842394,13065
209,S & J Deli,1.0,7.1,40.846572,-73.848205,40.846572,-73.848205,13065
835,Sorrento Pizzeria,1.0,7.6,40.85446,-73.8544,40.85446,-73.8544,13065
981,El Bohio Tropical Square Restaurant,2.0,7.8,40.840643,-73.843526,40.840643,-73.843526,13065
881,Chipotle Mexican Grill,1.0,7.3,40.841502,-73.843733,40.841502,-73.843733,13065
597,Kai Sushi Asian Fusion,2.0,7.1,40.843558,-73.845689,40.843558,-73.845689,13065
328,Scaglione Joseph Bakery,1.0,6.7,40.849192,-73.85342,40.849192,-73.85342,13065
516,Patsy's Pizzeria,1.0,6.4,40.847758,-73.85665,40.847758,-73.85665,13065
489,Morris Park Bake Shop,1.0,6.3,40.848423,-73.855974,40.848423,-73.855974,13065
585,Subway,1.0,6.3,40.846905,-73.843666,40.846905,-73.843666,13065
889,Pasta-Pasta,2.0,6.3,40.854605,-73.855062,40.854605,-73.855062,13065
557,Golden Eagle Diner,2.0,6.0,40.847814,-73.857021,,,13065
1000,Golden Corral,,6.3,40.842662,-73.855283,40.842662,-73.855283,13065
315,The Healthy Kitchen,2.0,,40.850369,-73.851756,40.850369,-73.851756,13065
351,Hong Kong Restaurant,1.0,,40.850477,-73.85176,40.850477,-73.85176,13065
406,Nana's Kitchen,2.0,,40.848935,-73.854986,40.848935,-73.854986,13065
451,Eastchester Cafe,,,40.846329,-73.845045,40.846329,-73.845045,13065
465,McDonald's,1.0,5.5,40.844559,-73.846644,40.844559,-73.846644,13065
531,Patsy's,1.0,,40.848134,-73.856708,40.848134,-73.856708,13065
544,China Wok,1.0,,40.844207,-73.845625,40.844207,-73.845625,13065
572,Peking House,1.0,,40.842419,-73.852123,40.842419,-73.852123,13065
188,Tino's Delicatessen,1.0,9.2,40.855714,-73.88723,40.855714,-73.88723,13065
182,Gino's Pastry Shop,1.0,9.0,40.855691,-73.888104,40.855691,-73.888104,13065
237,Delillo Pastry Shop,1.0,9.0,40.85528,-73.887301,40.85528,-73.887301,13065
223,Casa Della Mozzarella Italian Deli,1.0,8.9,40.85528,-73.887301,40.85528,-73.887301,13065
275,Tra Di Noi,2.0,9.0,40.855023,-73.886824,,,13065
274,Best Deli & Grill,1.0,8.9,40.859331,-73.88732,40.859331,-73.88732,13065
284,Zero Otto Nove,3.0,8.8,40.854706,-73.888593,40.854706,-73.888593,13065
210,Full Moon Pizzeria,2.0,8.5,40.855331,-73.887435,40.855331,-73.887435,13065
350,Pugsley Pizza,1.0,9.0,40.858748,-73.884847,40.858748,-73.884847,13065
387,Antonio's Trattoria,2.0,9.1,40.854219,-73.886562,40.854219,-73.886562,13065
325,Enzo's,1.0,8.7,40.854323,-73.888798,40.854323,-73.888798,13065
398,Pasquale Rigoletto Restaurant,3.0,8.8,40.853714,-73.889344,40.853714,-73.889344,13065
171,Howl at the Moon,,8.1,40.857735,-73.886386,40.857735,-73.886386,13065
299,Borgatti's Ravioli & Egg Noodles,,8.3,40.854864,-73.886673,40.854864,-73.886673,13065
431,Artuso Pastry Shop,1.0,8.7,40.8542,-73.885204,40.8542,-73.885204,13065
342,The Bronx Beer Hall,2.0,8.4,40.854116,-73.88844,40.854116,-73.88844,13065
365,Estrellita Poblana,2.0,8.2,40.853891,-73.888782,40.853891,-73.888782,13065
352,Emilia's Restaurant,2.0,8.2,40.8541,-73.889052,40.8541,-73.889052,13065
209,Simon's Deli & Bagels,1.0,7.9,40.857306,-73.886282,40.857306,-73.886282,13065
317,Addeo Bakers,1.0,7.8,40.854472,-73.887228,40.854472,-73.887228,13065
252,White Castle,1.0,7.6,40.858898,-73.886529,,,13065
337,Mario's Restaurant & Catering,4.0,7.7,40.854171,-73.888398,40.854171,-73.888398,13065
221,Clinton Hall,2.0,7.4,40.857482,-73.88572,40.857482,-73.88572,13065
254,Rams Deli Plus,1.0,7.1,40.858562,-73.88576,40.858562,-73.88576,13065
381,Chipotle Mexican Grill,1.0,6.7,40.860053,-73.890718,40.860053,-73.890718,13065
702,Tibbett Diner,1.0,9.0,40.880483,-73.90904,40.880483,-73.90904,13065
784,Liebman's Kosher Deli,2.0,8.5,40.885489,-73.909798,40.885489,-73.909798,13065
824,Blue Bay Restaurant,2.0,8.5,40.88624,-73.910001,40.88624,-73.910001,13065
776,Palace of Japan,2.0,8.3,40.885804,-73.91016,40.885804,-73.91016,13065
947,Indian Road Cafe,2.0,8.4,40.872782,-73.918297,40.872782,-73.918297,13065
1003,Cocina Chente,1.0,8.5,40.886096,-73.90728,40.886096,-73.90728,13065
976,Sam's Pizza,1.0,8.3,40.879424,-73.906154,40.879424,-73.906154,13065
734,Moss Cafe,1.0,7.8,40.885161,-73.909961,40.885161,-73.909961,13065
750,Pizza Chef,1.0,7.6,40.885581,-73.910415,40.885581,-73.910415,13065
938,Estrellita Poblana V,1.0,7.8,40.87958,-73.906379,40.87958,-73.906379,13065
291,Siam Square Thai Restaurant,2.0,6.9,40.878594,-73.917159,40.878594,-73.917159,13065
794,Metate,1.0,6.8,40.886128,-73.910172,40.886128,-73.910172,13065
863,Bella Notte Pizzeria,2.0,6.8,40.886415,-73.909526,40.886415,-73.909526,13065
723,Bagel Corner,1.0,6.5,40.88605,-73.911089,40.88605,-73.911089,13065
577,Addeo's Riverdale Pizzeria,,,40.880826,-73.910411,40.880826,-73.910411,13065
763,Tony's Pizza & Pasta,1.0,,40.885912,-73.910164,40.885912,-73.910164,13065
811,151 Grocery/Deli,1.0,,40.877403,-73.909056,40.877403,-73.909056,13065
811,Moon Star Grill,2.0,,40.886296,-73.90996,40.886296,-73.90996,13065
875,Cafeccino Bakery,1.0,,40.880371,-73.907153,40.880371,-73.907153,13065
934,Taqueria Sinaloense,1.0,,40.874657,-73.910704,40.874657,-73.910704,13065
939,El Guacamole Restaurant,1.0,,40.874552,-73.910613,40.874552,-73.910613,13065
962,China Wang,1.0,,40.874451,-73.910346,40.874451,-73.910346,13065
995,Bunny Deli II,2.0,,40.87922,-73.905708,40.87922,-73.905708,13065
692,B & J Riverdale Restau,,,40.880483,-73.90904,40.880483,-73.90904,13065
766,Johnson Deli,,,40.885809,-73.910182,,,13065
219,Nona's Pizza,2.0,8.1,40.910264,-73.902886,40.910264,-73.902886,13065
326,Riverdale Bagels,1.0,8.0,40.905581,-73.9042,40.905581,-73.9042,13065
782,Bronx Burger House,2.0,8.6,40.904794,-73.897072,40.904794,-73.897072,13065
485,Beccofino,2.0,8.0,40.905353,-73.900511,40.905353,-73.900511,13065
672,The Barbecue Pit,3.0,8.2,40.905261,-73.897834,40.905261,-73.897834,13065
209,Riverdale Steak House,3.0,7.3,40.906233,-73.904049,40.906233,-73.904049,13065
310,Riverdale Pizza,1.0,7.3,40.905633,-73.904246,40.905633,-73.904246,13065
319,Tokyo House,2.0,7.0,40.905633,-73.904246,40.905633,-73.904246,13065
135,Nonis Coffee Shop,1.0,6.7,40.907254,-73.904307,40.907254,-73.904307,13065
219,Carlos & Gabby's Riverdale,2.0,6.7,40.906548,-73.904412,40.906548,-73.904412,13065
233,Madisons Restaurant & Bar,3.0,6.6,40.90667,-73.90389,40.90667,-73.90389,13065
472,New China Restaurant,1.0,6.3,40.905231,-73.901032,40.905231,-73.901032,13065
454,Dino's Pizza,1.0,6.0,40.905059,-73.90142,40.905059,-73.90142,13065
178,Riverdale K Grill House,2.0,,40.906709,-73.904462,40.906709,-73.904462,13065
213,Sky View Cafe & Delicatessen,1.0,,40.906711,-73.904374,40.906711,-73.904374,13065
317,Golden Phoenix Chinese Restaurant,1.0,5.7,40.905744,-73.904162,40.905744,-73.904162,13065
244,Pizza Block,1.0,,40.906548,-73.904412,40.906548,-73.904412,13065
251,Gruenebaum Bakeries,1.0,,40.905787,-73.904558,,,13065
810,American Classic,2.0,6.1,40.912863,-73.896541,40.912863,-73.896541,13065
277,The Cafe at Skyview,2.0,,40.906909,-73.907142,40.906909,-73.907142,13065
803,Broadway Diner,1.0,6.1,40.912863,-73.896541,40.912863,-73.896541,13065
286,Skyview Glatt Kosher Restaurant & Deli,1.0,,40.906006,-73.904479,,,13065
640,St Maria's Deli & Grocery,1.0,,40.910146,-73.897053,40.910146,-73.897053,13065
666,New Nagoya Sushi,2.0,,40.905367,-73.897926,40.905367,-73.897926,13065
666,Frida's Tacos,1.0,,40.90521,-73.897701,40.90521,-73.897701,13065
391,Zeppieri & Sons Bakery,1.0,9.0,40.846996,-73.831678,40.846996,-73.831678,13065
426,Pruzzo's Stop One Deli,2.0,8.3,40.846914,-73.832769,40.846914,-73.832769,13065
443,Mexico Magico,2.0,8.0,40.846498,-73.832142,40.846498,-73.832142,13065
854,Frank's Pizzeria,1.0,8.4,40.843646,-73.835934,40.843646,-73.835934,13065
379,Bases Loaded Sports Bar,1.0,7.6,40.847252,-73.832256,40.847252,-73.832256,13065
410,George's Restaurant,3.0,7.6,40.84699,-73.831941,40.84699,-73.831941,13065
389,Shangri-La,2.0,7.4,40.847293,-73.832739,40.847293,-73.832739,13065
920,Skyline Bar,3.0,7.9,40.852879,-73.842394,40.852879,-73.842394,13065
722,New Sushi Q Japanese Restaurant,2.0,7.7,40.844171,-73.83022,40.844171,-73.83022,13065
370,Chirping Chicken,1.0,7.1,40.84734,-73.830903,40.84734,-73.830903,13065
375,Quality Grill & Gyro,1.0,6.7,40.847293,-73.832739,40.847293,-73.832739,13065
747,Jimmy Ryan's,2.0,6.9,40.844121,-73.830087,40.844121,-73.830087,13065
505,Shamrock Inn,2.0,6.4,40.845968,-73.831773,40.845968,-73.831773,13065
306,Vivienne's,1.0,6.1,40.848041,-73.830972,40.848041,-73.830972,13065
566,Vitos Deli,2.0,6.4,40.845435,-73.831491,40.845435,-73.831491,13065
847,Da Franco & Tony Ristorante,2.0,6.3,40.843646,-73.835934,40.843646,-73.835934,13065
224,Lee Xing Chinese Restaurant,1.0,,40.851907,-73.829754,40.851907,-73.829754,13065
265,Escape International Cuisine,,,40.848512,-73.831558,40.848512,-73.831558,13065
444,Caribe Restaurant,2.0,5.8,40.846829,-73.831891,40.846829,-73.831891,13065
298,Illusions Hookah & Mixology Lounge,2.0,,40.852191,-73.829195,40.852191,-73.829195,13065
342,Two Brothers Pizza,1.0,,40.84755,-73.831173,40.84755,-73.831173,13065
384,Juice Rite,1.0,,40.847285,-73.830945,40.847285,-73.830945,13065
384,Top Tortillas,1.0,,40.847336,-73.831078,40.847336,-73.831078,13065
930,Burger King,1.0,6.1,40.843034,-73.836656,40.843034,-73.836656,13065
440,Novelty Eats,2.0,,40.846659,-73.832191,40.846659,-73.832191,13065
312,Brewski's Bar & Grill,2.0,8.5,40.826549,-73.822414,40.826549,-73.822414,13065
413,Cabo,1.0,8.3,40.825711,-73.821422,40.825711,-73.821422,13065
476,Legendary Bar & Restaurant,2.0,8.0,40.830943,-73.826191,,,13065
689,Patricia's of Tremont,2.0,8.2,40.823225,-73.819365,40.823225,-73.819365,13065
538,Travesias,2.0,7.9,40.824491,-73.820547,40.824491,-73.820547,13065
305,Cestra's Pizza,1.0,7.6,40.828773,-73.824156,40.828773,-73.824156,13065
611,Mama Puebla,1.0,7.8,40.832044,-73.82716,40.832044,-73.82716,13065
842,Boston Market,2.0,8.1,40.833953,-73.828541,40.833953,-73.828541,13065
297,Taqueria Lupita,1.0,7.3,40.830023,-73.82595,40.830023,-73.82595,13065
978,Applebee's,2.0,8.0,40.822839,-73.83654,40.822839,-73.83654,13065
390,Pete's Diner,1.0,7.1,40.826569,-73.821627,40.826569,-73.821627,13065
848,Brew Coffee House,1.0,7.6,40.830823,-73.817886,40.830823,-73.817886,13065
913,Made In Puerto Rico Latin Cuisine,,7.6,40.834483,-73.82891,40.834483,-73.82891,13065
703,Crosstown Diner,2.0,7.3,40.832548,-73.828578,40.832548,-73.828578,13065
243,McDonald's,1.0,6.8,40.827599,-73.823589,40.827599,-73.823589,13065
288,Domino's Pizza,1.0,6.6,40.826905,-73.8227,,,13065
533,Yamada Japanese Restaurant,2.0,6.8,40.824718,-73.820118,40.824718,-73.820118,13065
813,PJ Brady's Bar & Restaurant,1.0,6.3,40.830725,-73.818088,,,13065
288,Frank And Joes Deli,1.0,,40.828405,-73.823749,40.828405,-73.823749,13065
290,Phillip Gouremt Deli,1.0,,40.828139,-73.823608,40.828139,-73.823608,13065
294,Vito's Pizzeria,1.0,,40.829618,-73.824886,40.829618,-73.824886,13065
302,HK Kitchen & Draft House,2.0,,40.829039,-73.824297,40.829039,-73.824297,13065
354,Throggs Neck Deli & Grill,,,40.826179,-73.822095,40.826179,-73.822095,13065
360,Quality Chef Chinese Restaurant,1.0,,40.829565,-73.82484,40.829565,-73.82484,13065
400,Barrio BX,,,40.825653,-73.821551,40.825653,-73.821551,13065
406,Muscle Maker Grill,2.0,8.9,40.819553,-73.817266,40.819553,-73.817266,13065
480,Patricia's of Tremont,2.0,8.2,40.823225,-73.819365,40.823225,-73.819365,13065
583,Emilio's Pizza,1.0,8.2,40.824183,-73.819924,40.824183,-73.819924,13065
404,The Miles Coffee Bar,1.0,7.8,40.819608,-73.817224,40.819608,-73.817224,13065
388,The Wicked Wolf,1.0,7.8,40.819608,-73.817224,40.819608,-73.817224,13065
767,Cabo,1.0,8.3,40.825711,-73.821422,40.825711,-73.821422,13065
889,Brewski's Bar & Grill,2.0,8.5,40.826549,-73.822414,40.826549,-73.822414,13065
814,Pete's Donut Shop & Restaurant,1.0,8.3,40.826567,-73.821715,40.826567,-73.821715,13065
616,Travesias,2.0,7.9,40.824491,-73.820547,40.824491,-73.820547,13065
404,Tommy's Pizzeria,1.0,7.4,40.819714,-73.817315,40.819714,-73.817315,13065
416,S & W Deli,1.0,7.3,40.819381,-73.817653,40.819381,-73.817653,13065
423,Green Dragon Restaurant,2.0,7.3,40.818917,-73.816806,40.818917,-73.816806,13065
812,Pete's Diner,1.0,7.1,40.826569,-73.821627,40.826569,-73.821627,13065
819,Ice House Cafe,3.0,7.0,40.816901,-73.806938,40.816901,-73.806938,13065
622,Yamada Japanese Restaurant,2.0,6.8,40.824718,-73.820118,40.824718,-73.820118,13065
912,Subway,1.0,6.9,40.826813,-73.822642,40.826813,-73.822642,13065
925,Domino's Pizza,1.0,6.6,40.826905,-73.8227,,,13065
272,Ruane's Deli,1.0,,40.822473,-73.810766,40.822473,-73.810766,13065
357,Parq Sports Bar & Grill,1.0,,40.82041,-73.817559,40.82041,-73.817559,13065
401,Ikko Hibachi Sushi Asian Bistro,2.0,,40.821242,-73.818813,40.821242,-73.818813,13065
405,Alfie's Place,3.0,,40.822752,-73.818867,40.822752,-73.818867,13065
417,Xing & Hui Linda's Kitchen,1.0,,40.820121,-73.818292,40.820121,-73.818292,13065
452,Tosca Brick Oven Bread,1.0,,40.819326,-73.817695,40.819326,-73.817695,13065
567,China Wok Restaurant,1.0,,40.824291,-73.819928,40.824291,-73.819928,13065
592,Best Gourmet Deli,1.0,,40.824117,-73.820403,40.824117,-73.820403,13065
434,Pizza Italia,2.0,9.1,40.82285,-73.8487,40.82285,-73.8487,13065
76,Shore Haven Diner,1.0,7.4,40.819581,-73.84775,40.819581,-73.84775,13065
969,Five Guys Burgers & Fries,1.0,8.3,40.823763,-73.838411,40.823763,-73.838411,13065
989,Chipotle Mexican Grill,1.0,7.6,40.823823,-73.838194,40.823823,-73.838194,13065
978,Jimmy's Grand Cafe,3.0,7.5,40.827669,-73.850275,40.827669,-73.850275,13065
980,Sarku Japan,2.0,7.3,40.823605,-73.838274,40.823605,-73.838274,13065
507,Haagen-Dazs,1.0,6.5,40.822292,-73.843125,40.822292,-73.843125,13065
970,Popeyes Louisiana Kitchen,1.0,6.6,40.823662,-73.838144,40.823662,-73.838144,13065
215,Lechonera El Sazon Criollo,2.0,,40.821025,-73.848284,40.821025,-73.848284,13065
728,Teddys Place,1.0,6.1,40.824285,-73.843328,40.824285,-73.843328,13065
433,Crown Fried Chicken,1.0,,40.822689,-73.84865,40.822689,-73.84865,13065
632,Caribe Restaurant,2.0,,40.824503,-73.849504,40.824503,-73.849504,13065
880,Blackgal Seafood,1.0,,40.813384,-73.855616,40.813384,-73.855616,13065
971,Havana Express,2.0,,40.823876,-73.83824,40.823876,-73.83824,13065
979,Smashburger,1.0,,40.823311,-73.858033,40.823311,-73.858033,13065
218,Golden Palace Chinese Restaurant,,,40.820972,-73.848238,40.820972,-73.848238,13065
544,E & M Ice Cream,,,40.82229,-73.843212,40.82229,-73.843212,13065
549,Big Apple Dairies Desserts,,,40.822239,-73.843079,40.822239,-73.843079,13065
627,Welcome Deli,,,40.823791,-73.852015,40.823791,-73.852015,13065
632,Caribe Restaurant on Castle Hill Ave,,,40.824583,-73.849586,,,13065
968,Miss Mikaelas Diner,,,40.812988,-73.856345,40.812988,-73.856345,13065
32,Lash West Indian and American Cuisine,,8.1,40.871198,-73.863154,40.871198,-73.863154,13065
646,Gun Hill Brewing Co,1.0,8.7,40.872091,-73.855786,40.872091,-73.855786,13065
595,White Castle,1.0,8.3,40.866144,-73.86218,40.866144,-73.86218,13065
764,Royal Coach Diner,2.0,8.5,40.872561,-73.854315,40.872561,-73.854315,13065
597,Estrellita Poblana II,1.0,8.1,40.866869,-73.867548,40.866869,-73.867548,13065
951,Sal & Dom's Pastry Shop,1.0,8.4,40.865243,-73.85523,40.865243,-73.85523,13065
631,IHOP,2.0,7.4,40.865752,-73.862735,40.865752,-73.862735,13065
957,Li's Kitchen,1.0,6.9,40.863377,-73.858446,40.863377,-73.858446,13065
536,Popeyes Louisiana Kitchen,1.0,6.5,40.866706,-73.861325,40.866706,-73.861325,13065
93,Richie Rich,2.0,5.9,40.871596,-73.864482,40.871596,-73.864482,13065
32,Lee's Chinese Kitchen,1.0,,40.871198,-73.863154,40.871198,-73.863154,13065
202,New Wah Kwong Restaurant,1.0,,40.871564,-73.865707,40.871564,-73.865707,13065
274,Brave Deli Grocery,1.0,,40.871219,-73.866482,40.871219,-73.866482,13065
298,k & Q Chinese Food,1.0,,40.871592,-73.866715,40.871592,-73.866715,13065
874,McDonald's,1.0,6.1,40.863962,-73.867179,40.863962,-73.867179,13065
522,Superhero,1.0,,40.874717,-73.858685,40.874717,-73.858685,13065
936,McDonald's,1.0,5.9,40.872668,-73.852261,40.872668,-73.852261,13065
634,Latin Fusion,1.0,,40.86572,-73.86396,40.86572,-73.86396,13065
637,Pizza Corner,1.0,,40.865699,-73.864747,40.865699,-73.864747,13065
656,National Bakery,1.0,,40.865644,-73.864789,40.865644,-73.864789,13065
666,Roma Pizza,1.0,,40.865674,-73.865709,40.865674,-73.865709,13065
687,Smile Restaurant,1.0,,40.865283,-73.864119,40.865283,-73.864119,13065
709,Chandni Chowk Restaurant,,,40.865193,-73.861358,40.865193,-73.861358,13065
730,Tulcimex Restaurant,1.0,,40.864698,-73.863791,40.864698,-73.863791,13065
755,E J Primo S Restaurant,2.0,,40.865248,-73.867576,40.865248,-73.867576,13065
167,Fratelli,3.0,8.3,40.863001,-73.843723,40.863001,-73.843723,13065
458,Caridad and Louie's Restaurant,2.0,7.7,40.865857,-73.837697,40.865857,-73.837697,13065
905,Nick's Pizza Restaurant,2.0,8.1,40.870281,-73.846351,40.870281,-73.846351,13065
971,Ultimate Grill,2.0,7.9,40.870867,-73.846679,40.870867,-73.846679,13065
908,Pizza Hut,1.0,6.4,40.868659,-73.833771,40.868659,-73.833771,13065
701,Chuck E. Cheese's,2.0,6.3,40.86327,-73.833226,40.86327,-73.833226,13065
134,Yummy house Chinese restaurant,1.0,,40.862367,-73.843175,40.862367,-73.843175,13065
144,Villa Maria Pizzeria,1.0,,40.862263,-73.842996,40.862263,-73.842996,13065
182,Rich Restaurant,1.0,,40.862461,-73.843703,40.862461,-73.843703,13065
184,Nora Pizza,1.0,,40.862638,-73.843141,40.862638,-73.843141,13065
864,Golden Krust Caribbean Bakery And Grill,2.0,6.1,40.87025,-73.84543,40.87025,-73.84543,13065
652,HKM Deli,1.0,,40.865521,-73.848674,40.865521,-73.848674,13065
696,Deli & Grocery,1.0,,40.868826,-73.844109,40.868826,-73.844109,13065
755,China Pavillion,2.0,,40.856301,-73.843743,40.856301,-73.843743,13065
763,No.1 Chinese Restauran,1.0,,40.869677,-73.84252,40.869677,-73.84252,13065
834,Golden Star Garden,1.0,,40.870281,-73.846351,40.870281,-73.846351,13065
896,Stop 1 Deli,1.0,,40.870281,-73.846351,40.870281,-73.846351,13065
913,Joyful Dragon Chinese Restaurant,1.0,,40.868822,-73.833733,40.868822,-73.833733,13065
923,Constant Springs,2.0,,40.870334,-73.846397,40.870334,-73.846397,13065
924,Radson Deli & Grocery,1.0,,40.871065,-73.843183,40.871065,-73.843183,13065
952,Kennedy Fried Chicken,1.0,,40.870713,-73.846366,40.870713,-73.846366,13065
998,Crown Fried Chicken,1.0,,40.860483,-73.830281,40.860483,-73.830281,13065
520,Ribs 24 Jerk,,,40.864609,-73.835814,40.864609,-73.835814,13065
558,Gun Hill Deli,,,40.864514,-73.835285,40.864514,-73.835285,13065
735,Mamma Lorna's Restaurant,,,40.869503,-73.842995,40.869503,-73.842995,13065
794,La Estrella Bar & Restaurant,,7.5,40.84144,-73.916544,40.84144,-73.916544,13065
698,Suyo Gastrofusion,2.0,7.4,40.840533,-73.918172,40.840533,-73.918172,13065
382,Tiny's Pizza & Pasta,2.0,6.7,40.831067,-73.916677,40.831067,-73.916677,13065
657,Bamboo Loungue,3.0,6.8,40.828573,-73.917021,40.828573,-73.917021,13065
616,Hungry Bird,2.0,6.7,40.82842,-73.916709,40.82842,-73.916709,13065
668,Sam's Deli,1.0,6.4,40.840235,-73.917198,40.840235,-73.917198,13065
71,Eastern Style Chinese,1.0,,40.833921,-73.914947,40.833921,-73.914947,13065
110,Nano Billiard Cafe,2.0,,40.834513,-73.91707,40.834513,-73.91707,13065
165,El Nuevo Valle-3,2.0,,40.833182,-73.914307,40.833182,-73.914307,13065
586,McDonald's,1.0,6.0,40.839629,-73.9156,40.839629,-73.9156,13065
361,National Bakery,1.0,,40.834871,-73.919884,40.834871,-73.919884,13065
394,Double Dragon,1.0,,40.831443,-73.918792,40.831443,-73.918792,13065
467,Lily's Restaurant,1.0,,40.835713,-73.920703,40.835713,-73.920703,13065
475,Tulcingo Bakery,1.0,,40.833925,-73.920942,40.833925,-73.920942,13065
486,Win Hing Restaurant,1.0,,40.835539,-73.921178,40.835539,-73.921178,13065
4095,Fauzia's Heavenly Delights,1.0,6.8,40.826527,-73.920881,40.826527,-73.920881,13065
574,Cafe Cocina,1.0,,40.839073,-73.918249,40.839073,-73.918249,13065
578,Sun Fung Chinese Restaurant,1.0,,40.838797,-73.918457,40.838797,-73.918457,13065
595,New York Fried Chicken,1.0,,40.834794,-73.908461,40.834794,-73.908461,13065
631,Brothers Restaurant,1.0,,40.828626,-73.917066,40.828626,-73.917066,13065
643,Checkers,1.0,,40.836037,-73.922772,40.836037,-73.922772,13065
767,Grand African American Restaurant,,,40.831419,-73.907416,40.831419,-73.907416,13065
804,Kennedy Fried Chicken & Pizza,1.0,,40.827104,-73.917446,40.827104,-73.917446,13065
843,Antojitos,2.0,,40.838082,-73.906659,40.838082,-73.906659,13065
871,Emergency Snack Bar,,,40.840772,-73.92142,40.840772,-73.92142,13065
779,Pizza Italia,2.0,9.1,40.82285,-73.8487,40.82285,-73.8487,13065
847,George's Diner & Cafe,1.0,8.6,40.836828,-73.846932,40.836828,-73.846932,13065
387,Havana Cafe,2.0,7.8,40.833038,-73.85152,40.833038,-73.85152,13065
237,Jimmy's Grand Cafe,3.0,7.5,40.827669,-73.850275,40.827669,-73.850275,13065
40,Cross Bronx Pizzeria,1.0,7.2,40.830076,-73.851193,40.830076,-73.851193,13065
459,Jenny's Roti Shop,2.0,7.3,40.833857,-73.851156,40.833857,-73.851156,13065
516,Estrellita Poblana,1.0,7.2,40.834463,-73.850697,40.834463,-73.850697,13065
761,Sabor Latino Seafood Restaurant,2.0,6.8,40.836455,-73.853044,40.836455,-73.853044,13065
889,IHOP,2.0,6.8,40.826549,-73.860207,40.826549,-73.860207,13065
572,Evo Cocktail Lounge & Restaurant,3.0,6.4,40.834285,-73.853403,40.834285,-73.853403,13065
925,Boston Market,2.0,6.7,40.823949,-73.858407,40.823949,-73.858407,13065
916,Coconut Palm Bar & Grill,2.0,6.6,40.837326,-73.846469,40.837326,-73.846469,13065
688,KFC,1.0,6.3,40.826722,-73.857677,40.826722,-73.857677,13065
145,Best Deli & Grill,1.0,,40.828418,-73.850564,40.828418,-73.850564,13065
964,Popeyes Louisiana Kitchen,1.0,6.3,40.824301,-73.859425,40.824301,-73.859425,13065
337,Empire Wok,1.0,,40.832833,-73.851075,40.832833,-73.851075,13065
494,Wendy’s,2.0,5.7,40.833865,-73.85295,40.833865,-73.85295,13065
381,El Sabor Casero,2.0,,40.832985,-73.851474,40.832985,-73.851474,13065
476,Castle Hill National Bakery,1.0,,40.834133,-73.850947,40.834133,-73.850947,13065
483,Packsun Halal Chicken,,,40.833938,-73.852209,40.833938,-73.852209,13065
510,Texas Chicken and Burgers,3.0,,40.834055,-73.851863,40.834055,-73.851863,13065
520,King Fresh Seafood,3.0,,40.834573,-73.850613,40.834573,-73.850613,13065
562,Don Emilio Diner,2.0,,40.834751,-73.852107,40.834751,-73.852107,13065
592,Great Wall Restaurant,2.0,,40.830781,-73.857344,40.830781,-73.857344,13065
924,Taco Bell,1.0,5.8,40.826286,-73.860648,,,13065
955,Jerry's Pizza,1.0,8.0,40.87588,-73.849225,40.87588,-73.849225,13065
695,White Castle,1.0,7.2,40.880229,-73.841894,40.880229,-73.841894,13065
891,Domino's Pizza,1.0,6.5,40.876631,-73.846861,,,13065
101,Laconia Pizza,1.0,,40.884633,-73.84928,40.884633,-73.84928,13065
158,Laconia Deli & Grocery,1.0,,40.883551,-73.849328,40.883551,-73.849328,13065
754,Wendy’s,1.0,6.1,40.879465,-73.842217,40.879465,-73.842217,13065
879,KFC,1.0,6.0,40.880795,-73.838806,40.880795,-73.838806,13065
676,Popeyes Louisiana Kitchen,1.0,5.8,40.889008,-73.843044,40.889008,-73.843044,13065
868,Burger King,1.0,5.9,40.876933,-73.84611,40.876933,-73.84611,13065
698,Africa Last Stop,2.0,,40.879385,-73.843221,40.879385,-73.843221,13065
700,Lammy's Restaurant,2.0,,40.890909,-73.848983,40.890909,-73.848983,13065
835,Boston Road's Taco Grill & Chinese Restaurant,1.0,,40.876961,-73.847119,40.876961,-73.847119,13065
836,The Original Blue Cantina,2.0,,40.88089,-73.839335,40.88089,-73.839335,13065
883,Klassique Bar & Lounge,2.0,,40.881725,-73.838357,40.881725,-73.838357,13065
909,O G Cafe,1.0,,40.880476,-73.857494,40.880476,-73.857494,13065
920,Little Negril,2.0,,40.876353,-73.847666,40.876353,-73.847666,13065
933,El Valle Restaurant,2.0,,40.876229,-73.848274,40.876229,-73.848274,13065
1092,De-Reimer Deli & Grill,1.0,,40.881728,-73.83827,40.881728,-73.83827,13065
675,Popeye's #11002,,,40.889486,-73.843368,40.889486,-73.843368,13065
705,Triple Deuce,,,40.879385,-73.843221,40.879385,-73.843221,13065
