,Distance (m),Name,Price,Rating,Borough,Neighborhood,Zipcode,Latitude,Longitude,Category
2132,619.0,Black Forest Brooklyn,2.0,8.8,Brooklyn,BoCoCa,11201.0,40.68568291209144,-73.98374824115798,restaurant
2133,705.0,Clover Club,2.0,9.1,Brooklyn,BoCoCa,11201.0,40.68568291209144,-73.98374824115798,restaurant
2134,500.0,Fulton Hall,2.0,8.4,Brooklyn,Downtown Brooklyn,11217.0,40.68568291209144,-73.98374824115798,restaurant
2135,685.0,Shake Shack,2.0,8.9,Brooklyn,Fort Greene,11217.0,40.68568291209144,-73.98374824115798,restaurant
2136,729.0,Gage and Tollner,4.0,9.1,Brooklyn,Boerum Hill,11201.0,40.68568291209144,-73.98374824115798,restaurant
2137,753.0,Ghenet,2.0,9.1,Brooklyn,Fort Greene,11217.0,40.68568291209144,-73.98374824115798,restaurant
2138,500.0,Tacombi Fort Greene,1.0,8.4,Brooklyn,Downtown Brooklyn,11217.0,40.68568291209144,-73.98374824115798,restaurant
2139,292.0,Hamlet Coffee Company,1.0,8.6,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2140,388.0,Camillo,2.0,8.9,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2141,510.0,Glou,1.0,8.9,Brooklyn,Crown Heights South,11225.0,40.658420017469815,-73.95489867077713,restaurant
2142,500.0,Risbo,2.0,8.8,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2143,604.0,De Hot Pot,2.0,9.0,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2144,468.0,Bonafini,1.0,8.5,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2145,529.0,Slow Loris,2.0,8.6,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2146,518.0,Empanada City,,8.5,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2147,563.0,Peppa's Jerk Chicken,1.0,8.6,Brooklyn,Prospect,11226.0,40.658420017469815,-73.95489867077713,restaurant
2148,606.0,IX Cafe - Brookly,1.0,8.6,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2149,343.0,Mo’s Original,,8.0,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2150,457.0,Brooklyn Perk,1.0,8.2,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2151,833.0,Lips Cafe,1.0,9.1,New York,East Flatbush,11226.0,40.658420017469815,-73.95489867077713,restaurant
2152,633.0,Mama Louisa's Hero Shop,1.0,8.4,Brooklyn,Eastern Parkway,11203.0,40.658420017469815,-73.95489867077713,restaurant
2153,487.0,Midwood Flats,3.0,8.0,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2154,510.0,Golden Krust Caribbean Bakery And Grill,2.0,8.0,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2155,516.0,Bar Bayeux,3.0,7.9,New York,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2156,830.0,Aunts Et Uncles,2.0,8.3,Brooklyn,East Flatbush,11226.0,40.658420017469815,-73.95489867077713,restaurant
2157,488.0,Edie Jo’s,2.0,7.7,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2158,478.0,The Westbury Inn,1.0,7.5,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2159,940.0,Nostrand Donut Shop,1.0,8.0,Brooklyn,East Flatbush,11226.0,40.658420017469815,-73.95489867077713,restaurant
2160,698.0,Green Lake Restaurant,1.0,7.5,Brooklyn,,11226.0,40.658420017469815,-73.95489867077713,restaurant
2161,712.0,Bluebird Food & Spirits,2.0,7.3,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2162,597.0,Taqueria El Patron Mexican Grill,2.0,7.1,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2163,297.0,Culpepper's Caribbean Cuisine,2.0,6.6,Brooklyn,Prospect,11225.0,40.658420017469815,-73.95489867077713,restaurant
2164,689.0,Lady Moo Moo Ice Cream,1.0,8.8,Brooklyn,Stuyvesant Heights,11233.0,40.67840255479536,-73.91306831787395,restaurant
2165,748.0,Salud Bar & Grill,3.0,8.8,Brooklyn,Ocean Hill,11207.0,40.67840255479536,-73.91306831787395,restaurant
2166,723.0,Little Skips East,1.0,8.7,Brooklyn,Ocean Hill,11207.0,40.67840255479536,-73.91306831787395,restaurant
2167,735.0,Sonora,1.0,7.8,Brooklyn,Stuyvesant Heights,11233.0,40.67840255479536,-73.91306831787395,restaurant
2168,990.0,Bed-Stuy Fish Fry,2.0,7.3,Brooklyn,Bushwick,11233.0,40.67840255479536,-73.91306831787395,restaurant
2169,352.0,The Country Kitchen,1.0,6.5,Brooklyn,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2170,308.0,Magic Soul Food,1.0,6.5,Brooklyn,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2171,789.0,Popeyes Louisiana Kitchen,1.0,6.5,Brooklyn,Weeksville,11233.0,40.67840255479536,-73.91306831787395,restaurant
2172,902.0,Domino's Pizza,1.0,6.5,Brooklyn,Stuyvesant Heights,11221.0,40.67840255479536,-73.91306831787395,restaurant
2173,25.0,Crown Fried Chicken,1.0,,Bedford-Stuyvesant,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2174,973.0,Golden Krust Caribbean Restaurant,2.0,6.5,Brooklyn,,11212.0,40.67840255479536,-73.91306831787395,restaurant
2175,210.0,Hardee,1.0,,Brooklyn,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2176,212.0,Jay's West Indian Restaurant,2.0,,Brooklyn,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2177,234.0,Fulton Super Deli,1.0,,Brooklyn,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2178,742.0,Angie's Breakfast Spot,1.0,6.0,Brooklyn,Ocean Hill,11207.0,40.67840255479536,-73.91306831787395,restaurant
2179,341.0,Abuela Antonia Mexican Restaurant,1.0,,Brooklyn,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2180,797.0,Checkers,1.0,6.0,Brooklyn,Ocean Hill,11207.0,40.67840255479536,-73.91306831787395,restaurant
2181,409.0,Mama Yoshi,2.0,,Brooklyn,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2182,496.0,Royal Chicken Biscuits,1.0,,Brooklyn,Ocean Hill,11207.0,40.67840255479536,-73.91306831787395,restaurant
2183,503.0,Pita Point,1.0,,New York,Ocean Hill,11233.0,40.67840255479536,-73.91306831787395,restaurant
2184,511.0,Krazy Pizza & Wings,1.0,,Brooklyn,Ocean Hill,11207.0,40.67840255479536,-73.91306831787395,restaurant
2185,869.0,Popeyes Louisiana Kitchen,1.0,5.9,Brooklyn,Stuyvesant Heights,11221.0,40.67840255479536,-73.91306831787395,restaurant
2186,807.0,McDonald's,1.0,5.6,Brooklyn,Weeksville,11233.0,40.67840255479536,-73.91306831787395,restaurant
2187,741.0,Tre Jolie Cafe,1.0,,New York,Ocean Hill,11207.0,40.67840255479536,-73.91306831787395,restaurant
2188,793.0,Papa's Fried Chicken & Ice Cream,1.0,,Brooklyn,Weeksville,11233.0,40.67840255479536,-73.91306831787395,restaurant
2189,165.0,El Rey II Restaurant,2.0,7.3,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2190,957.0,Rico Chimi,1.0,7.7,Queens,,11421.0,40.67856995727479,-73.86797598081334,restaurant
2191,655.0,Rico Pollo,2.0,7.4,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2192,254.0,Subway,1.0,6.8,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2193,953.0,McDonald's,1.0,7.2,Brooklyn,East New York,11208.0,40.67856995727479,-73.86797598081334,restaurant
2194,335.0,City Line Pizza & Pasta,1.0,6.6,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2195,333.0,Grand Caffe,1.0,6.3,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2196,96.0,Checkers,1.0,5.9,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2197,924.0,El Gran Mar De Plata Restaurant,4.0,6.6,Brooklyn,Cypres Hills,11208.0,40.67856995727479,-73.86797598081334,restaurant
2198,791.0,Papa John's Pizza,1.0,6.5,Brooklyn,Cypres Hills,11208.0,40.67856995727479,-73.86797598081334,restaurant
2199,119.0,Reyes Bakery & Deli,1.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2200,382.0,Popeyes Louisiana Kitchen,1.0,5.8,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2201,256.0,Panda House,1.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2202,280.0,Daawat Restaurant,,,New York,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2203,437.0,Uru Lounge,3.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2204,485.0,Chef Quang,2.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2205,552.0,China King,1.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2206,540.0,McDonald's,1.0,5.5,Ozone Park,City Line,11416.0,40.67856995727479,-73.86797598081334,restaurant
2207,858.0,Wendy's,1.0,5.8,Brooklyn,East New York,11208.0,40.67856995727479,-73.86797598081334,restaurant
2208,657.0,Lee Chinese Restaurant,1.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2209,659.0,Cafe Columbian,1.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2210,673.0,Texas Fried Chicken,1.0,,Brooklyn,City Line,11208.0,40.67856995727479,-73.86797598081334,restaurant
2211,788.0,Faro Del Pacifico Pupuseria & Restaurant,2.0,,Brooklyn,Cypres Hills,11208.0,40.67856995727479,-73.86797598081334,restaurant
2212,828.0,El Rey 3,2.0,,Woodhaven,Cypress Hill,11421.0,40.67856995727479,-73.86797598081334,restaurant
2213,833.0,Mr. Sunshine's Noodles House,1.0,,Ozone Park,,11416.0,40.67856995727479,-73.86797598081334,restaurant
2214,881.0,Wilkens Fine Foods,1.0,8.1,Brooklyn,Georgetown,11234.0,40.61514955045308,-73.89855633630317,restaurant
2215,895.0,Il Posto Restaurant,2.0,7.2,Brooklyn,Mill Basin,11234.0,40.61514955045308,-73.89855633630317,restaurant
2216,899.0,Bergen Beach Cafe,2.0,,Brooklyn,Georgetown,11234.0,40.61514955045308,-73.89855633630317,restaurant
2217,900.0,Wilkens II Deli,1.0,,Brooklyn,Georgetown,11234.0,40.61514955045308,-73.89855633630317,restaurant
2218,952.0,Sushiyama/Asian Fusion,2.0,,Brooklyn,,11234.0,40.61514955045308,-73.89855633630317,restaurant
2219,898.0,Maria's Restaurant,,,Brooklyn,Mill Basin,11234.0,40.61514955045308,-73.89855633630317,restaurant
2220,331.0,Di Fara Pizzeria - Nz0,2.0,8.7,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2221,446.0,Jerusalem II Pizza,1.0,8.6,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2222,815.0,Benny's Brick Oven Pizza,1.0,7.6,Brooklyn,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2223,798.0,Chikurin Japanese Restaurant,2.0,7.6,Brooklyn,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2224,643.0,Essen NY Deli,2.0,7.4,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2225,342.0,Isaac's Bake Shop,1.0,7.1,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2226,797.0,Pomegranate,,7.2,Brooklyn,Midwood,11230.0,40.62559589869843,-73.95759523489838,restaurant
2227,657.0,Schnitzi,1.0,7.1,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2228,947.0,Anna's Luncheonette,1.0,7.2,Brooklyn,Flatbush,11210.0,40.62559589869843,-73.95759523489838,restaurant
2229,675.0,Chocolatte,1.0,6.5,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2230,831.0,Chock Full O'Nuts,1.0,6.3,Brooklyn,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2231,819.0,Ma Sake,2.0,6.2,Brooklyn,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2232,261.0,J Grill Station,,,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2233,593.0,Harry's Deli-Grocery,1.0,,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2234,599.0,Perizia Kosher Pizza,1.0,,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2235,769.0,Falafel Tanami,1.0,,New York,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2236,786.0,Kaff Bakery,1.0,,Brooklyn,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2237,823.0,Tea for Two Sushi and Noodle Bar,2.0,,Brooklyn,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2238,831.0,Koma Sushi,2.0,,Brooklyn,Manhattan Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2239,858.0,Sesame,1.0,,Brooklyn,Ocean Parkway,11230.0,40.62559589869843,-73.95759523489838,restaurant
2240,874.0,Shirji Grocery,1.0,,Brooklyn,Fiske Terrace,11230.0,40.62559589869843,-73.95759523489838,restaurant
2241,886.0,Chap A Nosh,3.0,,Brooklyn,Midwood,11230.0,40.62559589869843,-73.95759523489838,restaurant
2242,896.0,Glatt Coney,1.0,,Brooklyn,Ocean Parkway,11230.0,40.62559589869843,-73.95759523489838,restaurant
2243,913.0,Lucky Garden,1.0,,Brooklyn,Midwood,11210.0,40.62559589869843,-73.95759523489838,restaurant
2244,921.0,Brooklyn Steak Co.,4.0,,Brooklyn,Midwood,11230.0,40.62559589869843,-73.95759523489838,restaurant
2245,594.0,Cafe Madeline,2.0,8.8,Brooklyn,Beverly Square West,,40.64700860318519,-73.96261316716048,restaurant
2246,365.0,Island Express,2.0,8.2,Brooklyn,Flatbush,11226.0,40.64700860318519,-73.96261316716048,restaurant
2247,680.0,Werkstatt,2.0,8.9,Brooklyn,Kensington,11218.0,40.64700860318519,-73.96261316716048,restaurant
2248,671.0,Wheated,2.0,8.8,Brooklyn,Kensington,11218.0,40.64700860318519,-73.96261316716048,restaurant
2249,803.0,Der Pioneer,1.0,8.8,Brooklyn,Kensington,11218.0,40.64700860318519,-73.96261316716048,restaurant
2250,413.0,Los Tres Chiflados,1.0,7.9,New York,Flatbush,11226.0,40.64700860318519,-73.96261316716048,restaurant
2251,447.0,Jiku Wicked Wings & Korean Grub,2.0,8.0,Brooklyn,Prospect Park Sout,11218.0,40.64700860318519,-73.96261316716048,restaurant
2252,652.0,Cafe Tibet,1.0,8.3,Brooklyn,Beverly Square West,11226.0,40.64700860318519,-73.96261316716048,restaurant
2253,812.0,The Castello Plan,2.0,8.6,Brooklyn,Beverly Square West,11218.0,40.64700860318519,-73.96261316716048,restaurant
2254,803.0,Hinterlands Bar,1.0,8.4,Brooklyn,Kensington,11218.0,40.64700860318519,-73.96261316716048,restaurant
2255,914.0,Peppa's Jerk Chicken,1.0,8.6,Brooklyn,Prospect,11226.0,40.64700860318519,-73.96261316716048,restaurant
2256,671.0,Manchego Koko,3.0,8.1,Brooklyn,Beverly Square West,11226.0,40.64700860318519,-73.96261316716048,restaurant
2257,636.0,Am Thai Bistro,2.0,8.0,Brooklyn,Kensington,11218.0,40.64700860318519,-73.96261316716048,restaurant
2258,684.0,Catskill Bagel Company,2.0,8.0,Brooklyn,Beverly Square West,11226.0,40.64700860318519,-73.96261316716048,restaurant
2259,626.0,Lark,1.0,7.9,Brooklyn,Kensington,11218.0,40.64700860318519,-73.96261316716048,restaurant
2260,776.0,Purple Yam,2.0,8.0,Brooklyn,Beverly Square West,11226.0,40.64700860318519,-73.96261316716048,restaurant
2261,878.0,La Puerta Roja,2.0,7.9,Brooklyn,Beverly Square West,11218.0,40.64700860318519,-73.96261316716048,restaurant
2262,702.0,San Remo Pizzeria & Restaurant,1.0,7.7,Brooklyn,Beverly Square West,11226.0,40.64700860318519,-73.96261316716048,restaurant
2263,967.0,Lea,2.0,7.9,Brooklyn,,11218.0,40.64700860318519,-73.96261316716048,restaurant
2264,910.0,Qathra,1.0,7.8,Brooklyn,Beverly Square West,11218.0,40.64700860318519,-73.96261316716048,restaurant
2265,784.0,CorTHAIyou,2.0,7.6,Brooklyn,Beverly Square West,11226.0,40.64700860318519,-73.96261316716048,restaurant
2266,507.0,Anarkali Indian Cuisine,2.0,7.1,Brooklyn,Prospect Park Sout,11218.0,40.64700860318519,-73.96261316716048,restaurant
2267,562.0,Michelle's Cocktail Lounge,3.0,6.9,Brooklyn,East Flatbush,11226.0,40.64700860318519,-73.96261316716048,restaurant
2268,912.0,Connecticut Muffin,1.0,7.0,Brooklyn,Ditmas Park,11218.0,40.64700860318519,-73.96261316716048,restaurant
2269,1005.0,Highbury Pub,1.0,7.0,Brooklyn,Kensington,11218.0,40.64700860318519,-73.96261316716048,restaurant
2270,355.0,Original Pizza,1.0,8.5,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2271,447.0,Mill Basin Bagel Cafe,1.0,8.6,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2272,527.0,Panino Italiano,1.0,8.1,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2273,478.0,Gourmet Grill,2.0,8.0,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2274,927.0,Mill Basin Kosher Delicatessen,3.0,8.8,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2275,936.0,La Villa Pizzeria & Restaurant,2.0,8.7,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2276,493.0,Frozen Planet Yogurt,1.0,7.7,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2277,644.0,Boston Market,2.0,7.9,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2278,294.0,Chipotle Mexican Grill,1.0,7.4,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2279,888.0,Wilkens Fine Foods,1.0,8.1,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2280,923.0,Yoshi,2.0,7.8,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2281,495.0,Sosaku Japanese Restaurant,2.0,7.1,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2282,757.0,Sunny John Pizzeria,1.0,7.2,Brooklyn,Flatlands,11234.0,40.62384524478419,-73.91607483951324,restaurant
2283,848.0,Pastosa Ravioli,2.0,7.2,Brooklyn,Flatlands,11234.0,40.62384524478419,-73.91607483951324,restaurant
2284,515.0,ChinaTokyo,3.0,6.9,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2285,965.0,Il Posto Restaurant,2.0,7.2,Brooklyn,Mill Basin,11234.0,40.62384524478419,-73.91607483951324,restaurant
2286,887.0,Arch Diner,2.0,7.1,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2287,951.0,Bagel Supreme,1.0,7.0,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2288,299.0,IHOP,2.0,6.3,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2289,770.0,Golden Krust Caribbean Bakery And Grill,2.0,6.6,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2290,873.0,Subway,1.0,6.3,Brooklyn,Flatlands,11234.0,40.62384524478419,-73.91607483951324,restaurant
2291,911.0,Bolla Market,1.0,6.3,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2292,292.0,Courtney's Rotisserie & Grill,2.0,,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2293,490.0,Vikkis Restaurant,2.0,5.7,Brooklyn,Georgetown,11234.0,40.62384524478419,-73.91607483951324,restaurant
2294,384.0,Fontana S Pasta & Heroes,2.0,,Brooklyn,,11234.0,40.62384524478419,-73.91607483951324,restaurant
2295,98.0,Tradesman,2.0,8.8,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2296,154.0,Post No Bills,1.0,8.9,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2297,165.0,Champs,2.0,8.7,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2298,167.0,Dun-Well Doughnuts,1.0,8.6,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2299,164.0,The Anchored Inn,2.0,8.5,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2300,375.0,Win Son Bakery,1.0,9.1,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2301,397.0,Win Son,2.0,8.9,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2302,241.0,City of Saints Coffee Roasters,1.0,8.2,Brooklyn,Bushwick,11206.0,40.70849241041548,-73.93885815269195,restaurant
2303,585.0,Otis,3.0,9.2,Brooklyn,Bushwick,11206.0,40.70849241041548,-73.93885815269195,restaurant
2304,586.0,Roberta's,2.0,9.1,Brooklyn,Bushwick,11206.0,40.70849241041548,-73.93885815269195,restaurant
2305,588.0,Ammazza Caffe,2.0,9.0,Brooklyn,East Williamsburg,11211.0,40.70849241041548,-73.93885815269195,restaurant
2306,608.0,Brooklyn Ball Factory,2.0,9.1,Brooklyn,East Williasburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2307,636.0,Syndicated Bar Theater Kitchen,,9.1,Brooklyn,Bushwick,11206.0,40.70849241041548,-73.93885815269195,restaurant
2308,358.0,Duck Duck,2.0,8.2,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2309,750.0,Nick + Sons Bakery,1.0,9.1,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2310,738.0,The Rosemont,2.0,9.0,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2311,678.0,Sage,2.0,8.8,Brooklyn,East Williamsburg,11211.0,40.70849241041548,-73.93885815269195,restaurant
2312,624.0,Pine Box Rock Shop,2.0,8.6,Brooklyn,Bushwick,11206.0,40.70849241041548,-73.93885815269195,restaurant
2313,505.0,Nite Nite,2.0,8.2,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2314,774.0,Basik,2.0,8.8,Brooklyn,East Williamsburg,11211.0,40.70849241041548,-73.93885815269195,restaurant
2315,416.0,Sweet Science,2.0,8.0,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2316,685.0,Testo Restaurant,2.0,8.5,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2317,416.0,Casa Ora,3.0,8.0,Brooklyn,East Williamsburg,11206.0,40.70849241041548,-73.93885815269195,restaurant
2318,673.0,Eyval,,8.4,Brooklyn,Bushwick,11206.0,40.70849241041548,-73.93885815269195,restaurant
2319,596.0,19 Cafe,1.0,8.3,Brooklyn,South Side,11206.0,40.70849241041548,-73.93885815269195,restaurant
2320,112.0,Sweetgreen,2.0,9.0,Brooklyn,North Williamsburg - North Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2321,161.0,Birds Of A Feather,1.0,9.1,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2322,227.0,Joe's Pizza,1.0,9.1,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2323,239.0,Four Horsemen,2.0,9.1,Brooklyn,North Williamsburg - North Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2324,249.0,St Anselm,2.0,9.1,Brooklyn,North Williamsburg - North Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2325,218.0,Fette Sau,2.0,8.8,Brooklyn,North Williamsburg - North Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2326,160.0,Kimbap Lab,2.0,8.6,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2327,339.0,Nitehawk Cinema,2.0,9.4,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2328,167.0,Martha's Country Bakery,1.0,8.5,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2329,294.0,Radegast Hall & Biergarten,2.0,9.0,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2330,264.0,The Commodore,1.0,8.8,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2331,298.0,Luckydog,2.0,8.9,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2332,367.0,L'Industrie Pizzeria,1.0,9.3,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2333,182.0,Midway Bar,1.0,8.4,Brooklyn,North Williamsburg - North Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2334,316.0,Shake Shack,1.0,8.9,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2335,357.0,St. Mazie,2.0,9.1,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2336,88.0,Strangeways,2.0,8.1,Brooklyn,North Williamsburg - North Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2337,310.0,Leo,1.0,8.7,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2338,355.0,Toby's Estate Coffee,2.0,8.9,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2339,406.0,Sweetwater Restaurant,2.0,9.0,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2340,153.0,Chino Grande,2.0,8.2,New York,North Williamsburg - North Side,10002.0,40.714822906532014,-73.95880857587582,restaurant
2341,429.0,Qahwah House,1.0,9.1,Brooklyn,Greenpoint,11249.0,40.714822906532014,-73.95880857587582,restaurant
2342,319.0,Bagelsmith,1.0,8.6,Brooklyn,Greenpoint,11211.0,40.714822906532014,-73.95880857587582,restaurant
2343,454.0,Gelateria Gentile,1.0,9.2,Brooklyn,North Side,11249.0,40.714822906532014,-73.95880857587582,restaurant
2344,387.0,Sauced,2.0,8.8,Brooklyn,South Side,11211.0,40.714822906532014,-73.95880857587582,restaurant
2345,84.0,L'Industrie Pizzeria,1.0,9.3,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2346,240.0,Four Horsemen,2.0,9.1,Brooklyn,North Williamsburg - North Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
2347,246.0,St. Mazie,2.0,9.1,Brooklyn,South Side,11211.0,40.71086147265064,-73.95800095153331,restaurant
