,Distance (m),Name,Price,Rating,Borough,Neighborhood,Zipcode,Latitude,Longitude,Category
6508,914.0,Mama Fox,,7.8,Brooklyn,Ord-Stuyvesant,11233.0,40.67503986503237,-73.93053108817338,restaurant
6509,339.0,Lakou Cafe,1.0,7.1,Brooklyn,Weeksville,11213.0,40.67503986503237,-73.93053108817338,restaurant
6510,923.0,Skal,1.0,7.4,Brooklyn,Bedford,11233.0,40.67503986503237,-73.93053108817338,restaurant
6511,729.0,Popeyes Louisiana Kitchen,1.0,6.5,Brooklyn,Weeksville,11233.0,40.67503986503237,-73.93053108817338,restaurant
6512,969.0,Brooklyn Beso Restaurant & Bar,2.0,6.7,Brooklyn,Bedford,11233.0,40.67503986503237,-73.93053108817338,restaurant
6513,640.0,Subway,1.0,6.4,Brooklyn,Weeksville,11213.0,40.67503986503237,-73.93053108817338,restaurant
6514,69.0,Wi Cafe,2.0,,New York,Crown Heights,11213.0,40.67503986503237,-73.93053108817338,restaurant
6515,525.0,Gusho Healthy Choice,1.0,,Brooklyn,Weeksville,11233.0,40.67503986503237,-73.93053108817338,restaurant
6516,552.0,P J's Restaurant,3.0,,Brooklyn,Eastern Parkway,11213.0,40.67503986503237,-73.93053108817338,restaurant
6517,719.0,McDonald's,1.0,5.6,Brooklyn,Weeksville,11233.0,40.67503986503237,-73.93053108817338,restaurant
6518,676.0,RJK Deli Grocery,1.0,,Brooklyn,,11213.0,40.67503986503237,-73.93053108817338,restaurant
6519,703.0,Lee's Chinese Restaurant,1.0,,Brooklyn,Stuyvesant Heights,11233.0,40.67503986503237,-73.93053108817338,restaurant
6520,721.0,Donut Connection,1.0,,Brooklyn,Weeksville,11213.0,40.67503986503237,-73.93053108817338,restaurant
6521,726.0,Papa's Fried Chicken & Ice Cream,1.0,,Brooklyn,Weeksville,11233.0,40.67503986503237,-73.93053108817338,restaurant
6522,896.0,Salud Bar & Grill,3.0,8.8,Brooklyn,Ocean Hill,11207.0,40.67786104769531,-73.90331684852599,restaurant
6523,286.0,Subway,1.0,6.9,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6524,480.0,Bklyn Eats,2.0,6.6,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6525,637.0,Magic Soul Food,1.0,6.5,Brooklyn,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6526,979.0,Domino's Pizza,1.0,6.7,Brooklyn,Brownsville,11212.0,40.67786104769531,-73.90331684852599,restaurant
6527,614.0,Jay's West Indian Restaurant,2.0,,Brooklyn,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6528,621.0,Royal Chicken Biscuits,1.0,,Brooklyn,Ocean Hill,11207.0,40.67786104769531,-73.90331684852599,restaurant
6529,658.0,Pita Point,1.0,,New York,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6530,663.0,Hardee,1.0,,Brooklyn,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6531,691.0,Fulton Super Deli,1.0,,Brooklyn,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6532,698.0,Royal Fried Chicken,1.0,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6533,726.0,Krazy Pizza & Wings,1.0,,Brooklyn,Ocean Hill,11207.0,40.67786104769531,-73.90331684852599,restaurant
6534,747.0,Tre Jolie Cafe,1.0,,New York,Ocean Hill,11207.0,40.67786104769531,-73.90331684852599,restaurant
6535,766.0,The Silver Spoon Hall,,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6536,842.0,Mama Yoshi,2.0,,Brooklyn,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6537,470.0,McDonald's,1.0,4.9,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6538,848.0,Crown Fried Chicken,1.0,,Bedford-Stuyvesant,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6539,863.0,Paladar Restaurant,2.0,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6540,871.0,Abuela Antonia Mexican Restaurant,1.0,,Brooklyn,Ocean Hill,11233.0,40.67786104769531,-73.90331684852599,restaurant
6541,921.0,Big John's Pizza Brew,1.0,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6542,927.0,Valencia Bakery,1.0,,Brooklyn,,11212.0,40.67786104769531,-73.90331684852599,restaurant
6543,971.0,Kennedy Fried Chicken & Pizza,1.0,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6544,255.0,East New York Subway,,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6545,288.0,MTA Subway - Broadway Junction,,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6546,465.0,Manny's,,,Brooklyn,Broadway Junction,11207.0,40.67786104769531,-73.90331684852599,restaurant
6547,99.0,Sweetgreen,1.0,8.9,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6548,146.0,Westville Dumbo,2.0,8.9,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6549,208.0,Em Vietnamese Bistro,2.0,9.3,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6550,179.0,Bread & Spread,2.0,8.9,Brooklyn,Dumbo,11201.0,40.70317632822692,-73.9887528074504,restaurant
6551,200.0,Jacobs Pickles Time Out Market,1.0,9.0,New York,Brooklyn Heights,10041.0,40.70317632822692,-73.9887528074504,restaurant
6552,169.0,Usagi NY,1.0,8.8,Brooklyn,Dumbo,11201.0,40.70317632822692,-73.9887528074504,restaurant
6553,85.0,La Bagel Delight,1.0,8.5,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6554,185.0,Burrow,1.0,8.6,Brooklyn,Dumbo,11201.0,40.70317632822692,-73.9887528074504,restaurant
6555,163.0,Celestine,2.0,8.5,Brooklyn,Downtown,11201.0,40.70317632822692,-73.9887528074504,restaurant
6556,211.0,Almondine,1.0,8.6,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6557,131.0,Los Tacos Al Pastor,1.0,8.3,New York,Dumbo,11201.0,40.70317632822692,-73.9887528074504,restaurant
6558,314.0,Butler Espresso Nomad,1.0,9.0,New York,Brooklyn Heights,10004.0,40.70317632822692,-73.9887528074504,restaurant
6559,304.0,Randolph Beer,2.0,8.8,Brooklyn,Downtown Brooklyn,11217.0,40.70317632822692,-73.9887528074504,restaurant
6560,244.0,Cecconi's Dumbo,2.0,8.5,Brooklyn,Brooklyn Heights,10041.0,40.70317632822692,-73.9887528074504,restaurant
6561,372.0,Gran Electrica,3.0,8.9,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6562,412.0,Juliana's Pizza,2.0,9.0,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6563,442.0,Shake Shack,1.0,8.9,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6564,450.0,Luke's Lobster,2.0,9.0,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6565,552.0,Ingas Bar,3.0,9.6,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6566,292.0,Oddfellows Ice Cream Co,1.0,8.3,New York,Brooklyn Heights,10005.0,40.70317632822692,-73.9887528074504,restaurant
6567,516.0,River Cafe,4.0,8.9,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6568,222.0,Seamore's,3.0,8.0,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6569,633.0,Vinegar Hill House,3.0,9.0,Brooklyn,Fulton Ferry,11201.0,40.70317632822692,-73.9887528074504,restaurant
6570,287.0,Time Out Market New York,,8.1,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6571,229.0,Jacques Torres Chocolate,,7.9,Brooklyn,Brooklyn Heights,11201.0,40.70317632822692,-73.9887528074504,restaurant
6572,365.0,A & C Superette,1.0,8.2,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6573,765.0,Village Maria Pizza,1.0,8.2,Staten Island,Castleton Corners,10314.0,40.60180957631444,-74.12059399718001,restaurant
6574,333.0,Tack's Chinese Take Out,1.0,7.4,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6575,282.0,Manor Restaurant,2.0,7.3,Staten Island,Stapleton,10314.0,40.60180957631444,-74.12059399718001,restaurant
6576,331.0,Krispy Pizza,1.0,7.0,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6577,748.0,Happy Fortune Chinese Restaurant,1.0,7.1,Staten Island,Castleton Corners,10314.0,40.60180957631444,-74.12059399718001,restaurant
6578,260.0,Manor Superette & Bagels,1.0,,Staten Island,Stapleton,10314.0,40.60180957631444,-74.12059399718001,restaurant
6579,260.0,Manor Bagels,1.0,,Staten Island,Stapleton,10314.0,40.60180957631444,-74.12059399718001,restaurant
6580,321.0,Donut World,1.0,,New York,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6581,378.0,Manor Sushi,2.0,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6582,386.0,G&G American Grill,2.0,,New York,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6583,386.0,Wing World,4.0,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6584,923.0,Staten Island Superette,1.0,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6585,928.0,Valiano Pizza Cafe,1.0,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6586,946.0,Peking Kitchen,1.0,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6587,965.0,Kosher Express,,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6588,148.0,Ers Restaurant,,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6589,880.0,Kerala Kitchen,,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6590,923.0,Pizza Di Molise,,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6591,962.0,Sister Barbeque Restaurant,,,Staten Island,,10314.0,40.60180957631444,-74.12059399718001,restaurant
6592,915.0,Mezcals Mexican Restaurant,1.0,8.4,Staten Island,Meiers Corners,10314.0,40.60370692627371,-74.13208447484298,restaurant
6593,946.0,A & C Superette,1.0,8.2,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6594,929.0,Tack's Chinese Take Out,1.0,7.4,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6595,967.0,Manor Restaurant,2.0,7.3,Staten Island,Stapleton,10314.0,40.60370692627371,-74.13208447484298,restaurant
6596,924.0,Krispy Pizza,1.0,7.0,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6597,48.0,Peking Kitchen,1.0,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6598,56.0,Kosher Express,,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6599,64.0,Valiano Pizza Cafe,1.0,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6600,129.0,Staten Island Superette,1.0,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6601,930.0,Paesano's Pizzeria,1.0,6.0,Staten Island,Meiers Corners,10314.0,40.60370692627371,-74.13208447484298,restaurant
6602,917.0,China King,1.0,,Staten Island,Meiers Corners,10314.0,40.60370692627371,-74.13208447484298,restaurant
6603,929.0,Donut World,1.0,,New York,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6604,932.0,Manor Sushi,2.0,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6605,933.0,Wing World,4.0,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6606,967.0,G&G American Grill,2.0,,New York,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6607,977.0,Empanada Kingdom,,,Staten Island,Meiers Corners,10314.0,40.60370692627371,-74.13208447484298,restaurant
6608,978.0,Peri Peri Chicken & Bb,,,Staten Island,Meiers Corners,10314.0,40.60370692627371,-74.13208447484298,restaurant
6609,987.0,Manor Superette & Bagels,1.0,,Staten Island,Stapleton,10314.0,40.60370692627371,-74.13208447484298,restaurant
6610,987.0,Manor Bagels,1.0,,Staten Island,Stapleton,10314.0,40.60370692627371,-74.13208447484298,restaurant
6611,1012.0,So Goo Go Sushi No 1,2.0,,Staten Island,Meiers Corners,10314.0,40.60370692627371,-74.13208447484298,restaurant
6612,67.0,Sister Barbeque Restaurant,,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6613,70.0,Pizza Di Molise,,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6614,112.0,Kerala Kitchen,,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6615,867.0,Ers Restaurant,,,Staten Island,,10314.0,40.60370692627371,-74.13208447484298,restaurant
6616,969.0,Mizzumi Restaurant,,,Staten Island,Meiers Corners,10314.0,40.60370692627371,-74.13208447484298,restaurant
6617,889.0,Misaki II,2.0,7.9,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6618,954.0,La Dolce Pastry Shoppe,1.0,7.2,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6619,951.0,Rossville Pizzeria,1.0,7.2,Staten Island,Rossville,10309.0,40.541139922091766,-74.21776636068567,restaurant
6620,877.0,Qdoba Mexican Eats,1.0,7.1,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6621,949.0,Woodrow Diner,2.0,6.7,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6622,941.0,Pio Hot Bagels,1.0,6.6,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6623,989.0,My Brother's Deli & Bagels,1.0,5.9,Staten Island,Rossville,10309.0,40.541139922091766,-74.21776636068567,restaurant
6624,860.0,Sunset Pizzeria,1.0,,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6625,877.0,Islander Taste I,1.0,,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6626,882.0,Playa Bowls,,,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6627,850.0,Islander Taste Chinese Restaurant,,,Staten Island,,10309.0,40.541139922091766,-74.21776636068567,restaurant
6628,404.0,Classic Pizza,2.0,7.1,Staten Island,Egbertville,10306.0,40.579118742961214,-74.12727240604946,restaurant
6629,873.0,Bagel Depot Richmondtown,1.0,6.4,Staten Island,,10306.0,40.579118742961214,-74.12727240604946,restaurant
6630,603.0,Nitins Superette,1.0,,Staten Island,New Dorp,10306.0,40.579118742961214,-74.12727240604946,restaurant
6631,753.0,Li family chinese food,1.0,,Staten Island,Grant City,10306.0,40.579118742961214,-74.12727240604946,restaurant
6632,785.0,Li's Happy Family,,,Staten Island,Grant City,10306.0,40.579118742961214,-74.12727240604946,restaurant
6633,274.0,3 Guys Sushi,,,Staten Island,Egbertville,10306.0,40.579118742961214,-74.12727240604946,restaurant
6634,600.0,Sunrise Gourmet Deli,,,Staten Island,New Dorp,10306.0,40.579118742961214,-74.12727240604946,restaurant
6635,654.0,Amadeus,,,Staten Island,,10306.0,40.579118742961214,-74.12727240604946,restaurant
6636,767.0,Fresh Twist juicebar & cafe,,,Staten Island,Grant City,10306.0,40.579118742961214,-74.12727240604946,restaurant
6637,108.0,Roxbury Sugar Shack,1.0,,Queens,Roxbury,11697.0,40.56737588957032,-73.89213760232822,restaurant
6638,440.0,Roxbury Barn,,,Breezy Point,Roxbury,11697.0,40.56737588957032,-73.89213760232822,restaurant
6639,453.0,Breezy Dogs Food Truck,,,Breezy Point,Roxbury,11697.0,40.56737588957032,-73.89213760232822,restaurant
6640,453.0,Surfside Bagels,,,Breezy Point,Roxbury,11697.0,40.56737588957032,-73.89213760232822,restaurant
6641,238.0,El Mexicano Restaurant & Coffee,1.0,7.8,Brooklyn,Gravesend,11229.0,40.598525095137255,-73.95918459428702,restaurant
6642,575.0,Pho Hoai Restaurant,1.0,8.0,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6643,61.0,Pho Vietnam,2.0,7.2,Brooklyn,Gravesend,11229.0,40.598525095137255,-73.95918459428702,restaurant
6644,32.0,Wing Hing Seafood Restaurant,2.0,7.0,Brooklyn,Gravesend,11229.0,40.598525095137255,-73.95918459428702,restaurant
6645,507.0,Russian Bath of NY,,7.4,Brooklyn,Gravesend,11229.0,40.598525095137255,-73.95918459428702,restaurant
6646,149.0,Prince Pizza,1.0,7.0,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6647,506.0,Chateau De Capitaine,3.0,7.3,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6648,895.0,Pirosmani,2.0,7.5,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6649,546.0,Anyway Cafe,2.0,7.2,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6650,528.0,Coney Island Taste,2.0,7.0,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6651,993.0,Ginza Japanese Restaurant,2.0,7.3,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6652,583.0,Trio Pizzeria,1.0,6.7,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6653,541.0,Subway,1.0,6.5,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6654,490.0,Sushi Mikasa,2.0,6.3,Brooklyn,Gravesend,11229.0,40.598525095137255,-73.95918459428702,restaurant
6655,619.0,Padishah,,6.3,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6656,146.0,Sote Cafeteria,2.0,,New York,Gravesend,11229.0,40.598525095137255,-73.95918459428702,restaurant
6657,163.0,A Cherry Restaurant,2.0,,New York,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6658,183.0,Quick Stop Mini Mart,1.0,,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6659,248.0,East N Bull Cafe Bistro,,,New York,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6660,148.0,Season Restaurant,1.0,5.3,Brooklyn,Gravesend,11229.0,40.598525095137255,-73.95918459428702,restaurant
6661,280.0,Taam Mevorach,1.0,,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6662,195.0,McDonald's,1.0,5.0,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6663,259.0,Skazka Restaurant,3.0,5.1,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6664,481.0,Retro Grill,1.0,,Brooklyn,Gravesend,11223.0,40.598525095137255,-73.95918459428702,restaurant
6665,495.0,Twin Express Deli,1.0,,Brooklyn,Sheepshead Bay,11229.0,40.598525095137255,-73.95918459428702,restaurant
6666,461.0,New Toyo Japanese Restaurant,2.0,8.7,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6667,430.0,Ralph's Famous Italian Ices,1.0,8.0,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6668,429.0,Villa Erasmo,2.0,8.0,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6669,468.0,Carlos Pizza,2.0,8.0,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6670,599.0,Rosa 2 Pizzeria,2.0,7.9,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6671,496.0,Rico's Chicken,2.0,7.4,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6672,715.0,Buon Cafe & Trattoria,1.0,7.6,Middle Village,Maspeth,11379.0,40.716414511158185,-73.88114319200604,restaurant
6673,713.0,Phillies Pizzeria & Restaurant,2.0,7.6,Middle Village,Maspeth,11379.0,40.716414511158185,-73.88114319200604,restaurant
6674,747.0,Jade Bamboo Catering Co.,1.0,7.5,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6675,944.0,Middle Village Bagels,1.0,7.6,Middle Village,Maspeth,11379.0,40.716414511158185,-73.88114319200604,restaurant
6676,461.0,Las Tias Cafe Bakery,1.0,7.2,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6677,744.0,Panepinto Bakery,1.0,7.3,Middle Village,Maspeth,11379.0,40.716414511158185,-73.88114319200604,restaurant
6678,901.0,Gino's of Middle Village Pizza,1.0,7.3,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6679,815.0,Metro Deli & Pizza,1.0,7.0,Middle Village,Fresh Pond Junction,11379.0,40.716414511158185,-73.88114319200604,restaurant
6680,956.0,Andrews Pizzeria,1.0,7.1,Middle Village,Maspeth,11379.0,40.716414511158185,-73.88114319200604,restaurant
6681,683.0,P & C Bagels,2.0,6.8,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6682,612.0,Arby's,1.0,6.2,Middle Village,Fresh Pond Junction,11379.0,40.716414511158185,-73.88114319200604,restaurant
6683,879.0,Golden Harbor,1.0,6.3,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6684,192.0,Ma Kin Thai,2.0,,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6685,242.0,LI Wan Restaurant Inc.,1.0,,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6686,429.0,The Little Sweet Shoppe,1.0,,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6687,443.0,Green Leaf,1.0,,Middle Village,,11379.0,40.716414511158185,-73.88114319200604,restaurant
6688,456.0,Burrito Boulevard,1.0,,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6689,768.0,Caffe Latte,1.0,5.9,Middle Village,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6690,479.0,Kantu,2.0,,New York,Glendale,11379.0,40.716414511158185,-73.88114319200604,restaurant
6691,32.0,Dominicos Pizzeria,1.0,7.8,Staten Island,"""Prince's Bay""",10309.0,40.52626406734812,-74.20152556457658,restaurant
6692,56.0,Cucumber Sushi & Salad Bar,2.0,7.2,Staten Island,"""Prince's Bay""",10309.0,40.52626406734812,-74.20152556457658,restaurant
6693,29.0,Seguine Hot Bagels,1.0,7.1,Staten Island,"""Prince's Bay""",10309.0,40.52626406734812,-74.20152556457658,restaurant
6694,51.0,Fratelli Pizzeria,1.0,6.5,Staten Island,Princes Bay,10309.0,40.52626406734812,-74.20152556457658,restaurant
6695,54.0,Island Taste,1.0,,Staten Island,Princes Bay,10309.0,40.52626406734812,-74.20152556457658,restaurant
6696,77.0,New Island Chinese Restaurant,1.0,,Staten Island,Princes Bay,10309.0,40.52626406734812,-74.20152556457658,restaurant
6697,66.0,Domenicos,,,Staten Island,"""Prince's Bay""",10309.0,40.52626406734812,-74.20152556457658,restaurant
6698,894.0,Daddyo S BBQ,,,Staten Island,Woodrow,10312.0,40.52626406734812,-74.20152556457658,restaurant
6699,377.0,Casa Verde,2.0,7.6,Staten Island,,10306.0,40.57650629379489,-74.13792663771568,restaurant
6700,921.0,Egger's,1.0,7.8,Staten Island,Lighthouse Hill,10306.0,40.57650629379489,-74.13792663771568,restaurant
6701,852.0,Classic Pizza,2.0,7.1,Staten Island,Egbertville,10306.0,40.57650629379489,-74.13792663771568,restaurant
6702,560.0,Bagel Depot Richmondtown,1.0,6.4,Staten Island,,10306.0,40.57650629379489,-74.13792663771568,restaurant
6703,377.0,Mark's Bake Shoppe,1.0,,Staten Island,,10306.0,40.57650629379489,-74.13792663771568,restaurant
6704,934.0,Egger's Ice Cream Parlor,,,Staten Island,Lighthouse Hill,10306.0,40.57650629379489,-74.13792663771568,restaurant
6705,947.0,3 Guys Sushi,,,Staten Island,Egbertville,10306.0,40.57650629379489,-74.13792663771568,restaurant
6706,435.0,Tottenville Hot Bagels & Deli,1.0,8.4,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6707,508.0,Mizu,2.0,8.0,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6708,547.0,Page Plaza Diner,2.0,8.0,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6709,614.0,Cafe Luna,1.0,8.1,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6710,780.0,Panera Bread,1.0,8.0,Staten Island,,10309.0,40.51954145748909,-74.22957080626941,restaurant
6711,809.0,Pronto Pizza Pasta,1.0,7.7,Staten Island,,10309.0,40.51954145748909,-74.22957080626941,restaurant
6712,521.0,Campania Coal Fired Pizza,1.0,7.3,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6713,897.0,Aunt Butchies of Brooklyn,1.0,7.5,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6714,553.0,Zio Toto,2.0,7.2,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6715,939.0,Nucci's South,3.0,7.4,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6716,481.0,Qdoba Mexican Eats,1.0,6.7,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6717,426.0,Subway,1.0,6.6,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6718,867.0,Z-Two Diner & Lounge,2.0,6.6,Staten Island,,10309.0,40.51954145748909,-74.22957080626941,restaurant
6719,518.0,W's,1.0,6.2,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6720,552.0,Cabo,2.0,5.8,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6721,482.0,McDonald's,1.0,5.7,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6722,421.0,Burger King,1.0,5.5,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6723,430.0,Angry Lobster,3.0,,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6724,453.0,Mizu Hibachi Japanese Fusion,,,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6725,472.0,Tottenville Halal Cart,1.0,,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6726,511.0,Villa Monte Pizzeria & Restaurant,1.0,,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6727,515.0,Loon Chuan Restaurant,2.0,,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6728,521.0,Brothers II Pizzeria Restaurant,2.0,,Staten Island,Richmond Valley,10309.0,40.51954145748909,-74.22957080626941,restaurant
6729,530.0,E Squared Cafe,1.0,,Staten Island,Harbor Terrace,10307.0,40.51954145748909,-74.22957080626941,restaurant
6730,559.0,Tuscany Italian Foods,,,Staten Island,,10309.0,40.51954145748909,-74.22957080626941,restaurant
