,Name,Price,Rating,Reviews,Address,Latitude,Longitude,Category
1303,Cafe Luluc,2.0,4.3,1215.0,"214 Smith Street, Brooklyn",40.68449400000001,-73.9922246,restaurant
1307,Joya,1.0,4.3,1077.0,"215 Court Street, Brooklyn",40.6866665,-73.9935596,restaurant
1308,Bar Tabac,2.0,4.3,954.0,"128 Smith Street, Brooklyn",40.6873687,-73.9902836,restaurant
1310,Thaism,2.0,4.2,215.0,"278 Smith Street, Brooklyn",40.682476,-73.9935331,restaurant
1311,Darna Falafel,1.0,4.6,303.0,"200 Court Street, Brooklyn",40.6870485,-73.9937984,restaurant
1312,KI SUSHI,2.0,4.6,477.0,"122 Smith Street, Brooklyn",40.6876197,-73.9900121,restaurant
1313,Kitchen at Cobble Hill,2.0,4.1,266.0,"254 Court Street, Brooklyn",40.6853646,-73.9946908,restaurant
1317,Alma,2.0,4.3,741.0,"187 Columbia Street, Brooklyn",40.6855707,-74.0021592,restaurant
1338,Buttermilk Channel,2.0,4.5,1307.0,"524 Court Street, Brooklyn",40.67598799999999,-73.99922099999999,restaurant
1339,Frankies 457 Spuntino,2.0,4.5,1033.0,"457 Court Street, Brooklyn",40.6773861,-73.99815000000001,restaurant
1340,Dinosaur Bar-B-Que,2.0,4.4,5259.0,"604 Union Street, Brooklyn",40.6776245,-73.9840703,restaurant
1343,Black Mountain Wine House,2.0,4.7,329.0,"415 Union Street Ground Floor, Brooklyn",40.68089189999999,-73.9915082,restaurant
1345,Le Petit Cafe,2.0,4.3,600.0,"502 Court Street, Brooklyn",40.67674359999999,-73.99884229999999,restaurant
1351,Nature's Grill Cafe,2.0,4.0,180.0,"283 Smith Street, Brooklyn",40.6823141,-73.9932954,restaurant
1354,Marco Polo,2.0,4.6,497.0,"345 Court Street, Brooklyn",40.682223,-73.99579299999999,restaurant
1362,Chance 11,1.0,4.0,193.0,"895 Fulton Street, Brooklyn",40.68376519999999,-73.96753919999999,restaurant
1375,Chuko,2.0,4.4,954.0,"565 Vanderbilt Avenue, Brooklyn",40.6807746,-73.9674534,restaurant
1376,Mac Shack NY,2.0,4.0,415.0,"901 Fulton Street, Brooklyn",40.68371580000001,-73.9673078,restaurant
1378,Union Hotel Brooklyn,,2.8,556.0,"611 Degraw Street, Brooklyn",40.679225,-73.98316200000001,restaurant
1382,Stone Park Cafe,2.0,4.5,730.0,"324 5th Avenue, Brooklyn",40.6730516,-73.98346,restaurant
1384,The Gate,1.0,4.5,355.0,"321 5th Avenue, Brooklyn",40.67257680000001,-73.9832456,restaurant
1386,Yummy Thai,2.0,3.8,64.0,"383 Flatbush Avenue, Brooklyn",40.67605049999999,-73.97137649999999,restaurant
1387,Banhmigos,1.0,4.4,217.0,"178 Lincoln Place, Brooklyn",40.6755182,-73.9743366,restaurant
1388,Burrito Bar & Kitchen,2.0,4.2,1372.0,"307 Flatbush Avenue, Brooklyn",40.6783928,-73.9730849,restaurant
1392,Cheryl's Global Soul,2.0,4.4,1126.0,"236 Underhill Avenue, Brooklyn",40.673597,-73.9674625,restaurant
1393,Luck Thai,1.0,4.3,203.0,"386 5th Avenue, Brooklyn",40.6709863,-73.9850464,restaurant
1394,Maya Taqueria of Prospect Heights,1.0,4.1,438.0,"637 Vanderbilt Avenue, Brooklyn",40.67802449999999,-73.9685058,restaurant
1485,Trelawni Place,2.0,3.4,316.0,"1438 Utica Avenue, Brooklyn",40.6373069,-73.92914379999999,restaurant
1490,Roti R Us -Real Caribbean Food.,1.0,3.6,402.0,"1493 Albany Avenue, Brooklyn",40.6368276,-73.9373608,restaurant
1508,Randazzo's Clam Bar,2.0,4.3,2277.0,"2017 Emmons Avenue, Brooklyn",40.5839855,-73.94763400000001,restaurant
1509,Baku Palace,3.0,4.2,855.0,"2001 Emmons Avenue, Brooklyn",40.5841,-73.9483,restaurant
1510,Liman,3.0,4.3,1096.0,"2710 Emmons Avenue, Brooklyn",40.58354889999999,-73.9411605,restaurant
1511,Seaport Buffet,2.0,4.0,1930.0,"2027 Emmons Avenue, Brooklyn",40.5839195,-73.947052,restaurant
1512,Masal Cafe & Lounge,2.0,4.0,1581.0,"1901 Emmons Avenue, Brooklyn",40.5838198,-73.9489813,restaurant
1516,Applebee's Grill + Bar,2.0,3.9,2285.0,"2505 Emmons Avenue, Brooklyn",40.5840034,-73.9432839,restaurant
1517,Cats on the Bay,2.0,3.9,326.0,"2027 Emmons Avenue, Brooklyn",40.583944,-73.9468801,restaurant
1518,Falada Lounge,,3.4,366.0,"2011 Emmons Avenue, Brooklyn",40.5839361,-73.9477673,restaurant
1520,Roll N Roaster,1.0,4.4,4384.0,"2901 Emmons Avenue, Brooklyn",40.5841775,-73.93964199999999,restaurant
1548,Lenny's Pizza,1.0,4.4,454.0,"1969 86th Street, Brooklyn",40.605028,-73.998639,restaurant
1549,Starbucks,2.0,4.0,662.0,"1971 86th Street, Brooklyn",40.6050206,-73.998499,restaurant
1551,Fuel Fever,2.0,4.2,224.0,"8615 18th Avenue, Brooklyn",40.606699,-74.00289599999999,restaurant
1557,Nagoya Fusion,2.0,4.1,259.0,"1948 86th Street, Brooklyn",40.6050306,-73.9993973,restaurant
1563,Joy Luck,2.0,3.7,51.0,"2050 86th Street, Brooklyn",40.603695,-73.997191,restaurant
1566,Popeyes Louisiana Kitchen,1.0,3.7,514.0,"2010 86th Street, Brooklyn",40.604278,-73.9981253,restaurant
1577,Noshers,,4.7,73.0,"4312 15th Avenue, Brooklyn",40.635542,-73.984611,restaurant
1582,Table 40,2.0,4.8,491.0,"4001 13th Avenue, Brooklyn",40.6399,-73.9868,restaurant
1585,Sushi K Bar,2.0,4.4,381.0,"4120 16th Avenue, Brooklyn",40.6352346,-73.9813501,restaurant
1588,Mancini's,2.0,4.6,375.0,"8504 5th Avenue, Brooklyn",40.6221369,-74.0260119,restaurant
1589,Arirang Hibachi Steakhouse,2.0,4.5,1581.0,"8812-14 4th Avenue, Brooklyn",40.6211211,-74.0292923,restaurant
1590,Top Thai Restaurant,2.0,4.0,230.0,"8510 4th Avenue, Brooklyn",40.62325099999999,-74.028368,restaurant
1591,Grand Sichuan House,2.0,4.1,135.0,"8701 5th Avenue, Brooklyn",40.6207479,-74.0265375,restaurant
1592,Le Sajj,2.0,4.5,261.0,"8221 5th Avenue, Brooklyn",40.6237074,-74.02478909999999,restaurant
1593,Lonestar Sports Bar & Grill,2.0,4.2,457.0,"8703 5th Avenue, Brooklyn",40.6207097,-74.0266152,restaurant
1596,Ponte Vecchio,3.0,4.5,448.0,"8810 4th Avenue, Brooklyn",40.62119039999999,-74.0293038,restaurant
1598,86 Noodles,2.0,4.0,224.0,"8608 4th Avenue, Brooklyn",40.6226362,-74.0286974,restaurant
1609,Vanka Cafe,2.0,4.5,376.0,"3810 Nostrand Avenue, Brooklyn",40.59101870000001,-73.9404373,restaurant
1610,Thai Basil,2.0,3.5,155.0,"3682 Nostrand Avenue, Brooklyn",40.5941793,-73.9409773,restaurant
1611,Chopstix,2.0,4.1,663.0,"3790 Nostrand Avenue, Brooklyn",40.5912797,-73.9403372,restaurant
1648,Body By Brooklyn,,4.0,504.0,"275 Park Avenue, Brooklyn",40.6961073,-73.9681653,restaurant
1649,Energy Fuel Fort Greene,2.0,4.2,157.0,"386 Myrtle Avenue, Brooklyn",40.6930536,-73.97049539999999,restaurant
1650,Olea,2.0,4.6,1311.0,"171 Lafayette Avenue, Brooklyn",40.6875753,-73.9707554,restaurant
1651,Damas Falafel House,1.0,4.3,166.0,"407 Myrtle Avenue, Brooklyn",40.6932799,-73.9695563,restaurant
1652,Roman's,3.0,4.6,300.0,"243 DeKalb Avenue, Brooklyn",40.689633,-73.96953979999999,restaurant
1655,Putnam's Pub & Cooker,2.0,4.3,743.0,"419 Myrtle Avenue, Brooklyn",40.69323609999999,-73.9690528,restaurant
1663,Habana Outpost,1.0,4.4,1224.0,"757 Fulton Street, Brooklyn",40.68640999999999,-73.974189,restaurant
1665,DSK Brooklyn,2.0,4.3,585.0,"710 Fulton Street, Brooklyn",40.6857666,-73.9735352,restaurant
1673,Buffalo Wild Wings,2.0,3.7,2108.0,"139 Flatbush Avenue, Brooklyn",40.684588,-73.9775846,restaurant
1674,Mile End Delicatessen,2.0,4.3,824.0,"97 Hoyt Street, Brooklyn",40.6874457,-73.9870445,restaurant
1678,IHOP,1.0,3.7,2321.0,"253 Livingston Street, Brooklyn",40.6892093,-73.9835475,restaurant
1680,Chuck E. Cheese,2.0,3.9,1815.0,"139 Flatbush Avenue, Brooklyn",40.68447999999999,-73.9773318,restaurant
1681,Dallas BBQ,2.0,4.1,4601.0,"180 Livingston Street, Brooklyn",40.68999300000001,-73.987089,restaurant
1682,Sophie's Cuban Cuisine - Brooklyn Heights,2.0,4.2,518.0,"27 Smith Street, Brooklyn",40.6906602,-73.9875285,restaurant
1683,Java,,4.3,18.0,"9 Bond Street, Brooklyn",40.6891747,-73.982957,restaurant
1686,Shake Shack Downtown Brooklyn,2.0,4.3,4255.0,"409 Fulton Street, Brooklyn",40.6921824,-73.9887222,restaurant
1687,Subway,1.0,3.8,133.0,"139 Flatbush Avenue, Brooklyn",40.68443799999999,-73.97744,restaurant
1692,Gourmet Garden 8,2.0,3.6,67.0,"108 DeKalb Avenue, Brooklyn",40.6896072,-73.9783578,restaurant
1705,Alchemy,2.0,4.4,634.0,"56 5th Avenue, Brooklyn",40.6813302,-73.9772776,restaurant
1708,YAYOS LATIN CUISINE,2.0,4.0,1177.0,"36 5th Avenue, Brooklyn",40.6819444,-73.9769444,restaurant
1709,Convivium Osteria,3.0,4.3,446.0,"68 5th Avenue, Brooklyn",40.6810713,-73.9775629,restaurant
1719,Gloria's,1.0,4.0,1119.0,"987 Nostrand Avenue, Brooklyn",40.66425880000001,-73.95085569999999,restaurant
1741,Super Convenience Deli & Grocery,1.0,4.0,91.0,"1525 East New York Avenue, Brooklyn",40.6720676,-73.9116339,restaurant
1748,Subway,1.0,3.7,102.0,"1685 Pitkin Avenue, Brooklyn",40.6698179,-73.9111142,restaurant
1750,Golden Krust,1.0,3.3,150.0,"1655 Pitkin Avenue, Brooklyn",40.6696813,-73.9121195,restaurant
1753,Subway,1.0,4.0,235.0,"530 Conduit Boulevard, Brooklyn",40.6767282,-73.8697667,restaurant
1754,El Gran Mar de Plata Restaurant,2.0,3.8,869.0,"3175 Fulton Street, Brooklyn",40.682227,-73.87766100000002,restaurant
1759,Dunkin',1.0,4.2,351.0,"439 Crescent Street, Brooklyn",40.67802259999999,-73.8704066,restaurant
1763,EL Nuevo Barzola,2.0,3.7,644.0,"3386 Atlantic Avenue, Brooklyn",40.6815322,-73.8713957,restaurant
1764,Aztec Soul,1.0,3.6,236.0,"3372 Atlantic Avenue, Brooklyn",40.6813121,-73.8718201,restaurant
1765,Chef Quang,1.0,4.0,370.0,"3360 Atlantic Avenue, Brooklyn",40.68117999999999,-73.87227299999999,restaurant
1766,Antojitos Ecuatorianos,2.0,4.3,414.0,"3398 Fulton Street, Brooklyn",40.6841106,-73.8701183,restaurant
1767,Gustoso,1.0,4.4,210.0,"3325 Fulton Street, Brooklyn",40.68356050000001,-73.8728721,restaurant
1768,Fu Xing House,1.0,4.1,54.0,"3335 Fulton Street, Brooklyn",40.6837332,-73.8725994,restaurant
1769,Panda House,1.0,3.8,152.0,"530 North Conduit Boulevard, Brooklyn",40.6767416,-73.86960100000002,restaurant
1770,Papa Johns Pizza,1.0,3.4,214.0,"3234 Fulton Street, Brooklyn",40.6824844,-73.8758199,restaurant
1772,Joe's Pizzeria,1.0,4.6,464.0,"1121 Liberty Avenue, Brooklyn",40.6787243,-73.8679193,restaurant
1783,Bella Pizza,1.0,3.9,118.0,"1604 Avenue H, Brooklyn",40.629897,-73.961106,restaurant
1787,Bon Appetit,1.0,4.4,55.0,"1568 Coney Island Avenue, Brooklyn",40.61914799999999,-73.96446499999999,restaurant
1789,Pizza Gyro Grill,1.0,3.7,47.0,"1620 Avenue M, Brooklyn",40.61795900000001,-73.958347,restaurant
1791,Glatt Coney,1.0,3.7,385.0,"1558 Coney Island Avenue, Brooklyn",40.619421,-73.96451499999999,restaurant
1799,Glatt Mart,,4.5,834.0,"1205 Avenue M, Brooklyn",40.6178385,-73.9626468,restaurant
1802,Purple Yam,2.0,4.3,321.0,"1314 Cortelyou Road, Brooklyn",40.6404724,-73.9656677,restaurant
1803,MangoSeed + Zurilee,2.0,4.4,1071.0,"755 Flatbush Avenue, Brooklyn",40.6545325,-73.95941959999999,restaurant
1804,Kam Hai,2.0,3.3,94.0,"624 Caton Avenue, Brooklyn",40.6474974,-73.9737626,restaurant
1805,620 on Caton,2.0,4.0,116.0,"620 Caton Avenue, Brooklyn",40.647483,-73.97390899999999,restaurant
1806,Cafe Madeline,2.0,4.5,799.0,"1603 Cortelyou Road, Brooklyn",40.6419218,-73.9634109,restaurant
1807,The Castello Plan,2.0,4.3,400.0,"1213 Cortelyou Road, Brooklyn",40.64034629999999,-73.96668079999999,restaurant
1808,Green Lake,1.0,3.5,207.0,"795 Flatbush Avenue, Brooklyn",40.6532511,-73.9591885,restaurant
1810,Kumo Sushi,2.0,4.0,221.0,"1406 Cortelyou Road, Brooklyn",40.6407794,-73.9650176,restaurant
1811,Mimi's Hummus,2.0,4.4,362.0,"1209 Cortelyou Road, Brooklyn",40.640321,-73.966736,restaurant
1812,San Remo Pizzeria & Restaurant,2.0,4.2,365.0,"1408 Cortelyou Road, Brooklyn",40.6407452,-73.9648557,restaurant
1814,Dunkin',1.0,3.0,143.0,"1506 Cortelyou Road, Brooklyn",40.6411883,-73.9641881,restaurant
1817,China Dragon,2.0,4.0,96.0,"2182 Clarendon Road, Brooklyn",40.642595,-73.956938,restaurant
1823,Boston Market,1.0,4.1,943.0,"1972 Ralph Avenue, Brooklyn",40.6292666,-73.9188285,restaurant
1825,La Villa Pizzeria,2.0,4.4,780.0,"6610 Avenue U, Brooklyn",40.61694439999999,-73.90972219999999,restaurant
1827,Arch,2.0,3.9,1951.0,"1866 Ralph Avenue, Brooklyn",40.63143489999999,-73.9188516,restaurant
1828,Subway,1.0,3.8,184.0,"5719 Flatlands Avenue, Brooklyn",40.6308189,-73.9208462,restaurant
1836,Bergen Beach Cafe,1.0,4.6,91.0,"7112 Avenue U 1st Floor, Brooklyn",40.6198764,-73.9069416,restaurant
1837,Il Posto,2.0,4.5,259.0,"7409 Avenue U, Brooklyn",40.62148380000001,-73.9051425,restaurant
1842,After Life,2.0,4.5,484.0,"983 Flushing Avenue, Brooklyn",40.703085,-73.933402,restaurant
1845,Taj Kabab King,1.0,4.1,230.0,"474 Lorimer Street, Brooklyn",40.7110209,-73.9487213,restaurant
1857,Tomo Japanese Fusion,2.0,3.9,92.0,"1077 Flushing Avenue, Brooklyn",40.70474189999999,-73.9293081,restaurant
1863,Brooklyn Bowl,2.0,4.5,3116.0,"61 Wythe Avenue, Brooklyn",40.7218874,-73.9573813,restaurant
1865,Pies 'n' Thighs,2.0,4.3,2925.0,"166 South 4th Street, Brooklyn",40.71117840000001,-73.9613777,restaurant
1867,Fette Sau,2.0,4.3,1850.0,"354 Metropolitan Avenue, Brooklyn",40.713883,-73.956474,restaurant
1868,Traif,2.0,4.5,569.0,"229 South 4th Street, Brooklyn",40.71057229999999,-73.958997,restaurant
1869,Maison Premiere,3.0,4.6,1389.0,"298 Bedford Avenue, Brooklyn",40.7142687,-73.96166459999999,restaurant
1870,Diner,2.0,4.3,765.0,"85 Broadway, Brooklyn",40.7107326,-73.9656117,restaurant
1872,Marlow & Sons,3.0,4.4,567.0,"81 Broadway, Brooklyn",40.710686,-73.965671,restaurant
1873,The Commodore,1.0,4.4,1040.0,"366 Metropolitan Avenue, Brooklyn",40.7139049,-73.95589389999999,restaurant
1878,Kellogg's Diner,2.0,3.9,2650.0,"518 Metropolitan Avenue, Brooklyn",40.71392489999999,-73.9518594,restaurant
1879,Sumo Teriyaki & Sushi,1.0,3.8,78.0,"139 Havemeyer Street, Brooklyn",40.7119666,-73.9571421,restaurant
1882,Nitehawk Cinema,2.0,4.6,1665.0,"136 Metropolitan Avenue, Brooklyn",40.7159722,-73.962575,restaurant
1884,Radegast Hall & Biergarten,2.0,4.5,3020.0,"113 North 3rd Street, Brooklyn",40.7166614,-73.96144939999999,restaurant
1889,SEA,2.0,4.2,5171.0,"114 North 6th Street, Brooklyn",40.7181195,-73.9599838,restaurant
1892,The Meatball Shop - Williamsburg,2.0,4.4,1210.0,"170 Bedford Avenue, Brooklyn",40.71820519999999,-73.95748499999999,restaurant
1893,Juliette,2.0,4.3,1619.0,"135 North 5th Street, Brooklyn",40.7170111,-73.95906939999999,restaurant
1897,Bozu,2.0,4.4,505.0,"296 Grand Street, Brooklyn",40.7128641,-73.95751899999999,restaurant
1898,Surf Bar,2.0,4.3,1035.0,"139 North 6th Street, Brooklyn",40.7177017,-73.95877,restaurant
1899,Miss Favela,2.0,4.0,1116.0,"57 South 5th Street, Brooklyn",40.7122904,-73.9662206,restaurant
1900,DuMont Burger,2.0,4.3,544.0,"314 Bedford Avenue, Brooklyn",40.7136831,-73.9621056,restaurant
1901,Aurora Brooklyn,2.0,4.4,1043.0,"70 Grand Street, Brooklyn",40.7156519,-73.9647449,restaurant
1902,Joseph's Dream Burger,2.0,4.3,783.0,"1899 Coney Island Avenue, Brooklyn",40.6109932,-73.9623562,restaurant
1907,Moldova,,4.3,517.0,"1827 Coney Island Avenue, Brooklyn",40.6129611,-73.96258759999999,restaurant
1908,Starbucks,2.0,3.9,1052.0,"1417 Kings Highway, Brooklyn",40.60879449999999,-73.9586893,restaurant
1909,Sophie's Bistro,2.0,4.4,908.0,"1906 Coney Island Avenue, Brooklyn",40.6108787,-73.9628275,restaurant
1912,My Grill Bar,2.0,4.2,542.0,"1022 Avenue P, Brooklyn",40.609777,-73.9628271,restaurant
1913,Burger King,1.0,3.6,276.0,"1935 Coney Island Avenue, Brooklyn",40.6105259,-73.9621397,restaurant
1914,Crawfords Cafe & Coffee Bar,,4.1,148.0,"1942 Coney Island Avenue, Brooklyn",40.609797,-73.962554,restaurant
1915,Taco Bell,1.0,3.2,821.0,"2026 Coney Island Avenue, Brooklyn",40.6076351,-73.9622053,restaurant
1918,Wrap n' Roll,1.0,4.5,175.0,"1119 Quentin Road, Brooklyn",40.6080716,-73.9612262,restaurant
1919,Sesame - Flatbush,2.0,4.7,273.0,"1540 Coney Island Avenue, Brooklyn",40.6198307,-73.9644282,restaurant
1924,Fushimi,2.0,4.3,848.0,"9316 4th Avenue, Brooklyn",40.61727,-74.03101,restaurant
1927,Chadwick's,2.0,4.6,670.0,"8822 3rd Avenue, Brooklyn",40.62159010000001,-74.0320454,restaurant
1928,Cebu,2.0,4.4,1128.0,"8801 3rd Avenue, Brooklyn",40.6219034,-74.03147349999999,restaurant
1935,The Kettle Black,2.0,4.3,806.0,"8622 3rd Avenue, Brooklyn",40.6228868,-74.0315047,restaurant
1936,Starbucks,2.0,4.1,665.0,"514 86th Street, Brooklyn",40.6211059,-74.02590599999999,restaurant
1962,Chop Chop,2.0,4.3,318.0,"501 West 184th Street, New York",40.8501832,-73.9297252,restaurant
1981,Golan Heights,1.0,4.4,328.0,"2553 Amsterdam Avenue, New York",40.85150590000001,-73.9281685,restaurant
1989,Cafe Tabaco & Ron,2.0,4.4,378.0,"501 West 214th Street # A, New York",40.86908779999999,-73.9158191,restaurant
2025,Bus Stop Diner,1.0,3.9,694.0,"3341 Broadway, New York",40.8203471,-73.95522749999999,restaurant
2029,Subway,1.0,3.4,72.0,"Building, 600 West 139th Street, New York",40.82270440000001,-73.953553,restaurant
2037,Picante,2.0,4.0,570.0,"3424 Broadway, New York",40.8227373,-73.95283309999999,restaurant
2044,Mama Tina's Pizzeria,1.0,3.8,147.0,"2649 Frederick Douglass Boulevard, New York",40.8206701,-73.9438883,restaurant
2048,Maison Harlem,2.0,4.3,1129.0,"341 Saint Nicholas Avenue, New York",40.8122086,-73.9516596,restaurant
2051,Londel's,2.0,4.2,354.0,"2620 Frederick Douglass Boulevard, New York",40.81936,-73.9442579,restaurant
2052,Starbucks,2.0,4.2,680.0,"301 West 145th Street, New York",40.823335,-73.94264799999999,restaurant
2053,Harlem Bar-B-Q,2.0,4.1,912.0,"2367 Frederick Douglass Boulevard, New York",40.8116845,-73.950395,restaurant
2057,Popeyes Louisiana Kitchen,1.0,3.7,1801.0,"321 West 125th Street, New York",40.8108613,-73.95227469999999,restaurant
2058,McDonald's,1.0,3.6,1628.0,"2379 Adam Clayton Powell Junior Boulevard, New York",40.81793620000001,-73.94133959999999,restaurant
2059,Jacob Restaurant,2.0,4.3,915.0,"2695 Frederick Douglass Boulevard, New York",40.8217155,-73.9429692,restaurant
2102,Uva,2.0,4.4,1597.0,"1486 2nd Avenue, New York",40.7721816,-73.95561289999999,restaurant
2103,Shake Shack Upper East Side,2.0,4.3,4449.0,"154 East 86th Street, New York",40.77896919999999,-73.954976,restaurant
2104,Cafe d’Alsace,2.0,4.4,1095.0,"1703 2nd Avenue, New York",40.77945760000001,-73.95092989999999,restaurant
2106,The Penrose,2.0,4.4,1756.0,"1590 2nd Avenue, New York",40.77544379999999,-73.95314259999999,restaurant
2109,Amura,2.0,4.3,181.0,"1567 2nd Avenue, New York",40.7749992,-73.9541349,restaurant
2110,Agora,2.0,4.3,462.0,"1565 2nd Avenue, New York",40.7749387,-73.9541443,restaurant
2111,H&H Bagels,1.0,4.1,1014.0,"1551 2nd Avenue, New York",40.77443,-73.95450799999999,restaurant
2112,Sushi of Gari/Upper East Side,4.0,4.2,273.0,"402 East 78th Street, New York",40.7712773,-73.95281270000001,restaurant
2114,"Voila 76 Country Kitchen,New York",2.0,4.3,7.0,"1452 2nd Avenue, New York",40.7711654,-73.9563895,restaurant
2120,The Stumble Inn,2.0,4.3,1207.0,"1454 2nd Avenue, New York",40.7711833,-73.9562997,restaurant
2122,The Mark Hotel,,4.5,717.0,"25 East 77th Street, New York",40.7752711,-73.9633994,restaurant
2131,Orsay,3.0,4.3,619.0,"1057 Lexington Avenue, New York",40.77240559999999,-73.9604715,restaurant
2133,Dallas BBQ,2.0,4.2,3023.0,"1265 3rd Avenue, New York",40.77007489999999,-73.9599131,restaurant
2134,JG Melon,2.0,4.3,2437.0,"1291 3rd Avenue, New York",40.77107379999999,-73.9593297,restaurant
2136,Hanabi,2.0,4.1,130.0,"1450 2nd Avenue, New York",40.7710785,-73.95646359999999,restaurant
2139,Via Quadronno,2.0,4.1,652.0,"25 East 73rd Street, New York",40.7727446,-73.9651572,restaurant
2142,Maya,2.0,4.3,1224.0,"1191 1st Avenue, New York",40.76317410000001,-73.95972359999999,restaurant
2143,Bamboo Sushi,2.0,4.2,191.0,"1280 1st Avenue #5602, New York",40.76559969999999,-73.9573961,restaurant
2148,Le Moulin,2.0,4.4,399.0,"1439 York Avenue, New York",40.76984150000001,-73.9519402,restaurant
2156,Jones Wood Foundry,2.0,4.4,749.0,"401 East 76th Street, New York",40.77033850000001,-73.95358809999999,restaurant
2224,Carmine's Italian Restaurant - Times Square,2.0,4.5,12734.0,"200 West 44th Street, New York",40.757498,-73.986654,restaurant
2227,Blue Fin,3.0,4.2,821.0,"1567 Broadway, New York",40.75937589999999,-73.98532519999999,restaurant
2233,Shake Shack Theater District,2.0,4.4,12694.0,"691 8th Avenue, New York",40.7584105,-73.98921899999999,restaurant
2234,Hard Rock Cafe,2.0,4.4,19357.0,"1501 Broadway, New York",40.7570352,-73.9866112,restaurant
2235,Red Lobster,2.0,4.2,7485.0,"5 Times Square #5, New York",40.755587,-73.98752999999999,restaurant
2239,The View Restaurant & Lounge,4.0,4.2,3062.0,"1535 Broadway, New York",40.7587252,-73.98622,restaurant
2240,Dave & Buster's,2.0,4.2,7472.0,"234 West 42nd Street 3rd Floor, New York",40.756536,-73.98863399999999,restaurant
2243,Grand Central Oyster Bar,2.0,4.2,3263.0,"89 East 42nd Street, New York",40.7524823,-73.97743109999999,restaurant
2244,Bryant Park Grill,2.0,4.3,1987.0,"25 West 40th Street, New York",40.7531999,-73.982957,restaurant
2245,Pershing Square,2.0,4.2,3380.0,"90 East 42nd Street, New York",40.75189049999999,-73.9775319,restaurant
2246,Keens Steakhouse,4.0,4.6,6359.0,"72 West 36th Street, New York",40.7507861,-73.9864611,restaurant
2247,Morton's The Steakhouse,4.0,4.4,1467.0,"551 5th Avenue, New York",40.7552153,-73.9787657,restaurant
2256,Lan Sheng,2.0,4.2,607.0,"128 West 36th Street, New York",40.7514762,-73.9883517,restaurant
2261,Sophie's Cuban Cuisine - Midtown West,1.0,4.3,626.0,"21 West 45th Street A, New York",40.7560441,-73.980411,restaurant
2282,NOMO SOHO,3.0,4.1,1434.0,"9 Crosby Street, New York",40.71981419999999,-74.00007339999999,restaurant
2287,Balthazar,3.0,4.4,5756.0,"80 Spring Street, New York",40.72266799999999,-73.99822979999999,restaurant
2288,Lombardi's,2.0,4.1,7273.0,"32 Spring Street, New York",40.72157809999999,-73.9956856,restaurant
2299,La Esquina,2.0,4.2,2284.0,"114 Kenmare Street, New York",40.72139869999999,-73.99759449999999,restaurant
2310,The Bowery Hotel,3.0,4.5,1312.0,"335 Bowery, New York",40.7260368,-73.9916755,restaurant
2317,Beauty & Essex,3.0,4.4,3044.0,"146 Essex Street, New York",40.7204282,-73.9868606,restaurant
2322,Doughnut Plant,2.0,4.5,1873.0,"379 Grand Street, New York",40.7163226,-73.9886495,restaurant
2324,Clinton St. Baking Company,2.0,4.4,4206.0,"4 Clinton Street, New York",40.721264,-73.9838497,restaurant
2325,Hotel Chantelle,3.0,3.9,1369.0,"92 Ludlow Street, New York",40.7184,-73.98897149999999,restaurant
2326,Zest Sushi,2.0,4.5,493.0,"249 Broome Street, New York",40.71791899999999,-73.98987389999999,restaurant
2327,Casa Mezcal,2.0,4.2,529.0,"86 Orchard Street, New York",40.7179284,-73.9901252,restaurant
2328,Russ & Daughters,2.0,4.6,3101.0,"179 East Houston Street, New York",40.7225803,-73.9883134,restaurant
2331,Supper,2.0,4.4,971.0,"156 East 2nd Street, New York",40.7229553,-73.9852071,restaurant
2332,Starbucks,2.0,3.9,952.0,"80 Delancey Street, New York",40.719333,-73.989977,restaurant
2343,Gilligan's,3.0,4.1,282.0,"310 West Broadway, New York",40.7221457,-74.0046268,restaurant
2345,Cipriani Downtown NYC,4.0,4.2,898.0,"376 West Broadway, New York",40.7235595,-74.00295559999999,restaurant
2350,The Dutch,3.0,4.3,1755.0,"131 Sullivan Street, New York",40.72653280000001,-74.0021536,restaurant
2352,Boqueria Soho,2.0,4.4,1727.0,"171 Spring Street, New York",40.7249228,-74.00215539999999,restaurant
2368,Katra Lounge & Event Space,2.0,3.9,1370.0,"217 Bowery, New York",40.72169290000001,-73.9931265,restaurant
2369,Macao Trading Company,3.0,4.4,936.0,"311 Church Street, New York",40.71963359999999,-74.0039218,restaurant
2371,Tacombi,2.0,4.4,1842.0,"267 Elizabeth Street, New York",40.72402290000001,-73.9938545,restaurant
2377,Café Habana,2.0,4.3,2019.0,"17 Prince Street, New York",40.72292780000001,-73.9941778,restaurant
2378,Rubirosa,2.0,4.6,3351.0,"235 Mulberry Street, New York",40.7227383,-73.99613470000001,restaurant
2379,Ferrara Bakery & Cafe,2.0,4.4,5119.0,"195 Grand Street, New York",40.71907789999999,-73.9970913,restaurant
2381,Osteria Morini,3.0,4.4,1048.0,"218 Lafayette Street, New York",40.72201669999999,-73.9977806,restaurant
2383,Artichoke Basille's Pizza,2.0,4.4,1505.0,"111 MacDougal Street, New York",40.73,-74.00072779999999,restaurant
2389,Tribeca Grill,3.0,4.1,961.0,"375 Greenwich Street, New York",40.7196368,-74.009776,restaurant
2391,Carbone,3.0,4.4,1326.0,"181 Thompson Street, New York",40.72798950000001,-74.00021819999999,restaurant
