business_status,icon,icon_background_color,icon_mask_base_uri,name,place_id,reference,scope,types,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,plus_code.compound_code,plus_code.global_code,photos,rating,user_ratings_total,opening_hours.open_now,price_level,permanently_closed,req_cat
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Av/Pitman Av,ChIJhYtMWNTywokRmxLQLfbyUhg,ChIJhYtMWNTywokRmxLQLfbyUhg,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.896448,-73.84502049999999,40.89779403029151,-73.8436849197085,40.89509606970851,-73.8463828802915,"V5W3+HX New York, NY, USA",87G8V5W3+HX,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Av/Edenwald Av,ChIJbST_YdXywokRJjZ5163rsOI,ChIJbST_YdXywokRJjZ5163rsOI,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8931005,-73.8437345,40.8944471302915,-73.84239681970848,40.8917491697085,-73.8450947802915,"V5V4+6G New York, NY, USA",87G8V5V4+6G,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Av/Bruner Av,ChIJzWjJztbywokRtc3_GWi-3so,ChIJzWjJztbywokRtc3_GWi-3so,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8984605,-73.8496515,40.8997903302915,-73.84829496970852,40.8970923697085,-73.85099293029153,"V5X2+94 New York, NY, USA",87G8V5X2+94,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Av/Byron Av,ChIJcYpjadfywokRFmPl3dBM4V8,ChIJcYpjadfywokRFmPl3dBM4V8,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.897842,-73.8525885,40.8991784302915,-73.85121126970849,40.8964804697085,-73.85390923029149,"V4XW+4X New York, NY, USA",87G8V4XW+4X,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Ave/Pitman Av,ChIJg7ZlV9TywokR9IEhSF7JIPI,ChIJg7ZlV9TywokR9IEhSF7JIPI,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",Bronx,40.89637679999999,-73.8451157,40.8977301302915,-73.84374701970849,40.8950321697085,-73.84644498029151,"V5W3+HX New York, NY, USA",87G8V5W3+HX,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104520882538477252267"">B Jaquez</a>'], 'photo_reference': 'AW30NDxOM0zWBlLsCJOb35Ym3y676Dg88LqsRLeKXsUXC5Utvh1_VKr-iVkQfIC5CoChSy5CkrO2JpK4z2lPnCcLyKJ3IDt8VaS4CKZ9FY4QPlHT1yytaJTzZ4CI8oY-6pZyuAsm4vS0csa8Qty6eL5KwarVJ2Ddp4IvT78m6SC8A2P_TO80', 'width': 2268}]",4.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Ave/Pitman Av,ChIJj4LqWNTywokRtMt3b2N_ags,ChIJj4LqWNTywokRtMt3b2N_ags,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89651499999999,-73.84490199999999,40.8978568302915,-73.84358521970849,40.8951588697085,-73.8462831802915,"V5W4+J2 New York, NY, USA",87G8V5W4+J2,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Ave/Edenwald Av,ChIJHa11YdXywokRbCZh1lAx-6o,ChIJHa11YdXywokRbCZh1lAx-6o,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89323,-73.843658,40.8945742802915,-73.8423302697085,40.89187631970851,-73.8450282302915,"V5V4+7G New York, NY, USA",87G8V5V4+7G,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Ave/Edenwald Av,ChIJM4nOnSrzwokRnNzvkE7eiqg,ChIJM4nOnSrzwokRnNzvkE7eiqg,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89297499999999,-73.843803,40.89432968029151,-73.8424363697085,40.89163171970851,-73.8451343302915,"V5V4+5F New York, NY, USA",87G8V5V4+5F,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Ave/Bruner Av,ChIJzyP8ydbywokRKGiqd0CdgkI,ChIJzyP8ydbywokRKGiqd0CdgkI,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.898476,-73.849274,40.8998619302915,-73.8479393197085,40.8971639697085,-73.85063728029151,"V5X2+97 New York, NY, USA",87G8V5X2+97,,5.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,E 233 St/Gunther Av,ChIJgTWLcinzwokRsn8V-ZpAmjY,ChIJgTWLcinzwokRsn8V-ZpAmjY,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89085,-73.849037,40.8921532302915,-73.8477134197085,40.8894552697085,-73.8504113802915,"V5R2+89 New York, NY, USA",87G8V5R2+89,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106778310333403340622"">W. Craig Clark</a>'], 'photo_reference': 'AW30NDyQV21l8PIz-8b02Sj7FrrN0xVrnaciEj4BQUVEDqLxm-xIhDJvH4CbKeYc-99bNqYGSC2db0H3QWKNwbHPtl_7w_ZyOspVpV76cBw2Mqx2zXdeTPnysrvtCHbjT0mvzud8-_OKYn-7QQcXHq031lM8Ws_4_Njf4PazyAB5pyo00syX', 'width': 1936}]",4.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Ave/Bruner Av,ChIJXRkt0NbywokRI07Q_STBTDk,ChIJXRkt0NbywokRI07Q_STBTDk,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89844499999999,-73.849991,40.8997788302915,-73.84863606970849,40.8970808697085,-73.85133403029151,"V5X2+92 New York, NY, USA",87G8V5X2+92,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,E 233 St/Paulding Av,ChIJ0Y7IZSnzwokRgUlk2CQ40NY,ChIJ0Y7IZSnzwokRgUlk2CQ40NY,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89048400000001,-73.848541,40.8918164302915,-73.84714031970849,40.8891184697085,-73.84983828029151,"V5R2+5H New York, NY, USA",87G8V5R2+5H,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Ave/Edson Av,ChIJNwnz7dPywokRPW3TB7Xm1MA,ChIJNwnz7dPywokRPW3TB7Xm1MA,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8990671,-73.8465922,40.9004514302915,-73.84525646970849,40.8977534697085,-73.84795443029151,"V5X3+J9 New York, NY, USA",87G8V5X3+J9,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Ave/Baychester Av,ChIJYVpJ7NPywokRwEJnW-aNUnE,ChIJYVpJ7NPywokRwEJnW-aNUnE,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.899227,-73.846497,40.9005477802915,-73.8451375697085,40.8978498197085,-73.8478355302915,"V5X3+MC New York, NY, USA",87G8V5X3+MC,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pitman Ave/Murdock Av,ChIJza5fpdTywokRw7p98YJD2GQ,ChIJza5fpdTywokRw7p98YJD2GQ,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89738800000001,-73.84228499999999,40.8987032302915,-73.84092296970849,40.8960052697085,-73.8436209302915,"V5W5+X3 New York, NY, USA",87G8V5W5+X3,,4.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Av/Murdock Av,ChIJUSekItPywokRsfP_mUIkwbA,ChIJUSekItPywokRsfP_mUIkwbA,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8998545,-73.84335349999999,40.9011721302915,-73.8419923197085,40.8984741697085,-73.8446902802915,"V5X4+WM New York, NY, USA",87G8V5X4+WM,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Ave/Byron Av,ChIJp9deatfywokR-Q4CZRFSIBI,ChIJp9deatfywokR-Q4CZRFSIBI,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.897926,-73.85239399999999,40.89925203029149,-73.85103616970848,40.8965540697085,-73.85373413029149,"V4XX+52 New York, NY, USA",87G8V4XX+52,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nereid Ave/Byron Av,ChIJr1Usb9fywokRcV3F7MpCAf0,ChIJr1Usb9fywokRcV3F7MpCAf0,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89778099999999,-73.85282099999999,40.8991708302915,-73.85144431970849,40.8964728697085,-73.8541422802915,"V4XW+4V New York, NY, USA",87G8V4XW+4V,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Laconia Av/E 233 St,ChIJFSlmlivzwokROuJapTtXiAo,ChIJFSlmlivzwokROuJapTtXiAo,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.88958,-73.845871,40.8909452802915,-73.84457406970849,40.8882473197085,-73.8472720302915,"V5Q3+RM New York, NY, USA",87G8V5Q3+RM,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106778310333403340622"">W. Craig Clark</a>'], 'photo_reference': 'AW30NDzCEJPfa_IxDg35r2mO3mKiwJRXsoYKPFjgbKP92brjW9geMQIem40DbJbd7KXommZc3Rjzial18wN784_XDmEnYiZSS3CBljsEp1aqf5VjNBiyfCejsGuRxw-Lpltqcu9YuSqUl5zXrpf2Rx-fSZJ4VBrkB_hjJYlbZXdzPjgM2i65', 'width': 1936}]",4.5,2.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pitman Ave/Hill Av,ChIJidXOViuNwokR6xNpIZkjmX0,ChIJidXOViuNwokR6xNpIZkjmX0,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.89748,-73.84127,40.89885018029149,-73.8399292697085,40.8961522197085,-73.84262723029151,"V5W5+XF New York, NY, USA",87G8V5W5+XF,,4.0,2.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop/Defoe Place,ChIJBcBsBsaMwokRULdmckKC9cU,ChIJBcBsBsaMwokRULdmckKC9cU,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.876009,-73.829506,40.87733413029149,-73.8281714197085,40.8746361697085,-73.8308693802915,"V5GC+C5 New York, NY, USA",87G8V5GC+C5,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop/Debs Pl,ChIJGY5kxMWMwokROn11Eh_9HcU,ChIJGY5kxMWMwokROn11Eh_9HcU,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.87687650000001,-73.828251,40.87823693029149,-73.8269338197085,40.87553896970849,-73.82963178029152,"V5GC+QM New York, NY, USA",87G8V5GC+QM,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asch Loop/Adler Pl,ChIJt_TIdbiMwokRiWR4sy-MKuE,ChIJt_TIdbiMwokRiWR4sy-MKuE,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8710555,-73.828385,40.87242838029149,-73.8270324197085,40.8697304197085,-73.82973038029151,"V5CC+CJ New York, NY, USA",87G8V5CC+CJ,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Av/Donizetti Pl,ChIJ-84mMMmMwokR-nsgGKPXeTE,ChIJ-84mMMmMwokR-nsgGKPXeTE,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8763672,-73.83383479999999,40.8777178802915,-73.83250671970849,40.8750199197085,-73.83520468029151,"V5G8+GF New York, NY, USA",87G8V5G8+GF,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop/Co-Op City Bl,ChIJIU8Vl8WMwokRH76lgTzZ9yI,ChIJIU8Vl8WMwokRH76lgTzZ9yI,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8779525,-73.82894499999999,40.8794368302915,-73.82761856970849,40.8767388697085,-73.83031653029151,"V5HC+5C New York, NY, USA",87G8V5HC+5C,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Co-Op City Bl/Bellamy Loop N,ChIJE68Ky8aMwokRhOR8zYd0vic,ChIJE68Ky8aMwokRhOR8zYd0vic,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.874077,-73.824444,40.8754227802915,-73.82312976970849,40.8727248197085,-73.8258277302915,"V5FG+J6 New York, NY, USA",87G8V5FG+J6,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Av/Aldrich St,ChIJ-U7YtreMwokRNkQhhe8SCGc,ChIJ-U7YtreMwokRNkQhhe8SCGc,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8702775,-73.8325425,40.8716239302915,-73.83120171970849,40.86892596970851,-73.8338996802915,"V5C8+4X New York, NY, USA",87G8V5C8+4X,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asch Loop/Co-Op City Bl,ChIJBU71m7iMwokRDqhZ5kg62w0,ChIJBU71m7iMwokRDqhZ5kg62w0,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8705505,-73.8261905,40.87187888029149,-73.8248595197085,40.8691809197085,-73.82755748029152,"V5CF+6G New York, NY, USA",87G8V5CF+6G,,5.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Av/Darrow Pl,ChIJlSw3Hc-MwokRMDWwVnZQYxs,ChIJlSw3Hc-MwokRMDWwVnZQYxs,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8785785,-73.83297,40.87991888029151,-73.8315989697085,40.87722091970851,-73.83429693029152,"V5H8+CR New York, NY, USA",87G8V5H8+CR,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asch Loop/Bartow Av,ChIJV8gRhLeMwokRHvZc0aPPTas,ChIJV8gRhLeMwokRHvZc0aPPTas,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8693764,-73.83057099999999,40.87072928029149,-73.82920721970851,40.86803131970849,-73.83190518029151,"V599+QQ New York, NY, USA",87G8V599+QQ,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop & De kruif PI,ChIJZaECBMaMwokRkJYXXvUTANA,ChIJZaECBMaMwokRkJYXXvUTANA,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.875896,-73.829498,40.87724498029149,-73.82814901970849,40.87454701970849,-73.83084698029151,"V5GC+96 New York, NY, USA",87G8V5GC+96,,4.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop/Defoe Pl,ChIJjU0OBsaMwokRAVeLeokEP5k,ChIJjU0OBsaMwokRAVeLeokEP5k,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.87598,-73.82946799999999,40.8773183302915,-73.8281254197085,40.8746203697085,-73.8308233802915,"V5GC+96 New York, NY, USA",87G8V5GC+96,,1.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop/Defoe Pl,ChIJpaHvCMaMwokRnLWC2Q_wJqA,ChIJpaHvCMaMwokRnLWC2Q_wJqA,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.876099,-73.82943,40.87740233029149,-73.8281086197085,40.87470436970849,-73.83080658029151,"V5GC+C6 New York, NY, USA",87G8V5GC+C6,,5.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asch Loop/Alcott Pl,ChIJEUH3_beMwokRm33tUfvs8ok,ChIJEUH3_beMwokRm33tUfvs8ok,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8715143,-73.83029909999999,40.8728159302915,-73.8289768697085,40.8701179697085,-73.83167483029152,"V5C9+JV New York, NY, USA",87G8V5C9+JV,,5.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop/Debs Pl,ChIJaVARw8WMwokRUtMxtYI85Ss,ChIJaVARw8WMwokRUtMxtYI85Ss,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.876862,-73.828407,40.8781883802915,-73.8269952197085,40.8754904197085,-73.8296931802915,"V5GC+PJ New York, NY, USA",87G8V5GC+PJ,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Ave/750 Baychester Ave,ChIJGY24qMmMwokRVrHyoigdkpE,ChIJGY24qMmMwokRVrHyoigdkpE,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.874149,-73.833733,40.87549688029149,-73.83244301970849,40.87279891970849,-73.8351409802915,"V5F8+MG New York, NY, USA",87G8V5F8+MG,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dreiser Loop/Debs Pl,ChIJtex3xsWMwokRLD2tkm8kcw4,ChIJtex3xsWMwokRLD2tkm8kcw4,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.877037,-73.828064,40.87839778029149,-73.8267595197085,40.8756998197085,-73.82945748029151,"V5GC+RQ New York, NY, USA",87G8V5GC+RQ,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Ave/750 Baychester Ave,ChIJdRRyp8mMwokRVpHZyWFGJZg,ChIJdRRyp8mMwokRVpHZyWFGJZg,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.87439,-73.834045,40.8757390302915,-73.83268896970849,40.8730410697085,-73.83538693029149,"V5F8+Q9 New York, NY, USA",87G8V5F8+Q9,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Baychester Ave/750 Baychester Ave,ChIJcQCFpsmMwokRc1IXqYMNxTA,ChIJcQCFpsmMwokRc1IXqYMNxTA,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.87520600000001,-73.83403799999999,40.87655443029151,-73.8326726197085,40.87385646970851,-73.83537058029151,"V5G8+39 New York, NY, USA",87G8V5G8+39,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Asch Loop/Adler Pl,ChIJaVm0CriMwokRQjVmFkxEXWo,ChIJaVm0CriMwokRQjVmFkxEXWo,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.87112800000001,-73.82841499999999,40.87243878029151,-73.82707171970848,40.86974081970851,-73.8297696802915,"V5CC+FJ New York, NY, USA",87G8V5CC+FJ,,3.0,1.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MTA Bus Company: Eastchester Depot,ChIJiZ5xrd2MwokRc0PTUkE5qHU,ChIJiZ5xrd2MwokRc0PTUkE5qHU,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']","3320 Tillotson Avenue, The Bronx",40.8841456,-73.8216722,40.8855250802915,-73.82036401970849,40.88282711970851,-73.8230619802915,"V5MH+M8 New York, NY, USA",87G8V5MH+M8,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108368760031530108212"">Olives&amp;Sweets Simple</a>'], 'photo_reference': 'AW30NDz-cE1jjDn-Imtdslc-1J89xY1QjSo4ILBeeGaEO4q5tpt1mRZXODh4hL5vae4LCqOV1hmCS6tpoQmzxfPHzyuE30VOnrhf3YPiD5Y2wRsY_9ngWDESiA7dCXoyX7xDD4yBSdO0Hno7Whqhwh7IagCjU0wwVyz8HB1FB55tx1gEq0-e', 'width': 4032}]",3.4,19.0,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eastchester - Dyre Av,ChIJy9SHeteMwokR0XQHKfsbCl0,ChIJy9SHeteMwokR0XQHKfsbCl0,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8883,-73.830834,40.8896516802915,-73.82972751970848,40.8869537197085,-73.8324254802915,"V5Q9+8M New York, NY, USA",87G8V5Q9+8M,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Light St @ Dyre Ave,ChIJ6W8Eb9eMwokRxua02D9IKWI,ChIJ6W8Eb9eMwokRxua02D9IKWI,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']",United States,40.8880046,-73.83103659999999,40.8892592802915,-73.82968146970849,40.8865613197085,-73.8323794302915,"V5Q9+6H New York, NY, USA",87G8V5Q9+6H,,,,,,,transit_station
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Boston Rd/Conner St,ChIJ-TakJ9qMwokRmD2D1sdfT9g,ChIJ-TakJ9qMwokRmD2D1sdfT9g,GOOGLE,"['transit_station', 'point_of_interest', 'establishment']","Boston Road, The Bronx",40.88561699999999,-73.82854999999999,40.88701108029149,-73.8272340697085,40.88431311970849,-73.8299320302915,"V5PC+6H The Bronx, NY, USA",87G8V5PC+6H,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110183418735038505447"">James Mifflin</a>'], 'photo_reference': 'AW30NDwnf4JOFlSUzWfeg2GMxI7OIJyPjo4IIik4rkj2zTlyoA48G2LpB2EwteujO6DS1Z1upRfwr6L5aAGOgsjLqA6xTfw8_MOqr0D9XPe_Dzng3jg0Pkb_IESZ7RQDZtpuegwXW8HQOJ-V8HpNofKkisO7aIvLPVyk1nYb57nFNUiR3P85', 'width': 3024}]",5.0,4.0,,,,transit_station
