business_status,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,price_level,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,permanently_closed,req_cat
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ripe Kitchen & Bar,"[{'height': 2471, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116595244994406270199"">Ripe Kitchen &amp; Bar</a>'], 'photo_reference': 'AW30NDxkkKXIJ0w3ihm-s_VoLokP9PP4ZIBtmRPpGfJFpkXmmjoGrT1tscWZNUvh_fSEJNTwgAsi5APoFGTQN_RmmItzTOHNmgc4P1KjUDhL90bYccaOu0YH7liuHFpHzrJr6dEyOYjnsWyjVntNeLpLZnWyd4pSg5CPu3EZOFS0zcBzNShm', 'width': 5394}]",ChIJ9aOdYiyNwokRS49czrNTQo4,2.0,4.3,ChIJ9aOdYiyNwokRS49czrNTQo4,GOOGLE,"['park', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",714.0,"151 West Sandford Boulevard, Mount Vernon",40.8982087,-73.8388554,40.89949773029149,-73.8374523697085,40.89679976970849,-73.84015033029152,False,"V5X6+7F Mount Vernon, NY, USA",87G8V5X6+7F,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bissel Gardens,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115717287216922922649"">Brian Duffy</a>'], 'photo_reference': 'AW30NDzOSUOi1tZzUuleS4LBMh6hc8Gt3uQ9aMBYjQdh0FJPPLmJ9HgB7qvpt_8E-Q9KTGceFDKAK4rjfPmjxiVlzlKDuko53yWqWDMNPOeJGXc7WOrlgp-vDFqw-7RmvRJW-7fM1a8h1UZ1MeSd33wHIlEBXLDjBXTb8_Vdz-ERFqbKNy_g', 'width': 2448}]",ChIJWcfdYdHywokRwdVd0ZGEGQU,,4.2,ChIJWcfdYdHywokRwdVd0ZGEGQU,GOOGLE,"['park', 'point_of_interest', 'establishment']",25.0,"4525 Barnes Avenue, The Bronx",40.8998575,-73.85019620000001,40.9011364802915,-73.8487416697085,40.8984385197085,-73.85143963029151,,"V4XX+WW New York, NY, USA",87G8V4XX+WW,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Givans Creek Woods,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102208343564868454708"">Sandra DaCosta</a>'], 'photo_reference': 'AW30NDygHQ7aJNe94mxiF3YmNjrlP69YzzUAtkGKhEODIVk7-zgqR7NAOLZISrwtHq000J1NvmbujUpPM5tP6vwlF_bc32hslt7T__bFFxj-dhNCnPElhR_OUd5MLs9xTodHqbFSAYHLhMInJnxgZcHkhXB8J2TfqIkTOlrvjOokR7Ws9oVh', 'width': 3096}]",ChIJgZk8XsWMwokR1QLdmJSK07A,,4.2,ChIJgZk8XsWMwokR1QLdmJSK07A,GOOGLE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",151.0,"4567, 1000 Baychester Avenue, The Bronx",40.8791799,-73.8305113,40.8803937802915,-73.8293946197085,40.8776958197085,-73.8320925802915,,"V5H9+MQ The Bronx, NY, USA",87G8V5H9+MQ,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Northeast Educational Park,"[{'height': 814, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102306592985771974862"">Levi C</a>'], 'photo_reference': 'AW30NDyfvyLBGDKkLfZDrg5axB__JQ9FbH81d9yfpgmbkt3A_IJIwY1VhpPqY92KxuxlE0l4kb4zvrlRlJKD7C3XwyxymdodzRf4P-f3zBAtqrSnNEQ-Mk1KrG3MajfH6Nb6oNZ1Qus19LfLO-h7J4a58l55yc_rNJ6K2nytdapGIElnLQVs', 'width': 1707}]",ChIJIR4lh8iMwokRwkigEwrhiv0,,5.0,ChIJIR4lh8iMwokRwkigEwrhiv0,GOOGLE,"['park', 'point_of_interest', 'establishment']",2.0,The Bronx,40.8740741,-73.8305687,40.8754230802915,-73.8292197197085,40.87272511970851,-73.83191768029151,True,"V5F9+JQ The Bronx, NY, USA",87G8V5F9+JQ,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Co-op City Greenway,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110183418735038505447"">James Mifflin</a>'], 'photo_reference': 'AW30NDza0liXJCmJV5oEBAJWammoOeZWkSlIjCdY0S8LXbc3PlhoCucvIXxUD6zYhnVUHRdGo9h5O-8n5zAQQaJ7iTp0h351aKzuc6eaR6cR7yhkxCHYdRILG67nC6v_48VwIXE03l1Uz-3OSvWtAQDecwG15peHMyg_0qlvjJvTiZ7S04iy', 'width': 3696}]",ChIJm2DXRMaMwokRtMMtdMysYHY,,4.6,ChIJm2DXRMaMwokRtMMtdMysYHY,GOOGLE,"['park', 'point_of_interest', 'establishment']",207.0,The Bronx,40.8740777,-73.8278469,40.8754266802915,-73.8264979197085,40.8727287197085,-73.82919588029151,True,"V5FC+JV New York, NY, USA",87G8V5FC+JV,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,"Kiddie Park, Alcott Place","[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100949966428604937881"">Stacy A.</a>'], 'photo_reference': 'AW30NDzQEchgLgdKl0SEyqJngkGAcNrUvXPvi6dFvQi3uMAZgdHfN6-NhUGwjoG11YnZ8KQZzkJAn9m8oFq0LCkuL72z27mTvlyLsUzDOIVjR1fQ8usaWEgd-BcHW79n1p4va2hY2f6XLqIu8cM28dBa-shxzqv3tmpLJwihs7-tMXD7Lf_v', 'width': 3072}]",ChIJu6aSz2yNwokRutpGLYjSBZ8,,,ChIJu6aSz2yNwokRutpGLYjSBZ8,GOOGLE,"['park', 'point_of_interest', 'establishment']",,"Alcott Place, The Bronx",40.8720849,-73.8301286,40.8734167302915,-73.82875331970848,40.8707187697085,-73.83145128029149,True,"V5C9+RW New York, NY, USA",87G8V5C9+RW,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,"Harley J. Mosley, Sr. Veteran's Memorial Park","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109483977348485652020"">Tobias Timothy</a>'], 'photo_reference': 'AW30NDyOMeQEZddEjCQbpl-rcpXcDb2g4HZcIES-Jvfu6-heHe5X8c-WSxDR4j9j6ucqCsft4YS6uIhXqIopNo73Rj1d3RDn6-IitEt9xI7tSPeBZtOTXJCqwI0R64jWfNhWFhnKPBY-p3BBkDfztjEzsiCWBSJDlo9I0ZBPwrIj6bq2cg5k', 'width': 1920}]",ChIJwVejH5qNwokRAfs9FdEmLwk,,,ChIJwVejH5qNwokRAfs9FdEmLwk,GOOGLE,"['park', 'point_of_interest', 'establishment']",,"4A Asch Loop, The Bronx",40.8693619,-73.830383,40.8706862802915,-73.8291270197085,40.8679883197085,-73.8318249802915,,"V599+PR New York, NY, USA",87G8V599+PR,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Rivers Run Garden,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102359401121720054172"">Deborah Levine</a>'], 'photo_reference': 'AW30NDwzPHKdPBQoQt4KcAyfara7ye2ZFFsmBmeBbceGu9r_8UB0wwNiILDOebxPJRDKdmjA4iTpGfHm5bwVPRgbw8Ub8mH6g87Y0ltxua5zABBqMamx4zjYq_kG4ao54M8O2M117Sc1a-tRixUExQwCwYXFksq2nqCxwv_znvJPtJnusjH4', 'width': 3000}]",ChIJ60LCjMOMwokRYyB1KPvOHx0,,4.2,ChIJ60LCjMOMwokRYyB1KPvOHx0,GOOGLE,"['park', 'point_of_interest', 'establishment']",46.0,"675 Co Op City Boulevard, The Bronx",40.87797649999999,-73.8226945,40.87936653029149,-73.8214382697085,40.87666856970849,-73.8241362302915,True,"V5HG+5W The Bronx, NY, USA",87G8V5HG+5W,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Haffen Park,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103479201463249677921"">Erica Henry</a>'], 'photo_reference': 'AW30NDw7QR71ip_sljMJZ-36LpNQB6v4zH-okG4W0331X5SaLRPX50mmqEzph6bPW7mb1v_jCbykTHfdif4plyyu61zB4x7V1ra-km2ES9Hvg-j-pO6v2ZWf_2Ru4ro31l14w9EtokIQ1gYrNsTYzob7YSSn40KDdvgejtwVIWc-iDvVsVzR', 'width': 4032}]",ChIJcZPQEsqMwokRzsIKGkFT6FQ,,4.2,ChIJcZPQEsqMwokRzsIKGkFT6FQ,GOOGLE,"['park', 'point_of_interest', 'establishment']",403.0,"Ely Ave &, Hammersley Avenue",40.8736837,-73.8391073,40.87606549999999,-73.83599470000001,40.87131950000001,-73.8423803,True,"V5F6+F9 New York, NY, USA",87G8V5F6+F9,,park
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Northeast Bronx Educational Park,,ChIJPX8JR8aMwokRVGb6wGo-Fyo,,,ChIJPX8JR8aMwokRVGb6wGo-Fyo,GOOGLE,"['park', 'premise', 'point_of_interest', 'establishment']",,The Bronx,40.8734258,-73.8290409,40.87634953964715,-73.82481612291839,40.87263546960856,-73.82970134694641,,,,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Givans Creek Woods,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102208343564868454708"">Sandra DaCosta</a>'], 'photo_reference': 'AW30NDwQIhR39n_7X4hqJsEQ9M98gwNc3BS4_HHl9Kq06Gu2oaAmMDLkqTXT-0QmYTfJn7XP6sMvGeIHDNBdshTUea_SyPJlwf1-cBxjQkWLq1n88wOOksb2Aqz8Y9xbk2SPQHhrrXZDODuT2rb8EMSNH8jUoOSqHXKPvwKFctwJyuocSgxv', 'width': 3096}]",ChIJgZk8XsWMwokR1QLdmJSK07A,,4.2,ChIJgZk8XsWMwokR1QLdmJSK07A,GOOGLE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",151.0,"4567, 1000 Baychester Avenue, The Bronx",40.8791799,-73.8305113,40.8803937802915,-73.8293946197085,40.8776958197085,-73.8320925802915,,"V5H9+MQ The Bronx, NY, USA",87G8V5H9+MQ,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Seton Falls Park,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103364276270583383654"">Tyrahel Coleman</a>'], 'photo_reference': 'AW30NDwY0nkEjXXI2ys2pyhm7cHdlYbrvWpO_lvQTS4RgttR6Rftngxxm3CAeuqJPxCn9xE3_bcplKE-ok4o2LLxCo2M5DrVsRITamXyvBsedePXHkD9BePc0fCv55IGRWQmboYJfsXEF4r59CL9heOXIQ5FtL52hu611yxWOmb-iNY5yfg2', 'width': 3024}]",ChIJCXO2hNOMwokRoE9WEVCvIZ0,,4.1,ChIJCXO2hNOMwokRoE9WEVCvIZ0,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",334.0,"East 233rd Street, The Bronx",40.8867535,-73.8382306,40.8895219,-73.83688281970849,40.8858307,-73.8395807802915,True,"V5P6+PP The Bronx, NY, USA",87G8V5P6+PP,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Spring Road Field,,ChIJ5T5dmOCNwokR1KwuziMfa-4,,,ChIJ5T5dmOCNwokR1KwuziMfa-4,GOOGLE,"['park', 'point_of_interest', 'establishment']",,"960 Spring Road, Pelham",40.8900065,-73.8164616,40.8913384302915,-73.8152244197085,40.8886404697085,-73.8179223802915,True,"V5RM+2C Pelham, Village of Pelham, NY, USA",87G8V5RM+2C,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Wave Hill Public Garden & Cultural Center,"[{'height': 1360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112895812997090311065"">June Marie</a>'], 'photo_reference': 'AW30NDwCAFZ1SLSZEa_SGwIr-iiVj3k0aB2HRX1XNMM9KICCgBV6ONJ71LJfPUJukDRdzuv6TX77pPtNxqXRZ-gPzJvcPMu7L7ATzsxT4eaQKi-5MHA989Tr2vBuaFqKBHlV_w6ZpnPNpprl-r_eH3chOIFkisSi-4D8W5tg9EUQ62nDB0yI', 'width': 2040}]",ChIJC21UnrXzwokRn8wMoHqA8tw,,4.7,ChIJC21UnrXzwokRn8wMoHqA8tw,GOOGLE,"['tourist_attraction', 'art_gallery', 'park', 'point_of_interest', 'establishment']",1586.0,"4900 Independence Avenue, The Bronx",40.89785159999999,-73.91144489999999,40.89920623029149,-73.9100544197085,40.8965082697085,-73.91275238029151,True,"V3XQ+4C New York, NY, USA",87G8V3XQ+4C,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Hackett Park,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106163735536647594277"">David Lerner</a>'], 'photo_reference': 'AW30NDxOUxAvlW3RXY5ueVFs2FwbSJ8_PxKnfsFeOo_vcJCcz73P3p4hejmJZ6ddelYwKZzD1gSVJLJ6xQ7OuNY26NMhiuwwrf8IUBZSVQ1o5Qc3ZNtamqaU2_WWbqdcuM-_IMy5tGTW31OEc1QWWnuxafNxkhFqxM2_7wep9aQouKFiKQHR', 'width': 3024}]",ChIJ6RTYTrPzwokRCoVaORq4Yl8,,3.9,ChIJ6RTYTrPzwokRCoVaORq4Yl8,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",38.0,"W. 254th St &, Riverdale Avenue",40.9012833,-73.9053607,40.9025673802915,-73.9043019197085,40.89986941970851,-73.90699988029151,,"W32V+GV New York, NY, USA",87G8W32V+GV,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Quad,,ChIJBbmGxrrzwokRX4Nf7TDx_tg,,5.0,ChIJBbmGxrrzwokRX4Nf7TDx_tg,GOOGLE,"['park', 'point_of_interest', 'establishment']",6.0,"4513 Manhattan College Parkway, The Bronx",40.890021,-73.9016736,40.89136998029149,-73.90032461970848,40.88867201970849,-73.9030225802915,True,"V3RX+28 New York, NY, USA",87G8V3RX+28,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Henry Hudson Parkway,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116025821680581351068"">Luis Gonzalez</a>'], 'photo_reference': 'AW30NDypcBpzhPQYOwimtDw1IG4qHZ5uGTvnKoHB83gG75AVDqdG5l4MdNIjBaiG0XaFxHwqCQFnn8LCwJMOtwzHhceXRr2osxRD0vFjT_FR-bVUuuWOit07PTVZlDl_fNv7-RCAtFlVgr5KiCrOIXmISMhB1WrAaJPfkixEkpYGJFXtnp2p', 'width': 4000}]",ChIJ__-_ebPzwokRuTkZG4IwZbY,,,ChIJ__-_ebPzwokRuTkZG4IwZbY,GOOGLE,"['park', 'point_of_interest', 'establishment']",,The Bronx,40.89324870000001,-73.90839989999999,40.89459703029151,-73.9070961697085,40.89189906970851,-73.9097941302915,,"V3VR+7J The Bronx, NY, USA",87G8V3VR+7J,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Brust Park,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116260764791609266986"">ec s</a>'], 'photo_reference': 'AW30NDyDFD7_OcG8wFSvyP1Q4-qPjGxhDu-layEF37X-1rk2ohRzsGb2NbbLJMHUV57OQLrrRL-0DharV5d2L08frDgGlmfOW3aid0oDomsI6XJFxCs52XsbdCMwo9N1FpnUNs8YRpavumIiyRr--QPt9ckY9lVD1yGezdCH4WGGM7LpyWAu', 'width': 3024}]",ChIJoUiJULrzwokRmspYmObZ2lk,,4.4,ChIJoUiJULrzwokRmspYmObZ2lk,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",41.0,"Manhattan College Pkwy &, Dash Place, The Bronx",40.8898763,-73.90365059999999,40.8910792302915,-73.9024337197085,40.8883812697085,-73.9051316802915,True,"V3QW+XG The Bronx, NY, USA",87G8V3QW+XG,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Endor Community Garden,,ChIJPaOST1vzwokR4HPl7IBvajs,,,ChIJPaOST1vzwokR4HPl7IBvajs,GOOGLE,"['park', 'point_of_interest', 'establishment']",,"5263 Fieldston Road, The Bronx",40.900774,-73.90180389999999,40.9020802302915,-73.90053466970849,40.8993822697085,-73.9032326302915,,"W32X+87 New York, NY, USA",87G8W32X+87,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bell Tower Park,"[{'height': 3167, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108585025234485852384"">David Herszenson</a>'], 'photo_reference': 'AW30NDyXHWTblxX3-BD1lJ80ipBk7gr6k90GoRGW2a8oBBSOs1THGJNvK2yfZO5uT-Sy3Dq8BTJSD2eHG29J8Tr6U7WKOcRsI7Rzo7yxxWqjEk7bxVzjSeWQtvYP8wE46WALgSyTQl3w2-YYXSaJKBfYJTXGQF9dhGNB9B8fdPlV0fCVjB3F', 'width': 2107}]",ChIJX3Y-ErnzwokRypketPDHtW8,,4.5,ChIJX3Y-ErnzwokRypketPDHtW8,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",50.0,"W. 239th St. &, Riverdale Avenue, The Bronx",40.88920909999999,-73.9083875,40.89060218029149,-73.9069325197085,40.88790421970849,-73.90963048029151,,"V3QR+MJ The Bronx, NY, USA",87G8V3QR+MJ,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Vinmont Veteran Park,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112247345152133962290"">Vinmont Veteran Park</a>'], 'photo_reference': 'AW30NDxyjmT5Gk1TkKAmRJYs-dwVnZRTDSRba1puHPVFKIAVUOBbEzoM5QPL01Jbp2T_4Bni0FJHQnXuIhjEiAsvoJULkcjv_X3Jm6YP71g1tEXLj_PXGx3Svoka-H-LcN9L9oUhL1pM3s2cC4qHSbiBhe6mLy6zopF9PoNiz9MAyYkTFVx1', 'width': 1280}]",ChIJx4M_yEzywokR8f5VoMz4ydk,,4.4,ChIJx4M_yEzywokR8f5VoMz4ydk,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",129.0,"5410 Mosholu Avenue #2408, The Bronx",40.9023267,-73.9050506,40.9035482302915,-73.9034220197085,40.9008502697085,-73.9061199802915,True,"W32V+WX The Bronx, NY, USA",87G8W32V+WX,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Riverdale Park,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111492612517801061284"">David DeLauro</a>'], 'photo_reference': 'AW30NDzHC6hCiiElE4jDbEBz9LCAkNH6_4URkCC93SJtpw-PETN7x6piIQlufPqXWYQu4ZjbKffUZ9Tvdvgtsyexgvq-3RWB--FhRx7I4RfsQwcl5ZzVVnp9uV4DbdtU46Wq7HcSYW0cxxR2KAmwPI59vVpGO6_FSb1-8AUWXWDZnpq8k3Mo', 'width': 9248}]",ChIJ5XqulcjzwokRLbErAt6m1cg,,4.5,ChIJ5XqulcjzwokRLbErAt6m1cg,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",217.0,"254 Palisade Avenue, The Bronx",40.89474020000001,-73.91680319999999,40.89599258029151,-73.91499756970848,40.89329461970851,-73.9176955302915,True,"V3VM+V7 New York, NY, USA",87G8V3VM+V7,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Gazebo,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105928811308006518314"">Minh T. Nguyen</a>'], 'photo_reference': 'AW30NDyrG4biWYjznt7yjS_MEqSnpeCzDip9OXeERMT1iiy3zqR3Ebp3rZ2Hm4faclcReYjzlctRWDTOWfR2B301VXL4SGPN3uqZ2kTkCLR1a7RiIY9R4yqkmMNBGVz202Hp21_98SilOV7R_LYvADjWDw0GewR8mEei_ooJCY4qtSNAsbgO', 'width': 4032}]",ChIJlaRTLLPzwokRs7NZSoxdAss,,,ChIJlaRTLLPzwokRs7NZSoxdAss,GOOGLE,"['park', 'point_of_interest', 'establishment']",,"675 West 249th Street, The Bronx",40.9001043,-73.9135131,40.9014532802915,-73.91216411970849,40.8987553197085,-73.91486208029151,,"W32P+2H New York, NY, USA",87G8W32P+2H,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Memorial Grove,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116114276245168892067"">Memorial Grove</a>'], 'photo_reference': 'AW30NDxP17z7kVnbjDWVPke53yZgBTz5Z9l8i7jDjU0anFZQmKHC0Sebup0BfM87qV2AZhiKmEOme2xtMXM_8mB_ES3Pr8W68HSlXGcyTG7SmC3FZyGzBvg30FJ70ej_fr1uZPAT6chpEPZPvCdkU5rS94B-cXwL87lcnqSmFyiET66gzATa', 'width': 1280}]",ChIJH61K8pbzwokRrxXl5Wqc5IE,,5.0,ChIJH61K8pbzwokRrxXl5Wqc5IE,GOOGLE,"['park', 'point_of_interest', 'establishment']",4.0,"Van Cortlandt Park, The Bronx",40.8913684,-73.8963744,40.8927173802915,-73.89502541970849,40.8900194197085,-73.89772338029151,True,"V4R3+GF The Bronx, NY, USA",87G8V4R3+GF,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Canine Court,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109608401846994307559"">James Presser</a>'], 'photo_reference': 'AW30NDxaF6qefliM-OiQbAD3-8u-em0FeCkvG2Kt-KKJaRAZZ_i7Stn626CnmSUNTNt8VMTuA8akoj203Euv-Ezn36sXjsrGJUV1oyYLjmQ5ul2_O88IIfmkD1ffXm22zhnjbibso-0LYgrWPMNHnnZYYcpQBs9fjf46-Ckx-QDgvqhmkOOD', 'width': 3024}]",ChIJOcJGmazzwokRl3Iu885UbVo,,4.2,ChIJOcJGmazzwokRl3Iu885UbVo,GOOGLE,"['park', 'point_of_interest', 'establishment']",85.0,"Broadway &, West 252nd Street, The Bronx",40.8988805,-73.8952845,40.90022948029151,-73.89393551970849,40.89753151970851,-73.89663348029151,True,"V4X3+HV The Bronx, NY, USA",87G8V4X3+HV,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Dog park,"[{'height': 1908, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107989606507401589235"">sj herath</a>'], 'photo_reference': 'AW30NDzlsY0TgWH0Y2JBAfHpRwffbZ8vVsjzCwaH9G32gPlDXOTlrltas89IdTXbUgfoXGgRLGaFKrQg2U5r2S3Edbggh2mdQ4ya-0DReBr5Rpkh4_7TYw7X-rDw_dTH_8iRcW1JQS_-wdVNFFNkMwddLsCRy0R3V_RbTDNS1ccMFTgSgGQm', 'width': 4032}]",ChIJCUtfO4_zwokRO4FVKtD8NOQ,,1.0,ChIJCUtfO4_zwokRO4FVKtD8NOQ,GOOGLE,"['park', 'point_of_interest', 'establishment']",1.0,"Canine Court, Broadway &, West 252nd Street, The Bronx",40.8988891,-73.8952664,40.9002380802915,-73.89391741970849,40.8975401197085,-73.89661538029151,,"V4X3+HV The Bronx, NY, USA",87G8V4X3+HV,,park
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Van Cortland Park Beach Volleyball Courts,,ChIJz4T1ShTzwokRM9CrqVRo5wE,,,ChIJz4T1ShTzwokRM9CrqVRo5wE,GOOGLE,"['park', 'point_of_interest', 'establishment']",,"205 West 242nd Street #4002, The Bronx",40.8906622,-73.89597719999999,40.8920111802915,-73.89462821970848,40.88931321970851,-73.89732618029149,,"V4R3+7J New York, NY, USA",87G8V4R3+7J,,park
,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Pure Love Organic Farms,,ChIJWV61gMfzwokRSaAlDR_78zA,,,ChIJWV61gMfzwokRSaAlDR_78zA,GOOGLE,"['premise', 'park', 'point_of_interest', 'establishment']",,The Bronx,40.8908929,-73.9118244,40.8920805055298,-73.91050322770757,40.88938254494681,-73.91320118829057,,,,,park
