,Name,Reviews,Rating,Price,Distance (m),Latitude,Longitude,Address,Borough,Zipcode,Category
1435,Greek Xpress,120,4.0,$,215.7363066744664,40.65843,-73.98171,263 Prospect Park W,Brooklyn,11215,restaurant
1436,Zatar Cafe & Bistro,154,4.5,$$,755.6744255664485,40.6638,-73.98067,1201 8th Ave,Brooklyn,11215,restaurant
1437,Daytime,60,4.5,,246.83925360827544,40.65859,-73.97811,199 Windsor Pl,Brooklyn,11215,restaurant
1438,Batata,208,4.0,$$,987.5186409689618,40.6480942834742,-73.9791212747221,3021 Fort Hamilton Pkwy,Brooklyn,11218,restaurant
1439,Elora's Mexican and Spanish Food,244,3.5,$$,257.7333434338961,40.6584854125977,-73.9823989868164,272 Prospect Park W,Brooklyn,11215,restaurant
1440,American Cheez,120,4.5,$,813.6826246814167,40.66327,-73.9848,444 7th Ave,Brooklyn,11215,restaurant
1441,Henry's,196,4.0,$,800.8620084088531,40.66343,-73.98428,433 7th Ave,Brooklyn,11215,restaurant
1442,The Islands,772,4.5,$$,124.28949016532091,40.6770523794749,-73.9634169638157,671 Washington Ave,Brooklyn,11238,restaurant
1443,Tom's,1415,4.0,$$,290.6690112489081,40.674491,-73.963439,782 Washington Ave,Brooklyn,11238,restaurant
1444,Chuko,1101,4.0,$$,491.9109050635181,40.680784,-73.967455,565 Vanderbilt Ave,Brooklyn,11238,restaurant
1445,Puerto Viejo,516,4.0,$$,321.89379311222785,40.67888435589494,-73.9621802,564 Grand Ave,Brooklyn,11238,restaurant
1446,Penny House Cafe,299,4.5,$,129.74092675270012,40.676044,-73.963713,732 Washington Ave,Brooklyn,11238,restaurant
1447,Lowerline,232,4.5,$$,321.522593382104,40.67421,-73.96324,794 Washington Ave,Brooklyn,11238,restaurant
1448,Barboncino Pizza & Bar,1092,4.5,$$,831.9939245182514,40.67206,-73.95717,781 Franklin Ave,Brooklyn,11238,restaurant
1449,Kimchi Grill,641,4.0,$$,224.366235480184,40.6750885,-73.9634982,766 Washington Ave,Brooklyn,11238,restaurant
1450,Sushi Lin,314,4.5,$$$,663.5822597720969,40.677786,-73.972591,335 Flatbush Ave,Brooklyn,11217,restaurant
1451,Cheryl's Global Soul,1020,4.0,$$,426.1211457392072,40.673563,-73.967517,236 Underhill Ave,Brooklyn,11238,restaurant
1452,Olmsted,468,4.0,$$$,329.7814620019243,40.67713,-73.96869,659 Vanderbilt Ave,Brooklyn,11238,restaurant
1453,Chavela's,1241,4.0,$$,740.2370001003112,40.673484,-73.957267,736 Franklin Ave,Brooklyn,11238,restaurant
1454,Nacho Macho Taco,317,4.0,$$,185.60842845177737,40.6764068073189,-73.9627275318417,417 Prospect Pl,Crown Heights,11238,restaurant
1455,Oxalis,221,4.5,$$$,453.75344973608514,40.673109,-73.9626279,791 Washington Ave,Brooklyn,11238,restaurant
1456,Nourish,344,4.0,$$,330.35938464017653,40.677941,-73.968455,637A Vanderbilt Ave,Brooklyn,11238,restaurant
1457,Natural Blend,220,4.5,$,367.6620506993335,40.6738776,-73.9628763,769A Washington Ave,Brooklyn,11238,restaurant
1458,Ras Plant Based,275,5.0,$$,778.1302141367077,40.67343,-73.95682,739 Franklin Ave,Brooklyn,11238,restaurant
1459,Emily,891,4.0,$$,755.3458376143199,40.68351,-73.96643,919 Fulton St,Brooklyn,11238,restaurant
1460,Sit & Wonder,250,4.0,$,121.89561365000712,40.677513627085,-73.963737487793,688 Washington Ave,Brooklyn,11238,restaurant
1461,Sweet Chick,821,4.0,$$,654.3309083063536,40.67763,-73.97255,341 Flatbush Ave,Brooklyn,11217,restaurant
1462,Scottadito Osteria Toscana,1038,4.0,$$$,1019.8412341907308,40.6746627,-73.9766125,788A Union St,Brooklyn,11215,restaurant
1463,Banh Mi Place,306,4.0,$$,420.21949603048046,40.6732865,-73.9631,824 Washington Ave,Brooklyn,11238,restaurant
1464,Nurish,110,4.5,$$,197.8152947132312,40.67834,-73.96363,637 Washington Ave,Brooklyn,11238,restaurant
1465,The Crabby Shack,772,4.0,$$,798.1436723128115,40.6772748759876,-73.9554135086263,613 Franklin Ave,Brooklyn,11238,restaurant
1466,Mayfield,592,4.0,$$,727.648710625239,40.67492409427757,-73.95660173893404,688 Franklin Ave,Brooklyn,11238,restaurant
1467,Sal & Paul's Pizzeria,55,4.5,$,610.4973226839286,40.669419,-73.911059,1686 Pitkin Ave,Brooklyn,11212,restaurant
1468,Pitkin Seafood,46,3.5,$$,620.0196552864015,40.6694374,-73.9114685,1670 Pitkin Ave,Brooklyn,11212,restaurant
1469,crab stop,17,4.0,,122.53375184561814,40.6632,-73.9094,682 A Rockaway Ave,Brooklyn,11212,restaurant
1470,Longwood Fish Corp,28,4.0,$$,968.9120773200424,40.656172,-73.915216,9615 Church Ave,Brooklyn,11212,restaurant
1471,Arashi Sushi,55,3.5,$$,987.888702331922,40.65603,-73.91544,9605 Church Ave,Brooklyn,11212,restaurant
1472,Hardee,10,4.5,$$,491.4297623934012,40.6618899485811,-73.9153899997473,771 Saratoga Ave,Brooklyn,11212,restaurant
1473,Fix u Plate,26,4.0,$$,953.2413704955428,40.6609539,-73.920824,1139 Clarkson Ave,Brooklyn,11212,restaurant
1474,Soul Jam Grill,7,4.5,,460.884064810243,40.659844,-73.909402,480 Chester St,Brooklyn,11212,restaurant
1475,Blessing Food Corporation,7,4.5,,209.48195619342837,40.66587,-73.90991,578 Rockaway Ave,Brooklyn,11212,restaurant
1476,Dennis Place,12,4.0,$,670.8175184079386,40.66997,-73.91046,1701 Pitkin Ave,Brooklyn,11212,restaurant
1477,Tropical Taste,6,4.5,,168.8627531617696,40.6626490423652,-73.9092024779099,233 Livonia Ave,Brooklyn,11212,restaurant
1478,Brownsville Community Culinary Center,7,4.5,,595.2282060101043,40.6689,-73.90786,69 Belmont Ave,Brooklyn,11212,restaurant
1479,Jojo's Pizza,20,4.0,,1103.3477554014266,40.655044,-73.916003,9502 Church Ave,Brooklyn,11212,restaurant
1480,Loma # 5,21,3.5,$,535.582879615117,40.6687698,-73.9108124,454 Rockaway Ave,New York,11212,restaurant
1481,Napoli Pizza,9,3.5,$$,233.9399828385436,40.662402,-73.908357,254 Livonia Ave,Brooklyn,11212,restaurant
1482,Stumpy's Spot,70,1.5,$$,490.52129291974927,40.6619211,-73.9153911,777 Saratoga Ave,Brooklyn,11212,restaurant
1483,Brownsville Coffee Shop,10,3.0,$,199.6466432352285,40.66573,-73.90987,584 Rockaway Ave,Brooklyn,11212,restaurant
1484,Mannas Restaurant,18,3.0,$,477.5469956748768,40.66824,-73.91068,478 Rockaway Ave,Brooklyn,11212,restaurant
1485,New China Pavilion,11,3.5,$,570.0167089172136,40.66872,-73.90776,72 Belmont Ave,Brooklyn,11212,restaurant
1486,Mike's Island Grill Restaurant,8,3.5,$,760.7273370561721,40.6598474267829,-73.9174527163943,326 E 98th St,Brooklyn,11212,restaurant
1487,Popeyes Louisiana Kitchen,12,2.5,$,108.62673010600513,40.6632405,-73.90935,682 Rockaway Ave,Brooklyn,11212,restaurant
1488,Villa Castillo Restaurant,23,2.5,$,904.2552992840272,40.668197,-73.919334,1474 Pitkin Ave,Brooklyn,11212,restaurant
1489,Nita Fish And Fry,2,5.0,,657.3105362331282,40.66978674077964,-73.9090016,110 Osborn St,Brooklyn,11212,restaurant
1490,Triple D's Place,6,3.5,,880.1825480896963,40.6694474783268,-73.9177437121086,1377 E New York Ave,Brooklyn,11212,restaurant
1491,Brooklyn Chckn N Lbstr,4,3.5,,549.6944478836265,40.66818,-73.90665,446 Mother Gaston Blvd,New York,11212,restaurant
1492,Peter Luger,6579,4.0,$$$$,481.87611680513817,40.709945,-73.962478,178 Broadway,Brooklyn,11211,restaurant
1493,Traif,1982,4.5,$$$$,395.866913080554,40.710658,-73.958872,229 S 4th St,Brooklyn,11211,restaurant
1494,L'industrie Pizzeria,819,4.5,$,494.0470436214064,40.71162,-73.95783,254 S 2nd St,Brooklyn,11211,restaurant
1495,Pies-n-Thighs,3119,4.0,$$,529.3805662003841,40.711191,-73.961424,166 S 4th St,Brooklyn,11211,restaurant
1496,Xixa,653,4.5,$$$,365.4329880143201,40.7104,-73.95854,241 S 4th St,Brooklyn,11211,restaurant
1497,Fette Sau,2308,4.0,$$,784.2675401790952,40.714066,-73.956327,354 Metropolitan Ave,Brooklyn,11211,restaurant
1498,Silver Factory,260,4.5,$$,239.95359418799475,40.709227,-73.958598,270 South 5th St,Brooklyn,11211,restaurant
1499,Bozu,871,4.0,$$,633.0141629121323,40.7129,-73.95749,296 Grand St,Brooklyn,11211,restaurant
1500,Tabaré,723,4.0,$$,660.1521592912151,40.713046,-73.958968,221 S 1st St,Brooklyn,11211,restaurant
1501,DeStefano's Steakhouse,974,4.5,$$$,1090.9098273527582,40.71462413989243,-73.9497399,593 Lorimer St,Brooklyn,11211,restaurant
1502,Maison Premiere,1215,4.0,$$$,846.2400298992839,40.7142634,-73.96166459999999,298 Bedford Ave,Brooklyn,11249,restaurant
1503,Little Choc Apothecary,514,4.5,$$,536.4161629603648,40.71192,-73.95721,141 Havemeyer St,Brooklyn,11211,restaurant
1504,Modern Love Brooklyn,648,4.0,$$,649.460562187191,40.70983,-73.95109,317 Union Ave,Brooklyn,11211,restaurant
1505,Emmy Squared Pizza - Brooklyn,746,4.0,$$,594.5250238692354,40.712168,-73.955707,364 Grand St,Brooklyn,11211,restaurant
1506,St. Anselm,927,4.0,$$$,811.798317761247,40.7143299,-73.95604,355 Metropolitan Ave,Brooklyn,11211,restaurant
1507,Meadowsweet,471,4.0,$$$,563.4541647427712,40.7103995,-73.9632384,149 Broadway,Brooklyn,11211,restaurant
1508,Dar 525,554,4.5,$$,801.1141224919877,40.711266,-73.950317,525 Grand St,Brooklyn,11211,restaurant
1509,Sunday in Brooklyn,1158,4.0,$$,990.880182279483,40.71418124017512,-73.96532809508915,348 Wythe Ave,Brooklyn,11249,restaurant
1510,Diner,787,4.0,$$,743.2249335500633,40.71069,-73.96559,85 Broadway,Brooklyn,11249,restaurant
1511,Salt + Charcoal,691,4.0,$$,865.3449598634977,40.71453,-73.9613511,171 Grand St,Brooklyn,11249,restaurant
1512,Okonomi,493,4.5,$$,994.7607858715248,40.712622,-73.9487843,150 Ainslie St,Brooklyn,11211,restaurant
1513,Birds of a Feather,534,4.0,$$,823.6269213466652,40.71442,-73.960441,191 Grand St,Brooklyn,11211,restaurant
1514,High Lúa Vietnamese Kitchen,266,4.5,$$,625.9537538143112,40.71258,-73.96045,182 S 2nd St,Brooklyn,11211,restaurant
1515,Shalom Japan,323,4.0,$$$,297.69208704561066,40.7091679,-73.9558028,310 S 4th St,Brooklyn,11211,restaurant
1516,Antidote,253,5.0,$$,1003.4260525475268,40.714253413118925,-73.96544806659222,66 S 2nd St,Brooklyn,11249,restaurant
1517,Roberta's,3204,4.0,$$,1056.363077859107,40.70493,-73.93399,261 Moore St,Brooklyn,11206,restaurant
1518,Bunna Cafe,756,4.5,$$,805.9790003673124,40.705042,-73.928078,1084 Flushing Ave,Brooklyn,11237,restaurant
1519,Zatar,212,4.5,$$,58.064707278416215,40.6980763644669,-73.9245712108767,1294 Myrtle Ave,Brooklyn,11221,restaurant
1520,Amaranto Mexican Restaurant,389,4.5,$$,623.6908444099412,40.703111,-73.921892,887 Hart St,Brooklyn,11237,restaurant
1521,Otis,469,5.0,$$$,1074.0147803178209,40.706011,-73.932598,18 Harrison Pl,Brooklyn,11206,restaurant
1522,Tony's Pizzeria & Restaurant,350,4.5,$,565.9810715584576,40.699286,-73.918724,443 Knickerbocker Ave,Brooklyn,11237,restaurant
1523,Yia Yia's Taverna,300,5.0,,813.2760932607765,40.70401,-73.93086,1035 Flushing Ave,Brooklyn,11237,restaurant
1524,Mominette,755,4.0,$$,578.2288151786005,40.703252,-73.925889,221 Knickerbocker Ave,Brooklyn,11237,restaurant
1525,Arepera Guacuco Bushwick,574,4.0,$$,730.6438302115063,40.704667,-73.924583,44 Irving Ave,Brooklyn,11237,restaurant
1526,Nenes Deli Taqueria,140,4.5,,314.5673743033915,40.70018,-73.92781,14 Starr St,Brooklyn,11237,restaurant
1527,Buntopia,362,4.5,$$,772.8713956577419,40.69598,-73.93398,994 Broadway,Brooklyn,11221,restaurant
1528,The Wheelhouse,317,4.0,$$,240.59307694753133,40.700122,-73.924188,165 Wilson Ave,Brooklyn,11237,restaurant
1529,Carmentas Italian Specialties,136,4.5,$$,358.3886013320184,40.70114,-73.92677,50 Starr St,Brooklyn,11221,restaurant
1530,El Kucho Mexican Restaurant,215,4.0,$$,293.89839515823707,40.70073,-73.92551,141 Wilson Ave,Brooklyn,11237,restaurant
1531,Nicandra's,199,4.5,$$,801.2935236746672,40.69962,-73.915939,264 Irving Ave,Brooklyn,11237,restaurant
1532,Maite,214,4.0,$$,180.1416256893907,40.69924,-73.926797,159 Central Ave,Brooklyn,11221,restaurant
1533,Santa Panza,217,4.5,$$,599.258125990749,40.6947,-73.93068,1079 Broadway,Brooklyn,11221,restaurant
1534,Lazy Suzy Cafe & Shop,64,5.0,$,144.65747946577648,40.69946,-73.92549,703 Hart St,Brooklyn,11221,restaurant
1535,Knickerbocker Bagel,295,4.0,$,442.1510979037005,40.7006584,-73.9212251,367 Knickerbocker Ave,Brooklyn,11237,restaurant
1536,Klom Klorm,434,4.5,$$,890.8285183363452,40.70318,-73.91701,181 Wyckoff Ave,Brooklyn,11237,restaurant
1537,Momo Sushi Shack,668,4.0,$$,1041.6012768912049,40.70512,-73.933463,43 Bogart St,Brooklyn,11206,restaurant
1538,Tortilleria Mexicana Los Hermanos,767,4.0,$,983.2870753059932,40.7066299,-73.92198,271 Starr St,Brooklyn,11237,restaurant
1539,Dweebs,107,4.5,$,322.60350322628034,40.7003712484126,-73.9228504315857,1434 Dekalb Ave,Brooklyn,11237,restaurant
1540,Little Mo,365,4.0,$$,720.5820074421555,40.69701,-73.93368,1158 Myrtle Ave,Brooklyn,11221,restaurant
1541,Le Garage,179,4.0,$$,180.70264613144047,40.6993863968861,-73.9265948743181,157 Suydam St,Brooklyn,11221,restaurant
1542,Peaches HotHouse,1385,4.0,$$,461.166438494421,40.6833699737169,-73.9437798410654,415 Tompkins Ave,Brooklyn,11216,restaurant
1543,BKLYN Blend,404,4.5,$$,665.0581778057897,40.6923575699329,-73.9457686990499,194 Tompkins Ave,Brooklyn,11206,restaurant
1544,Saraghina Pizzeria,987,4.0,$$,667.3229914290772,40.6837407,-73.9353473,350 Lewis Ave,Brooklyn,11233,restaurant
1545,Peaches,1323,3.5,$$,852.1389624059208,40.6818070319111,-73.9346463688382,393 Lewis Ave,Brooklyn,11233,restaurant
1546,Maya Congee Cafe,130,4.5,$$,201.61411803365192,40.68719,-73.944167,563 Gates Ave,Brooklyn,11221,restaurant
1547,David's Brisket House and Deli,508,4.5,$$,1084.7331613313584,40.679434,-73.949515,533 Nostrand Ave,Brooklyn,11216,restaurant
1548,El Jeffe,304,4.5,$$,786.4786443693871,40.6801601,-73.9419752,1483 Fulton St,Brooklyn,11216,restaurant
1549,Brooklyn Tea,144,5.0,$$,982.7918307192888,40.68084,-73.94982,524 Nostrand Ave,Brooklyn,11216,restaurant
1550,A&A Bake and Double and Roti Shop,280,4.5,$,909.9062032994008,40.68043,-73.94795,1337 Fulton St,Brooklyn,11216,restaurant
1551,Buntopia,362,4.5,$$,1174.7662524857103,40.69598,-73.93398,994 Broadway,Brooklyn,11221,restaurant
1552,Brown Butter,245,4.0,$$,450.5751776027325,40.68344,-73.94367,413 Tompkins Ave,Brooklyn,11216,restaurant
1553,Zaca Cafe,181,4.5,$$,646.7693800000816,40.68215466644275,-73.93804174322241,426A Marcus Garvey Blv,Brooklyn,11216,restaurant
1554,Lucky’s Cocktail Lounge,72,4.5,$$,294.9782228518613,40.685781,-73.938754,334 Marcus Garvey Blvd,New York,11221,restaurant
1555,Warude,138,4.0,$$,346.3225975473611,40.6846262,-73.9440354,385 Tompkins Ave,Brooklyn,11216,restaurant
1556,Lucky House Kitchen,123,4.5,$,684.1327728649513,40.6838402152061,-73.9351565390825,343 Lewis Ave,Brooklyn,11233,restaurant
1557,Ali's Trinidad Roti Shop,321,4.0,$,1041.828149071389,40.68065,-73.95061,1267 Fulton St,Brooklyn,11216,restaurant
1558,Le Paris Dakar,195,4.5,$$,965.1236982348024,40.681187643070906,-73.9499997,518 Nostrand Ave,Brooklyn,11216,restaurant
1559,LunÀtico,134,4.5,$$,737.6180951768688,40.6834345006833,-73.9346118563989,486 Halsey St,Brooklyn,11233,restaurant
1560,Chicken Feastin,46,4.5,,209.63673793322948,40.687158,-73.944282,561 Gates Ave,Brooklyn,11221,restaurant
1561,Guacuco Bed-Stuy,84,4.5,$$,545.55893149112,40.69192,-73.94289,360 Throop Ave,Brooklyn,11221,restaurant
1562,Secret Garden,55,5.0,,688.3277784842934,40.683746,-73.935023,347 Lewis Ave,Brooklyn,11233,restaurant
1563,Santa Panza,217,4.5,$$,1246.555269923697,40.6947,-73.93068,1079 Broadway,Brooklyn,11221,restaurant
1564,Seven Restaurant,117,4.5,$$,871.1637481506402,40.68274,-73.95019,470 Nostrand Ave,Brooklyn,11216,restaurant
1565,Nostrand Cafe,130,4.5,$$,843.4062969541542,40.689746,-73.951286,261 Nostrand Ave,Brooklyn,11216,restaurant
1566,Samurai Papa BS,189,4.0,$$,828.1145881269972,40.68981,-73.95101,594 Lafayette Ave,Brooklyn,11216,restaurant
1567,Juliana's,2566,4.5,$$,765.9654598319573,40.70274718768062,-73.99343490196397,19 Old Fulton St,Brooklyn,11201,restaurant
1568,Grimaldi's Pizzeria,4885,3.5,$$,755.5204366030258,40.7026459,-73.9932413,1 Front St,Brooklyn,11201,restaurant
1569,Yemen Cafe & Restaurant,593,4.5,$$,666.3673449644874,40.68989,-73.99366,176 Atlantic Ave,Brooklyn,11201,restaurant
1570,The River Café,1249,4.0,$$$$,893.965710970819,40.70386671305111,-73.99479360219303,1 Water St,Brooklyn,11201,restaurant
1571,Sahadi's,400,4.5,$$,634.5171432467621,40.690218,-73.993367,187 Atlantic Ave,Brooklyn,11201,restaurant
1572,Kogane Ramen-Brooklyn Heights,406,4.0,$$,318.81176361656514,40.698605,-73.992668,76 Henry St,Brooklyn,11201,restaurant
1573,Iron Chef House,453,4.0,$$,180.66166230563587,40.69722956441029,-73.99262170000003,92 Clark St,Brooklyn,11201,restaurant
1574,Shake Shack Downtown Brooklyn,902,4.0,$,591.2271340821522,40.692182440300506,-73.98872220274606,409 Fulton St,Brooklyn,11201,restaurant
1575,Noodle Pudding,605,4.0,$$,465.4760934469713,40.69979,-73.99203,38 Henry St,Brooklyn,11201,restaurant
1576,Dellarocco's Brick Oven Pizza,334,4.0,$$,217.8277114195798,40.6950309,-73.9961252,214 Hicks St,Brooklyn,11201,restaurant
1577,Henry's End,378,4.0,$$$,331.1327273736424,40.6987126,-73.99263839731027,72 Henry St,Brooklyn,11201,restaurant
1578,Clark's Restaurant,487,4.0,$$,176.93570402392425,40.69740294105,-73.993250079407,80 Clark St,Brooklyn,11201,restaurant
1579,Colonie,651,4.0,$$$,580.9660678510529,40.6909,-73.9958,127 Atlantic Ave,Brooklyn,11201,restaurant
1580,Lillo Cucina Italiana,192,5.0,$$,661.2193722329042,40.69023,-73.99634,331 Henry St,Brooklyn,11201,restaurant
1581,Lantern,498,3.5,$$,155.89051324996248,40.69533,-73.99544,101 Montague St,Brooklyn,11201,restaurant
1582,Piz-zetta,322,4.5,$,584.915394875515,40.69116658201196,-73.99065911521895,90 Livingston St,Brooklyn,11201,restaurant
1583,Sushi Gallery,147,4.5,$$,200.8514913443152,40.6975970682387,-73.9933660828876,71 Clark St,Brooklyn,11201,restaurant
1584,Chez Moi,456,4.0,$$$,589.1236125306217,40.6907305802403,-73.99551244328,135 Atlantic Ave,Brooklyn,11201,restaurant
1585,Brooklyn Farm,262,4.0,$$,144.96689220647173,40.69461303547711,-73.99426770000436,128 Montague St,Brooklyn,11201,restaurant
1586,Lemon Grass Brooklyn,765,4.0,$$,801.4526811063282,40.688684,-73.993137,156 Court St,Brooklyn,11201,restaurant
1587,Saketumi Asian Bistro,176,4.0,$$,143.00182081533106,40.69480157691335,-73.99473861016685,118 Montague St,Brooklyn,11201,restaurant
1588,Mia's Bakery,1006,4.5,$$,1033.6973785512891,40.6870199,-73.9901299,139 Smith St,Brooklyn,11201,restaurant
1589,Din Soup Dumplings,134,4.5,$$,203.48306913720447,40.69425,-73.99277,162 Montague St,Brooklyn,11201,restaurant
1590,Heights Falafel,265,4.0,$,312.2949500754318,40.69854,-73.99263,78 Henry St,Brooklyn,11201,restaurant
1591,Two 8 Two Bar & Burger,714,4.0,$$,880.8727407323136,40.688536,-73.989728,282 Atlantic Ave,Brooklyn,11201,restaurant
1592,Lucali,1900,4.0,$$,692.254557971761,40.68184074671122,-74.0003327,575 Henry St,Brooklyn,11231,restaurant
1593,Yemen Cafe & Restaurant,593,4.5,$$,465.788034877099,40.68989,-73.99366,176 Atlantic Ave,Brooklyn,11201,restaurant
1594,Mia's Bakery,1006,4.5,$$,724.5184757262492,40.6870199,-73.9901299,139 Smith St,Brooklyn,11201,restaurant
1595,CAFÉ LULUc,1587,4.0,$$,655.5335432184895,40.68451,-73.99225,214 Smith St,Brooklyn,11201,restaurant
1596,Lillo Cucina Italiana,192,5.0,$$,319.02424076393726,40.69023,-73.99634,331 Henry St,Brooklyn,11201,restaurant
1597,Sahadi's,400,4.5,$$,505.6664429949244,40.690218,-73.993367,187 Atlantic Ave,Brooklyn,11201,restaurant
1598,Joya,1373,3.5,$$,441.49456396652766,40.686672,-73.993544,215 Court St,Brooklyn,11201,restaurant
1599,Clover Club,835,4.0,$$$,656.5331043257183,40.6846046447754,-73.9921875,210 Smith St,Brooklyn,11201,restaurant
1600,Ki Sushi,761,4.0,$$,718.1892821990615,40.68764,-73.9901,122 Smith St,Brooklyn,11201,restaurant
1601,Lemon Grass Brooklyn,765,4.0,$$,466.0858881804998,40.688684,-73.993137,156 Court St,Brooklyn,11201,restaurant
1602,Colonie,651,4.0,$$$,401.2490653825306,40.6909,-73.9958,127 Atlantic Ave,Brooklyn,11201,restaurant
1603,Verde on Smith,817,4.0,$$,657.373152815928,40.684439,-73.992244,216 Smith St,Brooklyn,11201,restaurant
1604,Sottocasa Pizzeria,693,4.5,$$,808.5894303465486,40.688285,-73.989006,298 Atlantic Ave,Brooklyn,11201,restaurant
1605,Chez Moi,456,4.0,$$$,404.6898995456292,40.6907305802403,-73.99551244328,135 Atlantic Ave,Brooklyn,11201,restaurant
1606,Hanco's,721,4.0,$,692.7452671772843,40.6870318621828,-73.9904292380982,134 Smith St,Brooklyn,11201,restaurant
1607,Hibino,413,4.0,$$,310.496170257921,40.69017,-73.99637,333 Henry St,Brooklyn,11201,restaurant
1608,La Vara,408,4.0,$$$,237.94629284631824,40.68781,-73.99576,268 Clinton St,Brooklyn,11201,restaurant
1609,Table 87 - Brooklyn Heights,337,4.0,$$,380.96429994036106,40.691219329834,-73.9973449707031,87 Atlantic Ave,Brooklyn,11201,restaurant
1610,Moo Burger,482,4.0,$$,412.1785184682927,40.685823,-73.994528,240 Court St,Brooklyn,11201,restaurant
1611,Two 8 Two Bar & Burger,714,4.0,$$,751.1055178597863,40.688536,-73.989728,282 Atlantic Ave,Brooklyn,11201,restaurant
1612,Panzerotti Bites,161,5.0,$$,704.9221566360752,40.683715,-73.99227,235 Smith St,Brooklyn,11231,restaurant
1613,Libertador Steakhouse - Brooklyn,280,4.0,$$,72.30076968274066,40.68733913171535,-73.99817533175143,404 Henry St,Brooklyn,11201,restaurant
1614,Gersi,338,4.5,$$,556.3807351042284,40.683438,-73.995711,316 Court St,Brooklyn,11231,restaurant
1615,Darna Falafel,261,4.0,$,411.5560095655924,40.6870474589747,-73.9938177876969,200 Court St,Brooklyn,11201,restaurant
1616,Awash Brooklyn,223,4.5,$$,414.8968491928077,40.6858,-73.99441,242 Court St,Brooklyn,11201,restaurant
1617,Lucali,1900,4.0,$$,500.2342652623483,40.68184074671122,-74.0003327,575 Henry St,Brooklyn,11231,restaurant
1618,Buttermilk Channel,2012,4.0,$$,634.0761109150897,40.675919,-73.999059,524 Court St,Brooklyn,11231,restaurant
1619,CAFÉ LULUc,1587,4.0,$$,486.7262413139189,40.68451,-73.99225,214 Smith St,Brooklyn,11201,restaurant
1620,Fragole Ristorante,409,4.5,$$,187.35281630941984,40.68087,-73.99688,394 Court St,Brooklyn,11231,restaurant
1621,Clover Club,835,4.0,$$$,497.08782358907285,40.6846046447754,-73.9921875,210 Smith St,Brooklyn,11201,restaurant
1622,Mia's Bakery,1006,4.5,$$,817.1272826645574,40.6870199,-73.9901299,139 Smith St,Brooklyn,11201,restaurant
1623,Verde on Smith,817,4.0,$$,479.9240739896305,40.684439,-73.992244,216 Smith St,Brooklyn,11201,restaurant
1624,Ugly Baby,401,4.0,$$$,317.7506772630783,40.67795,-73.9961,407 Smith St,Brooklyn,11231,restaurant
1625,Avlee Greek Kitchen,292,4.5,$$,72.50012021248143,40.679911,-73.994879,349 Smith St,Brooklyn,11231,restaurant
1626,Baba's Pierogies,460,4.5,$$,820.7060006332238,40.67687,-73.98633,295 3rd Ave,Brooklyn,11215,restaurant
1627,Panzerotti Bites,161,5.0,$$,405.359704491266,40.683715,-73.99227,235 Smith St,Brooklyn,11231,restaurant
1628,White Maize,234,4.5,$$,246.8959542578544,40.6824378967285,-73.9931335449219,277 Smith St,Brooklyn,11231,restaurant
1629,Emma's Torch,117,4.5,,63.7241627687629,40.67998281341976,-73.99482922536114,345 Smith St,Brooklyn,11231,restaurant
1630,Frankies 457 Spuntino,878,4.0,$$$,453.7396035756553,40.677328,-73.997972,457 Court St,Brooklyn,11231,restaurant
1631,Gersi,338,4.5,$$,331.985035874335,40.683438,-73.995711,316 Court St,Brooklyn,11231,restaurant
1632,Kick Axe Throwing,512,4.5,,990.6200032061575,40.6790268,-73.983077,622 Degraw St,Brooklyn,11217,restaurant
1633,Joya,1373,3.5,$$,688.989505121813,40.686672,-73.993544,215 Court St,Brooklyn,11201,restaurant
1634,Boran,242,4.5,$$,385.2785957445458,40.6782327,-73.998062,462 Court St,Brooklyn,11231,restaurant
1635,Pig Beach BBQ - Brooklyn,730,4.0,$$,508.4282854577931,40.6792941479875,-73.9880264255794,480 Union St,Brooklyn,11231,restaurant
1636,El Mate,345,4.5,$$,742.3435671688799,40.6749782203506,-73.9995224876405,550 Court St,Brooklyn,11231,restaurant
1637,Ki Sushi,761,4.0,$$,881.6331082692088,40.68764,-73.9901,122 Smith St,Brooklyn,11201,restaurant
1638,Fob Brooklyn,299,4.0,$$,270.5175724960905,40.6826583,-73.9930755,271 Smith St,Brooklyn,11231,restaurant
1639,Enoteca on Court,261,4.0,$$,200.27927017700523,40.6821365356445,-73.9957122802734,347 Court St,Brooklyn,11231,restaurant
1640,Sottocasa Pizzeria,693,4.5,$$,988.9464882846772,40.688285,-73.989006,298 Atlantic Ave,Brooklyn,11201,restaurant
1641,Hanco's,721,4.0,$,804.9440420482503,40.6870318621828,-73.9904292380982,134 Smith St,Brooklyn,11201,restaurant
1642,Hometown Bar-B-Que,1558,4.0,$$,323.96837498878966,40.67486,-74.01602,454 Van Brunt St,Brooklyn,11231,restaurant
1643,Red Hook Lobster Pound,1246,4.0,$$,439.8125349188364,40.6797687107191,-74.0103686973453,284 Van Brunt St,Brooklyn,11231,restaurant
1644,The Good Fork Pub,412,4.0,$$,132.7657997179332,40.67599,-74.01432,391 Van Brunt St,Brooklyn,11231,restaurant
1645,Fort Defiance,369,4.0,$$,97.80301920500952,40.67719,-74.01291,347 Van Brunt St,Brooklyn,11231,restaurant
