,Name,Reviews,Rating,Price,Distance (m),Latitude,Longitude,Address,Borough,Zipcode,Category
6558,AlMar,484,4.0,$$,683.4591450652033,40.702662,-73.989177,111 Front St,Brooklyn,11201,restaurant
6559,Front Street Pizza,437,4.0,$,690.1244755915687,40.70244,-73.98943,80 Front St,Brooklyn,11201,restaurant
6560,Superfine,508,3.5,$$,539.8534907685585,40.702236,-73.987426,126 Front St,Brooklyn,11201,restaurant
6561,Cecconi's Dumbo,998,3.5,$$$,888.3950437374054,40.7033063330116,-73.9916549604523,55 Water St,Brooklyn,11201,restaurant
6562,The Food Sermon Kitchen,274,4.5,$$,989.5683870470804,40.6985551,-73.9712029,141 Flushing Ave,Brooklyn,11205,restaurant
6563,Celestine,267,4.0,$$$,597.4751964668646,40.704676,-73.987975,1 John St,Brooklyn,11201,restaurant
6564,Noodle Pudding,605,4.0,$$,996.0674841018772,40.69979,-73.99203,38 Henry St,Brooklyn,11201,restaurant
6565,Em Vietnamese Bistro,126,4.5,$$,851.9323380457851,40.702670064808366,-73.99118578021728,57 Front St,Brooklyn,11201,restaurant
6566,Usagi NY,80,4.5,$$,502.5715120933997,40.70383,-73.98691,163 Plymouth St,Dumbo,11201,restaurant
6567,Amarachi,475,3.5,$$,662.6364042478259,40.69803,-73.98482,189 Bridge St,Brooklyn,11201,restaurant
6568,Bluestone Lane DUMBO Café,241,4.0,$$,673.3435405234959,40.70077577888819,-73.98836356287899,55 Prospect St,Brooklyn,11201,restaurant
6569,Time Out Market New York,425,4.0,$$,929.8930043588786,40.70342863348067,-73.99214637055226,55 Water St,Brooklyn,11201,restaurant
6570,Kogane Ramen-Brooklyn Heights,406,4.0,$$,1109.4539461771508,40.698605,-73.992668,76 Henry St,Brooklyn,11201,restaurant
6571,Jacob's Pickles Time Out Market,87,4.5,$$,884.6300424661154,40.70341672927573,-73.99160957243645,55 Water St,Brooklyn,11201,restaurant
6572,Henry's End,378,4.0,$$$,1098.2339813273572,40.6987126,-73.99263839731027,72 Henry St,Brooklyn,11201,restaurant
6573,Thai Sidewalk,49,4.5,,482.64141638399263,40.702355071402245,-73.9866978,100 Front st and Jay St,Brooklyn,11201,restaurant
6574,Holy Pita,83,5.0,,1003.894763616888,40.69756,-73.9719,10 Clermont Ave,Brooklyn,11205,restaurant
6575,Iron Chef House,453,4.0,$$,1183.0570842106272,40.69722956441029,-73.99262170000003,92 Clark St,Brooklyn,11201,restaurant
6576,Pollo D' Oro,323,4.0,$$,939.4242199660316,40.69506,-73.98339,306 Gold St,Brooklyn,11201,restaurant
6577,Heights Falafel,265,4.0,$,1108.7331396700044,40.69854,-73.99263,78 Henry St,Brooklyn,11201,restaurant
6578,Pedro's Mexican Bar & Restaurant,532,2.5,$$,463.678291609473,40.702523,-73.986503,73 Jay St,Brooklyn,11201,restaurant
6579,Butler,171,4.0,$$,948.782476013875,40.7032670673495,-73.9922419276899,40 Water St,Brooklyn,11201,restaurant
6580,Peaches,1323,3.5,$$,828.6426771051,40.6818070319111,-73.9346463688382,393 Lewis Ave,Brooklyn,11233,restaurant
6581,Saraghina Pizzeria,987,4.0,$$,1049.2750180072603,40.6837407,-73.9353473,350 Lewis Ave,Brooklyn,11233,restaurant
6582,Lakou Cafe,121,4.5,$$,336.77949805776086,40.672,-73.93055,195 Utica Ave,Brooklyn,11213,restaurant
6583,Chez Oskar,572,3.5,$$,810.9419245369581,40.6822491,-73.9290779,310 Malcolm X Blvd,Brooklyn,11233,restaurant
6584,El Jeffe,304,4.5,$$,1120.4962283517807,40.6801601,-73.9419752,1483 Fulton St,Brooklyn,11216,restaurant
6585,Nana Ramen,194,4.0,$$,736.0006159726933,40.681549,-73.928995,330 Malcolm X Blvd,Brooklyn,11233,restaurant
6586,Zaca Cafe,181,4.5,$$,1013.4223985981732,40.68215466644275,-73.93804174322241,426A Marcus Garvey Blv,Brooklyn,11216,restaurant
6587,Lucky House Kitchen,123,4.5,$,1046.8304382848396,40.6838402152061,-73.9351565390825,343 Lewis Ave,Brooklyn,11233,restaurant
6588,LunÀtico,134,4.5,$$,994.8504662425154,40.6834345006833,-73.9346118563989,486 Halsey St,Brooklyn,11233,restaurant
6589,Mama Kitchen,52,4.5,,510.315235752712,40.6788993574647,-73.9272566922721,7 Rochester Ave,Brooklyn,11233,restaurant
6590,Jemz,103,4.5,$$,870.9245893266176,40.671215104517,-73.93954308451782,1171 Saint Johns Pl,Crown Heights,11213,restaurant
6591,Mama Fox,152,4.0,$$,918.7195239711696,40.6832286325504,-73.9319809048272,327 Stuyvesant Ave,Brooklyn,11233,restaurant
6592,Secret Garden,55,5.0,,1039.6243795534365,40.683746,-73.935023,347 Lewis Ave,Brooklyn,11233,restaurant
6593,Trad Room,109,4.5,$$,990.7611137287076,40.68391,-73.929419,266 Malcolm X Blvd,Brooklyn,11233,restaurant
6594,Tropical House Baking,58,4.5,$,671.4373965117101,40.669479,-73.933616,267 Schenectady Ave,Brooklyn,11213,restaurant
6595,Cloud 9 Crepes,58,4.5,$,999.0391376843144,40.68188,-73.93797,434 Marcus Garvey Blvd,Brooklyn,11216,restaurant
6596,Hardee On Utica,47,4.0,$,373.26305126851696,40.6716833260603,-73.9305902612873,209 Utica Ave,Crown Heights,11213,restaurant
6597,Swiingz Restaurant,91,4.0,$$,888.8263629600732,40.6797,-73.93916,1542 Fulton St,Brooklyn,11216,restaurant
6598,The Stuy Burgers,49,4.5,,1107.713505567439,40.6829903,-73.9384461,392 Halsey St,Brooklyn,11216,restaurant
6599,Soul Food Kitchen,91,4.0,$$,956.2076045362138,40.676666,-73.941665,88 Kingston Ave,Crown Heights,11213,restaurant
6600,Brooklyn Beso Restaurant & Bar,453,3.0,$$,964.449156637888,40.68293,-73.93533,370 Lewis Ave,Brooklyn,11233,restaurant
6601,Royal Cuisine Yard Food,67,4.0,$$,913.2109816111546,40.6667519,-73.9314804,324 Utica Ave,Brooklyn,11213,restaurant
6602,Essence Bar,102,3.5,$$,519.2282601865023,40.6775607702948,-73.9357138134918,1662 Atlantic Ave,Brooklyn,11213,restaurant
6603,Ali's Original Roti Shop,174,3.5,$,957.1297516361444,40.6665,-73.9312,337 Utica Ave,Brooklyn,11213,restaurant
6604,Savannah Cafe,43,3.5,,153.36890835931513,40.6763959,-73.9301986,75 Utica Ave,Brooklyn,11213,restaurant
6605,Pita Point,155,5.0,,659.8815217765612,40.68178,-73.90916,508 Marion St,Brooklyn,11233,restaurant
6606,Salud Bar & Grill,343,4.0,$$,897.4143833467094,40.6846559,-73.9090595,1413 Bushwick Ave,Brooklyn,11207,restaurant
6607,Daily Press Coffee and Bar,89,4.0,$,618.1311917371918,40.67871,-73.91074,38 Somers St,Brooklyn,11233,restaurant
6608,Tandoori Masala,192,4.0,$$,981.185533338238,40.6840199,-73.91184,1695 Broadway,Brooklyn,11207,restaurant
6609,Beets Café,22,5.0,,658.3961369548981,40.67855,-73.91103,142 Rockaway Ave,Brooklyn,11233,restaurant
6610,Sal & Paul's Pizzeria,55,4.5,$,1143.874277327196,40.669419,-73.911059,1686 Pitkin Ave,Brooklyn,11212,restaurant
6611,Bonao Bar & Grill,91,3.5,$$$,641.0643500349266,40.679042,-73.895876,123 Jamaica Ave,Brooklyn,11207,restaurant
6612,Little Skips East,87,4.0,$,1182.3094350526674,40.6849363759513,-73.9137830212712,1643 Broadway,Brooklyn,11207,restaurant
6613,Maya Fusion Cafe,59,4.5,,1146.3069007651166,40.68601,-73.9116,1337 Bushwick Ave,Brooklyn,11207,restaurant
6614,El Burrito Nacho,68,4.0,$$,1181.7076492390297,40.68465,-73.91406,1636 Broadway,Brooklyn,11207,restaurant
6615,Abuela Antonia Mexican Restaurant,25,4.5,,709.347772719112,40.674970017118376,-73.91081501165318,225 Rockaway Ave,Brooklyn,11233,restaurant
6616,Tre Jolie Cafe,73,3.5,,771.4322607227556,40.68387,-73.90786,1459 Bushwick Ave,Brooklyn,11207,restaurant
6617,Paphos Diner,90,3.0,$$,198.28306129006776,40.677333,-73.901071,2501 Fulton St,Brooklyn,11207,restaurant
6618,Armando's Pizza,72,4.0,$,917.1337260718566,40.6835403,-73.9111862,1717 Broadway,Brooklyn,11207,restaurant
6619,BKLYN eats,45,3.5,$,484.1339873855797,40.67547,-73.89855,2592 Atlantic Ave,Brooklyn,11207,restaurant
6620,Soulful Foods,62,3.5,$$,672.9506042584981,40.676609,-73.911165,194 Rockaway Ave,Brooklyn,11233,restaurant
6621,Simmer Down,31,4.0,$,615.0193964346851,40.678,-73.91063,133 Rockaway Ave,Brooklyn,11233,restaurant
6622,The Green Place Nigeria Restaurant,41,3.5,$$,664.3597242583974,40.677021,-73.911163,180 Rockaway Ave,Brooklyn,11233,restaurant
6623,New Jin Shing,42,3.5,$,693.9264961713312,40.682073,-73.909389,1794 Broadway,Brooklyn,11207,restaurant
6624,Angie's Breakfast Spot,157,3.0,$,1210.8255961066343,40.6851692,-73.9139328,1637 Broadway,Brooklyn,11207,restaurant
6625,Crust Brooklyn Pizzeria,38,4.0,,1104.6205772021358,40.686666,-73.909413,734 Evergreen Ave,Brooklyn,11207,restaurant
6626,Pitkin Seafood,46,3.5,$$,1163.6568495562904,40.6694374,-73.9114685,1670 Pitkin Ave,Brooklyn,11212,restaurant
6627,The Steel Mill,20,4.5,,1054.1222379581086,40.6854018910904,-73.9108926057816,1363 Bushwick Ave,Brooklyn,11207,restaurant
6628,Cherokee Deli,9,5.0,$,1212.2711946002496,40.684788,-73.914368,1626 Broadway,Brooklyn,11207,restaurant
6629,Sea Island Seafood,26,3.5,,1114.6937190924496,40.6693,-73.89644,611 Sutter Ave,Brooklyn,11207,restaurant
6630,Juliana's,2566,4.5,$$,397.5599607026018,40.70274718768062,-73.99343490196397,19 Old Fulton St,Brooklyn,11201,restaurant
6631,Grimaldi's Pizzeria,4885,3.5,$$,382.9355375645567,40.7026459,-73.9932413,1 Front St,Brooklyn,11201,restaurant
6632,The River Café,1249,4.0,$$$$,514.9697289178099,40.70386671305111,-73.99479360219303,1 Water St,Brooklyn,11201,restaurant
6633,Westville Dumbo,378,4.0,$$,134.62053725476423,40.70208865020039,-73.9894541379247,81 Washington St,Brooklyn,11201,restaurant
6634,AlMar,484,4.0,$$,67.44931988880961,40.702662,-73.989177,111 Front St,Brooklyn,11201,restaurant
6635,Front Street Pizza,437,4.0,$,99.7625168874067,40.70244,-73.98943,80 Front St,Brooklyn,11201,restaurant
6636,Noodle Pudding,605,4.0,$$,462.16207613355147,40.69979,-73.99203,38 Henry St,Brooklyn,11201,restaurant
6637,Bread & Spread,198,4.5,$$,168.12891902467643,40.7025945,-73.9869119,151 Front St,Dumbo,11201,restaurant
6638,Cecconi's Dumbo,998,3.5,$$$,245.06805572723695,40.7033063330116,-73.9916549604523,55 Water St,Brooklyn,11201,restaurant
6639,Time Out Market New York,425,4.0,$$,287.43763329312407,40.70342863348067,-73.99214637055226,55 Water St,Brooklyn,11201,restaurant
6640,Em Vietnamese Bistro,126,4.5,$$,212.67757662775804,40.702670064808366,-73.99118578021728,57 Front St,Brooklyn,11201,restaurant
6641,Superfine,508,3.5,$$,156.96752009035933,40.702236,-73.987426,126 Front St,Brooklyn,11201,restaurant
6642,Shake Shack Dumbo,386,4.0,$$,442.7828509219758,40.703081726098,-73.994004,2 Water St,Brooklyn,11201,restaurant
6643,Kogane Ramen-Brooklyn Heights,406,4.0,$$,607.5206993083507,40.698605,-73.992668,76 Henry St,Brooklyn,11201,restaurant
6644,Luke's Lobster Brooklyn Bridge Park,388,4.0,$$,452.12831544967673,40.70359,-73.99411,11 Water St,Brooklyn,11201,restaurant
6645,Celestine,267,4.0,$$$,179.18241018394457,40.704676,-73.987975,1 John St,Brooklyn,11201,restaurant
6646,Henry's End,378,4.0,$$$,594.6828223182254,40.6987126,-73.99263839731027,72 Henry St,Brooklyn,11201,restaurant
6647,Gran Electrica,521,3.5,$$,372.6285866820962,40.7027,-73.99314,5 Front St,Brooklyn,11201,restaurant
6648,Jacob's Pickles Time Out Market,87,4.5,$$,242.2941752537834,40.70341672927573,-73.99160957243645,55 Water St,Brooklyn,11201,restaurant
6649,Vinegar Hill House,699,3.5,$$$,631.597806661928,40.70275,-73.98124,72 Hudson Ave,Brooklyn,11201,restaurant
6650,Butler,171,4.0,$$,304.9004232499515,40.7032670673495,-73.9922419276899,40 Water St,Brooklyn,11201,restaurant
6651,Iron Chef House,453,4.0,$$,737.3084118018627,40.69722956441029,-73.99262170000003,92 Clark St,Brooklyn,11201,restaurant
6652,Heights Falafel,265,4.0,$,611.6820261403429,40.69854,-73.99263,78 Henry St,Brooklyn,11201,restaurant
6653,Tutt  Heights,250,4.0,$,506.57699539964415,40.70021198326452,-73.99331599999907,47 Hicks St,Brooklyn,11201,restaurant
6654,Usagi NY,80,4.5,$$,166.9133953565165,40.70383,-73.98691,163 Plymouth St,Dumbo,11201,restaurant
6655,G&G American Grill,28,4.5,,366.1473727722648,40.605109,-74.120559,891 Manor Road,Staten Island,10314,restaurant
6656,Manor Restaurant,71,4.0,$$,284.88692098901885,40.6044,-74.12064,917 Manor Rd,Staten Island,10314,restaurant
6657,A & C Superette,53,4.0,$$,364.3406303829229,40.60475,-74.12035,884 Manor Rd,Staten Island,10314,restaurant
6658,Tack's Chinese Take Out,67,3.5,$$,321.7760689578371,40.60462,-74.12123,11C Holden Blvd,Staten Island,10314,restaurant
6659,Village Maria Pizza,68,3.5,$,760.6306980620958,40.6085865353516,-74.1218194409977,768 Manor Rd,Staten Island,10314,restaurant
6660,Wing World,55,3.0,$,386.3707222624385,40.60526,-74.12111,876 Manor Rd,Staten Island,10314,restaurant
6661,Manor Sushi,23,3.5,$$,380.2322841033515,40.6053453683853,-74.1209055483341,878 Manor Rd,Staten Island,10314,restaurant
6662,Peking Kitchen,27,3.5,$,932.9799376675094,40.603682,-74.13133,309 Bradley Ave,Staten Island,10314,restaurant
6663,Manor Bagels & Superette,58,2.0,$$$$,251.93488508368796,40.60403,-74.12046,931 Manor Rd,Staten Island,10314,restaurant
6664,Happy Fortune II,17,3.0,$$,756.1400450470508,40.60863683,-74.12135483,770 Manor Rd,Staten Island,10314,restaurant
6665,Delafield Pizza,3,5.0,,935.9052471297292,40.60367078206471,-74.13140539079905,311 Bradley Ave,Staten Island,10314,restaurant
6666,Dardania Restaurant & Cafe,2,3.5,,932.9791021198748,40.599628,-74.131264,460 Bradley Ave,Staten Island,10314,restaurant
6667,Staten Island Superette,4,2.5,$$,969.8034353280656,40.603522,-74.131822,310 Bradley Ave,Staten Island,10314,restaurant
6668,Mezcals Mexican Restaurant,137,4.0,$$,903.7160372186876,40.611822,-74.132672,20 Bradley Ave,Staten Island,10314,restaurant
6669,Paesano's Pizzeria,51,4.5,$,925.573870850798,40.612,-74.1326,12 Bradley Ave,Staten Island,10314,restaurant
6670,G&G American Grill,28,4.5,,983.7086504584624,40.605109,-74.120559,891 Manor Road,Staten Island,10314,restaurant
6671,Manor Restaurant,71,4.0,$$,974.2062959222544,40.6044,-74.12064,917 Manor Rd,Staten Island,10314,restaurant
6672,Peking Kitchen,27,3.5,$,60.40260406338125,40.603682,-74.13133,309 Bradley Ave,Staten Island,10314,restaurant
6673,Village Maria Pizza,68,3.5,$,1022.4179393712128,40.6085865353516,-74.1218194409977,768 Manor Rd,Staten Island,10314,restaurant
6674,A & C Superette,53,4.0,$$,931.2369916190888,40.60475,-74.12035,884 Manor Rd,Staten Island,10314,restaurant
6675,Tack's Chinese Take Out,67,3.5,$$,925.2919557345105,40.60462,-74.12123,11C Holden Blvd,Staten Island,10314,restaurant
6676,Beyar's Market,35,4.0,$$,1057.4445422656695,40.6120431,-74.1381128,2241 Victory Blvd,Staten Island,10314,restaurant
6677,China King,21,3.5,$$,915.1876221844587,40.6119499,-74.1325989,14 Bradley Ave,Staten Island,10314,restaurant
6678,Wing World,55,3.0,$,942.8370428570238,40.60526,-74.12111,876 Manor Rd,Staten Island,10314,restaurant
6679,Manor Sushi,23,3.5,$$,962.0551847388804,40.6053453683853,-74.1209055483341,878 Manor Rd,Staten Island,10314,restaurant
6680,Mizuumi,11,4.5,,978.1762148432808,40.61231,-74.12964,1970 Victory Blvd,Staten Island,10314,restaurant
6681,Smiley's Bagels,29,3.0,$,971.277756655262,40.61229037728586,-74.12995108140294,1980 Victory Blvd,Staten Island,10314,restaurant
6682,Delafield Pizza,3,5.0,,57.470583572203736,40.60367078206471,-74.13140539079905,311 Bradley Ave,Staten Island,10314,restaurant
6683,Manor Bagels & Superette,58,2.0,$$$$,988.3917009844528,40.60403,-74.12046,931 Manor Rd,Staten Island,10314,restaurant
6684,Happy Fortune II,17,3.0,$$,1013.3585065260072,40.60863683,-74.12135483,770 Manor Rd,Staten Island,10314,restaurant
6685,Dairy Palace,19,2.5,$$,1012.8036703783184,40.6119838,-74.1370926,2216 Victory Blvd,Staten Island,10314,restaurant
6686,Island Kosher,2,5.0,,1007.194556848412,40.61198479999999,-74.1369283,2200 Victory Blvd,Staten Island,10314,restaurant
6687,Dardania Restaurant & Cafe,2,3.5,,457.8549103860702,40.599628,-74.131264,460 Bradley Ave,Staten Island,10314,restaurant
6688,Staten Island Superette,4,2.5,$$,26.869430263856085,40.603522,-74.131822,310 Bradley Ave,Staten Island,10314,restaurant
6689,Crown Chicken Peri Peri Chicken & BBQ Grill,8,2.5,,984.694985805792,40.6123688858697,-74.1296585767651,1970 Victory Blvd,Staten Island,10314,restaurant
6690,Mandarin Chef,2,2.5,,915.1876221844587,40.61195,-74.1326,14 Bradley Ave,Staten Island,10314,restaurant
6691,China Sun 2,3,2.5,$,979.026807970736,40.612406,-74.129772,1980 Victory Blvd,Staten Island,10314,restaurant
6692,Misaki Sushi,118,4.0,$$,862.7164578431981,40.542817,-74.20779809999999,645 Rossville Ave,Staten Island,10309,restaurant
6693,Eat Italian,125,4.0,,915.1012411777218,40.5424993727034,-74.2070855945349,655 Rossville Ave,Staten Island,10309,restaurant
6694,Sunset Pizzeria,51,3.5,$$,862.6339554827674,40.542678,-74.207748,645 Rossville Ave,Staten Island,10309,restaurant
6695,Rossville Pizzeria,43,4.0,$,976.9676998390058,40.54946,-74.22131,960 Bloomingdale Rd,Staten Island,10309,restaurant
6696,Woodrow Diner,158,2.5,$$,961.566620459378,40.543006,-74.206655,655 Rossville Ave,Staten Island,10309,restaurant
6697,Pio Hot Bagels,44,3.5,$,964.7456455642564,40.542809,-74.206505,655 Rossville Ave,New York,10309,restaurant
6698,QDOBA Mexican Eats,37,3.5,$,859.3069284591389,40.5419437,-74.2076523,1275 Woodrow Rd,Staten Island,10309,restaurant
6699,Supreme Italian Market,8,4.0,,860.170593028304,40.542894,-74.207852,645 Rossville Ave,Staten Island,10309,restaurant
6700,Islander Taste Chinese Restaurant,33,2.5,$$,862.7164578421483,40.542678,-74.207748,645 Rossville Ave,Staten Island,10309,restaurant
6701,My Brother's Deli & Bagels,3,4.5,,976.4804089826472,40.549485,-74.221257,960 Bloomingdale Rd,Staten Island,10309,restaurant
6702,Fresh Twist juicebar & cafe,92,4.5,,757.5413741895821,40.5753893,-74.1192837,10 New Dorp Ln,Staten Island,10306,restaurant
6703,Pho Rainbow II,187,4.0,$$,1098.3387630316874,40.57355,-74.11642,42 New Dorp Plz S,Staten Island,10306,restaurant
6704,Cantina Mexicana,143,4.0,$$,1122.4381039143284,40.57359,-74.116153,140 New Dorp Ln,Staten Island,10306,restaurant
6705,La Strada Restaurant,101,4.0,$$,1148.435314584037,40.573864,-74.115566,139 New Dorp Ln,Staten Island,10306,restaurant
6706,Casa Verde,58,4.0,$$,1036.389407249402,40.5730024149327,-74.1365318135734,3471 Richmond Rd,Lighthouse Hill,10306,restaurant
6707,Nori Sushi,100,3.5,$$,1009.7993666461188,40.5738067626953,-74.1175994873047,55 New Dorp Plz,Staten Island,10306,restaurant
6708,Classic Pizza,27,3.5,$,397.7558045119562,40.575512,-74.127824,3201 Richmond Rd,Staten Island,10306,restaurant
6709,Plaza Bagels & Deli,31,4.0,$,1009.3789015559752,40.57347088258309,-74.11791593778112,73 New Dorp Plz,Staten Island,10306,restaurant
6710,Cafe Con Pan,49,4.0,$,1105.002158070194,40.5737,-74.116305,32 New Dorp Plz S,Staten Island,10306,restaurant
6711,Ho’Brah a Taco Joint,44,4.0,$$,1033.3563034596891,40.57418,-74.11704,31 New Dorp Plz N,Staten Island,10306,restaurant
6712,Gourmet Chef,12,4.0,$,397.7558045119562,40.575512,-74.127824,3201 Richmond Rd,Staten Island,10306,restaurant
6713,Plaza Pizza,27,3.5,,1090.13631681816,40.57338,-74.11664,50 New Dorp Plz,Staten Island,10306,restaurant
6714,Trackside Bar Grill,20,3.5,$$,1010.3665053924368,40.573701,-74.117709,61 New Dorp Plz,Staten Island,10306,restaurant
6715,Frutas Locas Mary,2,5.0,,1089.3869579826253,40.5735567226216,-74.1166538975548,48 New Dorp Plz S,Staten Island,10306,restaurant
6716,Li's Happy Family,8,3.0,$,749.8339630950811,40.5754753,-74.1194476,8 New Dorp Ln,Staten Island,10306,restaurant
6717,Convenient Food Mart,1,4.0,,742.5118887372956,40.57552,-74.11972,2 New Dorp Ln,Staten Island,10306,restaurant
6718,Breezy Dogs Food Truck,28,4.5,$,615.842148644462,40.5671452811068,-73.8848531223694,57 Rockaway Point Blvd,Breezy Point,11697,restaurant
6719,Sugar Shack,7,3.0,,124.11314319730327,40.56626801911979,-73.89195867182396,2 Roxbury Ave,Breezy Point,11697,restaurant
6720,Pho Vietnam,358,4.0,$,58.818200952862846,40.598733,-73.958544,1243 Ave U,Brooklyn,11229,restaurant
6721,Sweetspot Cafe,133,4.5,$$,202.76804158049956,40.59903,-73.9616,2376 Coney Island Ave,Brooklyn,11223,restaurant
6722,Donut Shoppe Shaikh's Place,228,4.0,$,256.3053164991826,40.59899,-73.95622,1503 Ave U,Brooklyn,11229,restaurant
6723,El Mexicano Restaurant & Coffee,220,4.0,$,221.3875096087336,40.59858,-73.95653,2102 E 15th St,Brooklyn,11229,restaurant
6724,East Sushi Bistro,171,4.0,$$,546.9064092414654,40.59897,-73.9526999,2106 E 19th St,Brooklyn,11229,restaurant
6725,Stolovaya,123,4.0,$$,293.17496837352826,40.598411,-73.962577,813 Ave U,Brooklyn,11223,restaurant
6726,Golden Z,107,4.0,$,194.59711761009984,40.598533,-73.956928,1410 Ave U,Brooklyn,11229,restaurant
6727,Phở Hoài,337,3.5,$$,583.9755277357633,40.599163,-73.952319,1906 Avenue U,Brooklyn,11229,restaurant
6728,Chateau De Capitaine,145,4.0,$$$,513.8530859478205,40.594182,-73.961264,2570 Coney Island Ave,Brooklyn,11223,restaurant
6729,U Bar & Restaurant,81,4.0,,123.55226516546033,40.598165,-73.960569,1114 Ave U,Brooklyn,11223,restaurant
6730,Anthony's Place,229,4.0,$$,964.3942830957836,40.5928522,-73.9505447,2812 Ocean Ave,Brooklyn,11229,restaurant
6731,Simply Sweet - Plant Based-Gluten Free Desserts,31,5.0,,771.214756845628,40.5994,-73.95007,2106A Ave U,Brooklyn,11229,restaurant
6732,Mixed Greens,19,5.0,,303.50569724094123,40.596395,-73.961505,2486 Coney Island Ave,Brooklyn,11223,restaurant
6733,Shepherd’s Cup,47,4.5,,817.0193238791519,40.59976429225394,-73.94964611165665,2123 Ave U,Brooklyn,11229,restaurant
6734,Holy Schnitzel,73,4.0,$$,267.0649133905074,40.5984258900389,-73.9623450860381,819 Ave U,Brooklyn,11223,restaurant
6735,Prince Pizza,59,4.0,$,142.73402297838052,40.598573,-73.960874,1101 Ave U,Brooklyn,11223,restaurant
6736,Edo Asian Fusion,102,4.0,$$,888.3594048390981,40.606292381664,-73.9616475521669,2087 Coney Island Ave,Brooklyn,11223,restaurant
6737,Wing Hing Seafood Restaurant,60,3.5,$$,34.497045718926536,40.59861,-73.95956,1217 Avenue U,Brooklyn,11229,restaurant
6738,Hayashi,202,4.0,$$,1221.687617382772,40.590482,-73.94938,2901 Ocean Ave,Brooklyn,11235,restaurant
6739,La Villita,66,3.5,$,68.031045611431,40.59874,-73.95843,1249 Avenue U,Brooklyn,11229,restaurant
6740,Mitoushi Sushi Asian Fusion,75,3.5,$$,297.4286366617408,40.5965,-73.96146,2478 Coney Island Ave,Brooklyn,11223,restaurant
6741,Ginza Japanese Restaurant,137,4.0,$$,997.7455924011116,40.592975,-73.949867,2809 Ocean Ave,Brooklyn,11229,restaurant
6742,Gurman Restaurant,23,4.5,$$$,195.11673319102368,40.5984764099121,-73.9614944458008,2402 Coney Island Ave,Brooklyn,11223,restaurant
6743,Think Sweet,42,4.5,$,1079.1804863168654,40.60441,-73.96928,546 Kings Hwy,Brooklyn,11223,restaurant
6744,Omiya Sushi,185,3.5,$$,963.9635483117804,40.5999,-73.9479099,2317 Ave U,Brooklyn,11229,restaurant
6745,Carlo's Pizza,180,4.5,$,489.1922981506975,40.71259,-73.8781,74-02 Metropolitan Ave,Middle Village,11379,restaurant
6746,My Sushi,136,4.5,,945.6361503256776,40.724807980357,-73.8793373825363,7920 Eliot Ave,Middle Village,11379,restaurant
6747,Ma Kin,127,4.5,,483.13642934512745,40.7130368,-73.8775219,7419 Metropolitan Ave,Middle Village,11379,restaurant
6748,Gino's of Middle Village Pizza,78,4.5,$,906.4973693239898,40.7229424,-73.8741563,62-69 Dry Harbor Rd,Middle Village,11379,restaurant
6749,Royal Grill Halal Food,497,4.5,$,9681.79643100414,40.75621073292354,-73.98334948251191,44TH St And 6th Ave,New York,10018,restaurant
6750,Scott's Pizza Tours,363,5.0,$$,10773.013930290675,40.750244140625,-73.9970245361328,,New York,10001,restaurant
6751,Mysttik Masaala,448,4.5,$,9013.20069687694,40.75932,-73.97209,399 Park Ave,New York,10022,restaurant
6752,Burrito Blvd,83,4.0,$$,463.4448086288864,40.712444,-73.8794711838743,72-64 Metropolitan Ave,Middle Village,11379,restaurant
6753,Chick'n Rotonda,32,5.0,$$,743.8361385196271,40.7181135,-73.8726757,64-58 Dry Harbor Rd,Middle Village,11379,restaurant
6754,Villa Erasmo,79,4.0,$$,439.5936439021942,40.71685,-73.88626,69-61 Juniper Blvd S,Middle Village,11379,restaurant
6755,DiSO's Italian Sandwich Society,282,4.5,$$,8544.263230260574,40.7527323302057,-73.9705090608521,,New York,10036,restaurant
6756,Taj Village,69,4.5,$,823.3898126361681,40.713021,-73.87246,79-28 Metropolitan Ave,Middle Village,11379,restaurant
6757,Toyo Japanese Cuisine,109,3.5,$$,465.7974393878542,40.7125555,-73.8789931,73-06 Metropolitan Ave,Middle Village,11379,restaurant
6758,King Souvlaki - Astoria,345,4.0,$$,6418.952062338127,40.764355,-73.923586,31 St And 31 Ave,Astoria,11106,restaurant
6759,Panepinto Bakery,110,4.0,$,749.8336076412122,40.7216445,-73.8867587,7119 Eliot Ave,Middle Village,11379,restaurant
6760,Gyro Grill,237,3.5,$$,1301.4827181041471,40.72412,-73.86956,63-02 Woodhaven Blvd,Rego Park,11374,restaurant
6761,Metro Diner,74,3.5,$$,471.69572085204624,40.7126709,-73.878511,7324 Metropolitan Ave,Middle Village,11379,restaurant
6762,Mario's Meats and Gourmet Deli,37,4.5,$$,582.9430523079977,40.71326,-73.8756,7553 Metropolitan Ave,Middle Village,11379,restaurant
6763,Biryani Cart,559,3.5,$,9661.280087214636,40.757403,-73.9822503,46th St & 6th Ave,New York,10003,restaurant
6764,Steve's Deli,24,5.0,,966.1813707402292,40.710193,-73.873092,6833 79th St,Middle Village,11379,restaurant
6765,Rosa's Pizza,117,3.5,$,592.5701921078556,40.713317,-73.875422,7559 Metropolitan Ave,Middle Village,11379,restaurant
6766,Buon Cafe & Trattoria,159,3.0,$$,705.731324135787,40.72193,-73.88532,74-02 Eliot Ave,Middle Village,11379,restaurant
