Distance (m),Name,Neighbourhood,Zipcode,Reviews,Rating,Price,Latitude,Longitude,Borough,Category
702,Archie's Tap & Table,Pelham and Throgs Neck,10464,154,4.5,2,40.85311127,-73.78949738,Bronx,restaurant
583,Ohana Japanese Hibachi Seafood & Steakhouse,Pelham and Throgs Neck,10464,1313,3.274509804,3,40.8472467,-73.78648845,Bronx,restaurant
889,Sammy's Shrimp Box,Pelham and Throgs Neck,10464,2931,3.117647059,3,40.8472467,-73.78648845,Bronx,restaurant
5,The Snug,Pelham and Throgs Neck,10464,41,4,2,40.847187,-73.78617,Bronx,restaurant
111,Clipper Coffee,Pelham and Throgs Neck,10464,108,5,1,40.84633,-73.78598,Bronx,restaurant
222,Fire House Corner Deli Grocery,Pelham and Throgs Neck,10464,,,1,40.8472467,-73.78648845,Bronx,restaurant
368,Rays Cafe & Restaurant,Pelham and Throgs Neck,10464,,,2,40.8472467,-73.78648845,Bronx,restaurant
761,Portofino Restaurant,Pelham and Throgs Neck,10464,470,3.5,3,40.853397,-73.79028,Bronx,restaurant
629,City Island Delicatessan,Pelham and Throgs Neck,10464,,,1,40.8472467,-73.78648845,Bronx,restaurant
116,Anthony's Italian Restaurant,Pelham and Throgs Neck,10464,,,,40.8472467,-73.78648845,Bronx,restaurant
174,Shar-Jo Rest,Pelham and Throgs Neck,10464,,,,40.8472467,-73.78648845,Bronx,restaurant
193,A Taste Of Italy,Pelham and Throgs Neck,10464,,,,40.8472467,-73.78648845,Bronx,restaurant
219,Man Overboard Sports Bar and Grill,Pelham and Throgs Neck,10464,8,4.5,,40.845414,-73.785944,Bronx,restaurant
265,Bedford Park Gourmet Deli,Bronx Park and Fordham,10458,,3.117647059,1,40.87018516,-73.88551218,Bronx,restaurant
346,Jolly Tinker,Bronx Park and Fordham,10458,34,3.5,1,40.867552,-73.883549,Bronx,restaurant
625,Hudson Garden Grill,Bronx Park and Fordham,10458,404,4,2,40.86544744,-73.881548,Bronx,restaurant
464,La Rola Restaurant,Bronx Park and Fordham,10458,,2.098039216,2,40.87018516,-73.88551218,Bronx,restaurant
283,Rose Flower Restaurant,Bronx Park and Fordham,10458,15,4,1,40.86797,-73.88383,Bronx,restaurant
315,Dominican Bodega,Bronx Park and Fordham,10458,,,1,40.87018516,-73.88551218,Bronx,restaurant
949,Pine Tree Cafe,Bronx Park and Fordham,10458,,2.254901961,1,40.87018516,-73.88551218,Bronx,restaurant
401,Pique 86,Bronx Park and Fordham,10458,43,4.5,1,40.86967371,-73.89027245,Bronx,restaurant
436,House Pizza,Bronx Park and Fordham,10458,150,3.5,1,40.8740692,-73.884406,Bronx,restaurant
437,Bennys Pizza Pasta,Bronx Park and Fordham,10468,,,1,40.87018516,-73.88551218,Bronx,restaurant
501,Hookah Kings,Bronx Park and Fordham,10468,,,1,40.87018516,-73.88551218,Bronx,restaurant
996,Kingsbridge Coffee Shop & Deli,Bronx Park and Fordham,10468,21,4,1,40.86735,-73.8966,Bronx,restaurant
611,New King Wah,Bronx Park and Fordham,10458,,,1,40.87018516,-73.88551218,Bronx,restaurant
703,Empanadas Monumental,Bronx Park and Fordham,10467,,,,40.87018516,-73.88551218,Bronx,restaurant
776,Salsa Con Fuego,Bronx Park and Fordham,10468,4848,3,2,40.86227,-73.91149,Bronx,restaurant
688,Dallas BBQ,Bronx Park and Fordham,10468,255,3,2,40.86205,-73.91179,Bronx,restaurant
307,McDonald's,Crotona and Tremont,10453,1227,1.862745098,1,40.85572708,-73.91041596,Bronx,restaurant
278,Juniors Seafood Restaurant,Crotona and Tremont,10453,,,3,40.85572708,-73.91041596,Bronx,restaurant
374,China Star Buffet,Crotona and Tremont,10453,,,1,40.85572708,-73.91041596,Bronx,restaurant
583,Running Cool Restaurant,Crotona and Tremont,10453,,,2,40.85572708,-73.91041596,Bronx,restaurant
755,Trio Lounge,Bronx Park and Fordham,10468,,,2,40.85572708,-73.91041596,Bronx,restaurant
761,Fa Bene Pizza,Crotona and Tremont,10453,,,1,40.85572708,-73.91041596,Bronx,restaurant
855,Crown Fried Chicken,Crotona and Tremont,10457,,,1,40.85572708,-73.91041596,Bronx,restaurant
874,Peking Chinese Restaurant,Crotona and Tremont,10457,,,1,40.85572708,-73.91041596,Bronx,restaurant
884,Good Taste Chinese Restaurant,Bronx Park and Fordham,10458,,,1,40.85572708,-73.91041596,Bronx,restaurant
927,Taina Grocery,Crotona and Tremont,10457,,,1,40.85572708,-73.91041596,Bronx,restaurant
982,McDonald's,Bronx Park and Fordham,10468,1280,1.549019608,1,40.85572708,-73.91041596,Bronx,restaurant
105,Au Bon Pain,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
291,Mia Pizza & Subs,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
374,Oli 99 Cent Fresh Pizza,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
466,El Caridad,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
489,Milagrosa Juice Bar,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
564,Madison Cafe,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
617,Chinese Room Restaurant,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
709,BBQ Fordham Rd,Bronx Park and Fordham,10468,,,,40.85572708,-73.91041596,Bronx,restaurant
813,Grace Juice & Salad Bar,Crotona and Tremont,10457,,,,40.85572708,-73.91041596,Bronx,restaurant
832,Maribella Bar Restaurant,Bronx Park and Fordham,10468,,,,40.85572708,-73.91041596,Bronx,restaurant
842,Hamburger Society,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
843,Turn On To Love Club,Crotona and Tremont,10453,,,,40.85572708,-73.91041596,Bronx,restaurant
771,La Estrella Bar & Restaurant,HighBridge and Morrisania,10452,,3.352941176,,40.84789793,-73.91967159,Bronx,restaurant
856,Suyo Gastrofusion,HighBridge and Morrisania,10452,289,4.5,3,40.84061,-73.91825,Bronx,restaurant
828,Grandma's Pizza,Inwood and Washington Heights,10033,87,3.039215686,1,40.84789793,-73.91967159,Manhattan,restaurant
883,Sam's Deli,HighBridge and Morrisania,10452,,2.490196078,1,40.84789793,-73.91967159,Bronx,restaurant
276,University Deli,HighBridge and Morrisania,10452,,,1,40.84789793,-73.91967159,Bronx,restaurant
833,Wendy’s,HighBridge and Morrisania,10452,,2.254901961,1,40.84789793,-73.91967159,Bronx,restaurant
932,Popeyes Louisiana Kitchen,HighBridge and Morrisania,10452,,2.254901961,1,40.84789793,-73.91967159,Bronx,restaurant
989,McDonald's,HighBridge and Morrisania,10452,,2.176470588,1,40.84789793,-73.91967159,Bronx,restaurant
593,La Moneda Restaurant,Crotona and Tremont,10453,,,2,40.84789793,-73.91967159,Bronx,restaurant
611,Taqueria Huarache,HighBridge and Morrisania,10452,,,1,40.84789793,-73.91967159,Bronx,restaurant
805,Emergency Snack Bar,HighBridge and Morrisania,10452,58,2.5,1,40.8407664,-73.9216364,Bronx,restaurant
808,Las Sirenas Restaurant,Crotona and Tremont,10453,,,1,40.84789793,-73.91967159,Bronx,restaurant
842,John's Fried Chicken,HighBridge and Morrisania,10452,,,2,40.84789793,-73.91967159,Bronx,restaurant
870,Subaba,Inwood and Washington Heights,10033,,,,40.84789793,-73.91967159,Manhattan,restaurant
936,Kennedy Fried Chicken,Crotona and Tremont,10453,78,3.7,1,40.84789793,-73.91967159,Bronx,restaurant
975,Mi Reina Restaurant,Crotona and Tremont,10453,,,,40.84789793,-73.91967159,Bronx,restaurant
989,Cafe Cocina,HighBridge and Morrisania,10452,,,1,40.84789793,-73.91967159,Bronx,restaurant
183,Highbrid Internet Cafe,HighBridge and Morrisania,10452,,,,40.84789793,-73.91967159,Bronx,restaurant
486,Wing Wong Chinese Restaurant,Crotona and Tremont,10453,,,,40.84789793,-73.91967159,Bronx,restaurant
552,Jobri Cafe,Crotona and Tremont,10453,,,,40.84789793,-73.91967159,Bronx,restaurant
693,My Pizza,Crotona and Tremont,10453,380,2.5,2,40.849785,-73.9168998,Bronx,restaurant
774,Bravo Deli Grocery,HighBridge and Morrisania,10452,,,,40.84789793,-73.91967159,Bronx,restaurant
829,Momumento Sports Bar,Crotona and Tremont,10453,,,,40.84789793,-73.91967159,Bronx,restaurant
794,Best Deli & Grill,Bronx Park and Fordham,10458,,4.450980392,1,40.8609968,-73.89642656,Bronx,restaurant
912,Gino's Pastry Shop,Bronx Park and Fordham,10458,,4.607843137,1,40.8609968,-73.89642656,Bronx,restaurant
963,Tino's Delicatessen,Bronx Park and Fordham,10458,209,4,2,40.855761,-73.887075,Bronx,restaurant
996,Delillo Pastry Shop,Bronx Park and Fordham,10458,,4.529411765,1,40.8609968,-73.89642656,Bronx,restaurant
979,Casa Della Mozzarella Italian Deli,Bronx Park and Fordham,10458,235,5,2,40.85533,-73.88742,Bronx,restaurant
971,Zero Otto Nove,Bronx Park and Fordham,10458,1086,4.37254902,3,40.8609968,-73.89642656,Bronx,restaurant
986,Enzo's,Bronx Park and Fordham,10458,,4.294117647,1,40.8609968,-73.89642656,Bronx,restaurant
963,Full Moon Pizzeria,Bronx Park and Fordham,10458,329,4,1,40.85536,-73.88758,Bronx,restaurant
672,Cơm Tấm Ninh Kiều,Bronx Park and Fordham,10468,,3.666666667,1,40.8609968,-73.89642656,Bronx,restaurant
921,Howl at the Moon,Bronx Park and Fordham,10458,,3.823529412,,40.8609968,-73.89642656,Bronx,restaurant
991,Emilia's Restaurant,Bronx Park and Fordham,10458,217,4,2,40.85415,-73.88894,Bronx,restaurant
167,Fordham Fried Chicken & Seafood,Bronx Park and Fordham,10468,,2.882352941,1,40.8609968,-73.89642656,Bronx,restaurant
863,White Castle,Bronx Park and Fordham,10458,,3.431372549,1,40.8609968,-73.89642656,Bronx,restaurant
981,Clinton Hall,Bronx Park and Fordham,10458,398,3.274509804,2,40.8609968,-73.89642656,Bronx,restaurant
922,Rams Deli Plus,Bronx Park and Fordham,10458,,3.039215686,1,40.8609968,-73.89642656,Bronx,restaurant
502,Chipotle Mexican Grill,Bronx Park and Fordham,10458,,2.647058824,1,40.8609968,-73.89642656,Bronx,restaurant
993,Popeyes Louisiana Kitchen,Bronx Park and Fordham,10468,342,2.647058824,1,40.8609968,-73.89642656,Bronx,restaurant
131,China City,Bronx Park and Fordham,10458,,,1,40.8609968,-73.89642656,Bronx,restaurant
924,University Pizza & Restaurant,Bronx Park and Fordham,10458,,2.411764706,1,40.8609968,-73.89642656,Bronx,restaurant
311,Kennedy Fried Chicken,Bronx Park and Fordham,10468,,,1,40.8609968,-73.89642656,Bronx,restaurant
545,Hing Wang Restaurant,Bronx Park and Fordham,10458,,,1,40.8609968,-73.89642656,Bronx,restaurant
555,C. Kim's Fruit & Vegetable,Bronx Park and Fordham,10458,,,2,40.8609968,-73.89642656,Bronx,restaurant
582,El Lider Bar & Restaurant,Crotona and Tremont,10457,,,,40.8609968,-73.89642656,Bronx,restaurant
887,Napoli's Best Pizza,Crotona and Tremont,10457,16,4,1,40.84681,-73.8963,Bronx,restaurant
727,Subway,Crotona and Tremont,10460,91,3.039215686,1,40.84269616,-73.88735618,Bronx,restaurant
325,Domino's Pizza,Crotona and Tremont,10460,660,1.5,1,40.84209,-73.88354,Bronx,restaurant
653,IHOP,Crotona and Tremont,10460,1412,2.5,2,40.83708,-73.88479,Bronx,restaurant
883,Wendy’s,Crotona and Tremont,10457,,2.647058824,2,40.84269616,-73.88735618,Bronx,restaurant
364,Tremont Fish,Crotona and Tremont,10457,,,1,40.84269616,-73.88735618,Bronx,restaurant
476,Love Garden,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
560,Bronx Deli Grocery,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
593,La Bella Rosa Bakery,Crotona and Tremont,10457,,,1,40.84269616,-73.88735618,Bronx,restaurant
595,Kennedy Fried Chicken,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
605,Deli,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
973,The Dancing Crane Cafe,Crotona and Tremont,10460,,2.098039216,2,40.84269616,-73.88735618,Bronx,restaurant
615,El Gran Valle II,Crotona and Tremont,10460,,,2,40.84269616,-73.88735618,Bronx,restaurant
620,East 174th Street Deli Grocery,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
625,Los Amigos,Crotona and Tremont,10457,,,2,40.84269616,-73.88735618,Bronx,restaurant
656,Dragon City,Crotona and Tremont,10460,,,2,40.84269616,-73.88735618,Bronx,restaurant
705,Raffy Super Grocery,Crotona and Tremont,10457,,,1,40.84269616,-73.88735618,Bronx,restaurant
734,I Love NY Pizza,Crotona and Tremont,10457,,,1,40.84269616,-73.88735618,Bronx,restaurant
747,Twin Donut,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
747,Chin Ming Chan Chinese Kitchen,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
792,Brothers Food Market,Crotona and Tremont,10460,,,1,40.84269616,-73.88735618,Bronx,restaurant
946,Gustiamo,Crotona and Tremont,10460,,,,40.84269616,-73.88735618,Bronx,restaurant
964,Caribbean Sunshine Restaurant,Crotona and Tremont,10460,17,4,1,40.84012,-73.87634,Bronx,restaurant
969,Lucky Chinese Restaurant,Crotona and Tremont,10457,,,1,40.84269616,-73.88735618,Bronx,restaurant
1008,Five Star Restaurant,Crotona and Tremont,10457,,,1,40.84269616,-73.88735618,Bronx,restaurant
146,Alitalia Pizzeria,Crotona and Tremont,10460,10,4,2,40.839693,-73.875877,Bronx,restaurant
610,Taco Bell,Crotona and Tremont,10460,598,2.254901961,1,40.83947506,-73.87774475,Bronx,restaurant
190,Food Hai,Crotona and Tremont,10460,,,1,40.83947506,-73.87774475,Bronx,restaurant
124,McDonald's,Crotona and Tremont,10460,39,1,1,40.84039883,-73.87690089,Bronx,restaurant
397,Wang Zeng Feng,Crotona and Tremont,10460,,,,40.83947506,-73.87774475,Bronx,restaurant
400,3D's Legacy Salad Bar & Grill,Crotona and Tremont,10460,,,1,40.83947506,-73.87774475,Bronx,restaurant
424,El Salvadoreño,Crotona and Tremont,10460,19,3.5,1,40.84058918,-73.87307078,Bronx,restaurant
516,Bronx East Deli,Crotona and Tremont,10460,,,1,40.83947506,-73.87774475,Bronx,restaurant
595,Goodfellas Pizza Shack,Pelham and Throgs Neck,10472,,,2,40.83947506,-73.87774475,Bronx,restaurant
709,Chinese Five Star Restaurant,Pelham and Throgs Neck,10472,,,1,40.83947506,-73.87774475,Bronx,restaurant
760,Taqueria Lupita II,Crotona and Tremont,10460,11,3,1,40.83955383,-73.86869812,Bronx,restaurant
833,Bronx Coffee Shop,Crotona and Tremont,10460,,,,40.83947506,-73.87774475,Bronx,restaurant
861,El Nuevo Despertar,Crotona and Tremont,10460,,,2,40.83947506,-73.87774475,Bronx,restaurant
965,Bronx Drafthouse,HighBridge and Morrisania,10452,232,4,2,40.8278536,-73.9245554,Bronx,restaurant
784,Wholly guacamole,HighBridge and Morrisania,10452,,3.039215686,1,40.83662301,-73.92610209,Bronx,restaurant
778,Mohegan Sun Sports Bar,HighBridge and Morrisania,10451,,2.882352941,2,40.83662301,-73.92610209,Bronx,restaurant
278,Checkers,HighBridge and Morrisania,10452,339,4.1,1,40.83662301,-73.92610209,Bronx,restaurant
377,El Tina,HighBridge and Morrisania,10452,,,3,40.83662301,-73.92610209,Bronx,restaurant
974,Vega Alta Sports Bar,HighBridge and Morrisania,10452,,2.254901961,2,40.83662301,-73.92610209,Bronx,restaurant
434,Win Hing Restaurant,HighBridge and Morrisania,10452,,,1,40.83662301,-73.92610209,Bronx,restaurant
454,Lily's Restaurant,HighBridge and Morrisania,10452,,,1,40.83662301,-73.92610209,Bronx,restaurant
514,Tulcingo Bakery,HighBridge and Morrisania,10452,,,1,40.83662301,-73.92610209,Bronx,restaurant
561,National Bakery,HighBridge and Morrisania,10452,,,1,40.83662301,-73.92610209,Bronx,restaurant
777,The One Sushi,HighBridge and Morrisania,10452,,,2,40.83662301,-73.92610209,Bronx,restaurant
783,Blue Point Bleachers Bar,HighBridge and Morrisania,10451,,,3,40.83662301,-73.92610209,Bronx,restaurant
811,Nano Billiard Cafe,HighBridge and Morrisania,10456,9,4.5,2,40.83452068,-73.91732454,Bronx,restaurant
814,Double Dragon,HighBridge and Morrisania,10456,,,1,40.83662301,-73.92610209,Bronx,restaurant
825,Sun Fung Chinese Restaurant,HighBridge and Morrisania,10452,,,1,40.83662301,-73.92610209,Bronx,restaurant
986,Eastern Style Chinese,HighBridge and Morrisania,10456,10,4,1,40.83385947,-73.91496258,Bronx,restaurant
202,Deli Group Corporation,HighBridge and Morrisania,10452,,,,40.83662301,-73.92610209,Bronx,restaurant
229,El Barrio,HighBridge and Morrisania,10452,,,,40.83662301,-73.92610209,Bronx,restaurant
618,Xochimilco Family Restaurant,Hunts Point and Mott Haven,10455,126,4.5,2,40.8185645,-73.9168277,Bronx,restaurant
879,Mexicocina,Hunts Point and Mott Haven,10455,196,4,2,40.81188453,-73.90966714,Bronx,restaurant
544,Porto Salvo,HighBridge and Morrisania,10451,183,4.5,2,40.82368,-73.91294,Bronx,restaurant
868,Pitusa Bakery,Hunts Point and Mott Haven,10455,,4.215686275,1,40.81975437,-73.90942161,Bronx,restaurant
636,Johnson's BBQ,HighBridge and Morrisania,10456,42,3.5,2,40.8223877,-73.90271759,Bronx,restaurant
652,Giovani's Big Pizza,Hunts Point and Mott Haven,10459,12,4,1,40.8199807,-73.9019161,Bronx,restaurant
507,Lechonera La Piraña,Hunts Point and Mott Haven,10455,44,5,1,40.81565498,-73.906244,Bronx,restaurant
727,Seis Vecinos Restaurant,Hunts Point and Mott Haven,10455,156,3.5,2,40.81533,-73.90317,Bronx,restaurant
730,La Granja Peruvian Restaurant,Hunts Point and Mott Haven,10455,,3.117647059,2,40.81975437,-73.90942161,Bronx,restaurant
606,McDonald's,HighBridge and Morrisania,10456,1819,2.803921569,1,40.81975437,-73.90942161,Bronx,restaurant
792,Venice Restaurant & Pizzeria,Hunts Point and Mott Haven,10455,,2.960784314,3,40.81975437,-73.90942161,Bronx,restaurant
286,Subway,HighBridge and Morrisania,10451,112,2.490196078,1,40.81975437,-73.90942161,Bronx,restaurant
896,Popeyes Louisiana Kitchen,Hunts Point and Mott Haven,10455,503,2.882352941,1,40.81975437,-73.90942161,Bronx,restaurant
625,McDonald's,Hunts Point and Mott Haven,10455,,2.333333333,1,40.81975437,-73.90942161,Bronx,restaurant
342,New China Restaurant,Hunts Point and Mott Haven,10455,,,1,40.81975437,-73.90942161,Bronx,restaurant
442,Pastora Bakery,Hunts Point and Mott Haven,10455,,,1,40.81975437,-73.90942161,Bronx,restaurant
466,Delicioso Coco Helado,HighBridge and Morrisania,10456,,,2,40.81975437,-73.90942161,Bronx,restaurant
481,Triple A Chinese Restaurant,Hunts Point and Mott Haven,10455,,,1,40.81975437,-73.90942161,Bronx,restaurant
632,Lupita's Restaurant,HighBridge and Morrisania,10451,,,1,40.81975437,-73.90942161,Bronx,restaurant
657,Parrilla Latina Steakhouse,Hunts Point and Mott Haven,10455,,,2,40.81975437,-73.90942161,Bronx,restaurant
712,King Steaks,Hunts Point and Mott Haven,10455,,,2,40.81975437,-73.90942161,Bronx,restaurant
744,Evolution Gourmet Deli,Hunts Point and Mott Haven,10459,,,1,40.81975437,-73.90942161,Bronx,restaurant
812,Ivy Juice Bar & Deli,Hunts Point and Mott Haven,10455,,,1,40.81975437,-73.90942161,Bronx,restaurant
888,El Nuevo Delicioso,Hunts Point and Mott Haven,10455,,,1,40.81975437,-73.90942161,Bronx,restaurant
912,149 Grill,Hunts Point and Mott Haven,10455,,,1,40.81975437,-73.90942161,Bronx,restaurant
638,Mottley Kitchen,Hunts Point and Mott Haven,10454,405,4.5,2,40.81008562,-73.92168683,Bronx,restaurant
684,La Morada,Hunts Point and Mott Haven,10454,174,4.5,2,40.810552,-73.92142,Bronx,restaurant
695,The Bronx Brewery,Hunts Point and Mott Haven,10454,,4.137254902,2,40.80623875,-73.91609987,Bronx,restaurant
962,Beatstro,Hunts Point and Mott Haven,10454,530,4,2,40.80737,-73.92752,Bronx,restaurant
151,Bay Pizza,Hunts Point and Mott Haven,10454,,2.725490196,1,40.80623875,-73.91609987,Bronx,restaurant
974,Hudson Smokehouse,Hunts Point and Mott Haven,10454,108,4,2,40.80706243,-73.92756051,Bronx,restaurant
862,Bricks & Hops Beer Garden,Hunts Point and Mott Haven,10454,,2.882352941,1,40.80623875,-73.91609987,Bronx,restaurant
951,Papa John's Pizza,Hunts Point and Mott Haven,10455,,2.568627451,1,40.80623875,-73.91609987,Bronx,restaurant
991,Gio's Pizza & Restaurant,Hunts Point and Mott Haven,10454,,2.490196078,1,40.80623875,-73.91609987,Bronx,restaurant
173,No. 1 Wok,Hunts Point and Mott Haven,10454,,,1,40.80623875,-73.91609987,Bronx,restaurant
179,Master Grill,Hunts Point and Mott Haven,10454,116,3,2,40.805913,-73.913984,Bronx,restaurant
196,St Ann's Cafe,Hunts Point and Mott Haven,10454,10,3,2,40.80789,-73.91708,Bronx,restaurant
312,Alians Deli,Hunts Point and Mott Haven,10454,,,1,40.80623875,-73.91609987,Bronx,restaurant
344,Dallas Fried Chicken,Hunts Point and Mott Haven,10454,,,1,40.80623875,-73.91609987,Bronx,restaurant
470,Zaros Bread Basket,Hunts Point and Mott Haven,10454,,,1,40.80623875,-73.91609987,Bronx,restaurant
682,Empanology,Hunts Point and Mott Haven,10454,,,2,40.80623875,-73.91609987,Bronx,restaurant
694,Willis Gourmet Deli,Hunts Point and Mott Haven,10454,,,1,40.80623875,-73.91609987,Bronx,restaurant
759,El Guapo Pizzeria,Hunts Point and Mott Haven,10454,,,1,40.80623875,-73.91609987,Bronx,restaurant
786,Walnut Bus Stop,Hunts Point and Mott Haven,10454,153,2.5,1,40.80048,-73.91064,Bronx,restaurant
807,McDonald's,Hunts Point and Mott Haven,10454,,1.784313725,1,40.80623875,-73.91609987,Bronx,restaurant
946,Chocobar Cortes,Hunts Point and Mott Haven,10454,306,4.5,2,40.80738299,-73.92733223,Bronx,restaurant
972,Hagar Deli Discount,Hunts Point and Mott Haven,10454,,,1,40.80623875,-73.91609987,Bronx,restaurant
872,Valencia Bakery,Hunts Point and Mott Haven,10454,,4.68627451,1,40.80166363,-73.91322139,Bronx,restaurant
606,Milk Burger,Hunts Point and Mott Haven,10454,623,4,2,40.80357,-73.9201099,Bronx,restaurant
835,Golden Pizza,Hunts Point and Mott Haven,10454,29,4,1,40.80751,-73.9194799,Bronx,restaurant
186,Carmen and Cindy Restaurant,Hunts Point and Mott Haven,10454,,,2,40.80166363,-73.91322139,Bronx,restaurant
347,Caridad Express,Hunts Point and Mott Haven,10454,,,2,40.80166363,-73.91322139,Bronx,restaurant
