Borough,Neighbourhood,Latitude,Longitude,ll,Zipcode,ll_round
Staten Island,Annadale,40.53811417474507,-74.17854866165878,"40.53811417474507,-74.17854866165878",10312.0,"40.538,-74.179"
Staten Island,Woodrow,40.54196762288876,-74.20524582480326,"40.54196762288876,-74.20524582480326",10309.0,"40.542,-74.205"
Staten Island,Tottenville,40.50533376115642,-74.24656934235283,"40.50533376115642,-74.24656934235283",10307.0,"40.505,-74.247"
Staten Island,Tompkinsville,40.637316067110326,-74.08055351790115,"40.637316067110326,-74.08055351790115",10301.0,"40.637,-74.081"
Staten Island,Silver Lake,40.61919310792676,-74.09629029235458,"40.61919310792676,-74.09629029235458",10301.0,"40.619,-74.096"
Staten Island,Sunnyside,40.61276015756489,-74.0971255217853,"40.61276015756489,-74.0971255217853",10301.0,"40.613,-74.097"
Brooklyn,Ditmas Park,40.643675183340974,-73.96101312466779,"40.643675183340974,-73.96101312466779",11218.0,"40.644,-73.961"
Brooklyn,Wingate,40.66094656188111,-73.93718680559314,"40.66094656188111,-73.93718680559314",11213.0,"40.661,-73.937"
Brooklyn,Rugby,40.65557231328077,-73.92688212616955,"40.65557231328077,-73.92688212616955",11203.0,"40.656,-73.927"
Staten Island,Park Hill,40.60919044434558,-74.08015734936296,"40.60919044434558,-74.08015734936296",10304.0,"40.609,-74.08"
Staten Island,Westerleigh,40.62109047275409,-74.13304143951704,"40.62109047275409,-74.13304143951704",10302.0,"40.621,-74.133"
Staten Island,Graniteville,40.620171512231884,-74.15315246387762,"40.620171512231884,-74.15315246387762",10303.0,"40.62,-74.153"
Staten Island,Arlington,40.63532509911492,-74.16510420241124,"40.63532509911492,-74.16510420241124",10303.0,"40.635,-74.165"
Staten Island,Arrochar,40.596312571276734,-74.06712363225574,"40.596312571276734,-74.06712363225574",10305.0,"40.596,-74.067"
Staten Island,Grasmere,40.59826835959991,-74.0766743627905,"40.59826835959991,-74.0766743627905",10304.0,"40.598,-74.077"
Staten Island,Old Town,40.59632891379513,-74.08751118005578,"40.59632891379513,-74.08751118005578",10305.0,"40.596,-74.088"
Staten Island,Dongan Hills,40.58867294819928,-74.09639905312521,"40.58867294819928,-74.09639905312521",10305.0,"40.589,-74.096"
Staten Island,Midland Beach,40.57352690574283,-74.09348266303591,"40.57352690574283,-74.09348266303591",10306.0,"40.574,-74.093"
Staten Island,Grant City,40.57621558711788,-74.10585598545434,"40.57621558711788,-74.10585598545434",10306.0,"40.576,-74.106"
Staten Island,New Dorp Beach,40.56425549307335,-74.10432707469124,"40.56425549307335,-74.10432707469124",10306.0,"40.564,-74.104"
Staten Island,Bay Terrace,40.55398800858462,-74.13916622175768,"40.55398800858462,-74.13916622175768",10308.0,"40.554,-74.139"
Staten Island,Huguenot,40.531911920489605,-74.19174105747814,"40.531911920489605,-74.19174105747814",10312.0,"40.532,-74.192"
Staten Island,Pleasant Plains,40.524699376118136,-74.21983106616777,"40.524699376118136,-74.21983106616777",10309.0,"40.525,-74.22"
Staten Island,Butler Manor,40.50608165346305,-74.22950350260027,"40.50608165346305,-74.22950350260027",,"40.506,-74.23"
Staten Island,Charleston,40.53053148283314,-74.23215775896526,"40.53053148283314,-74.23215775896526",10309.0,"40.531,-74.232"
Staten Island,Rossville,40.54940400650072,-74.21572851113952,"40.54940400650072,-74.21572851113952",10309.0,"40.549,-74.216"
Staten Island,Arden Heights,40.54928582278321,-74.18588674583893,"40.54928582278321,-74.18588674583893",10312.0,"40.549,-74.186"
Staten Island,Greenridge,40.5552952361732,-74.17079414786092,"40.5552952361732,-74.17079414786092",10312.0,"40.555,-74.171"
Staten Island,Heartland Village,40.58913894875281,-74.15902208156601,"40.58913894875281,-74.15902208156601",10314.0,"40.589,-74.159"
Staten Island,Chelsea,40.59472602746295,-74.1895604551969,"40.59472602746295,-74.1895604551969",10314.0,"40.595,-74.19"
Staten Island,Bloomfield,40.60577868452358,-74.18725638381567,"40.60577868452358,-74.18725638381567",10314.0,"40.606,-74.187"
Staten Island,Bulls Head,40.6095918004203,-74.15940948657122,"40.6095918004203,-74.15940948657122",10314.0,"40.61,-74.159"
Manhattan,Carnegie Hill,40.7826825671257,-73.95325646837112,"40.7826825671257,-73.95325646837112",10028.0,"40.783,-73.953"
Manhattan,Noho,40.72325901885768,-73.98843368023597,"40.72325901885768,-73.98843368023597",10012.0,"40.723,-73.988"
Manhattan,Civic Center,40.71522892046282,-74.00541529873355,"40.71522892046282,-74.00541529873355",10013.0,"40.715,-74.005"
Manhattan,Midtown South,40.7485096643122,-73.98871313285247,"40.7485096643122,-73.98871313285247",10016.0,"40.749,-73.989"
Staten Island,Richmond Town,40.56960594275505,-74.1340572986257,"40.56960594275505,-74.1340572986257",10306.0,"40.57,-74.134"
Staten Island,Shore Acres,40.60971934079284,-74.06667766061771,"40.60971934079284,-74.06667766061771",10305.0,"40.61,-74.067"
Staten Island,Clifton,40.61917845202843,-74.072642445484,"40.61917845202843,-74.072642445484",10304.0,"40.619,-74.073"
Staten Island,Concord,40.6044731896879,-74.08402364740358,"40.6044731896879,-74.08402364740358",10305.0,"40.604,-74.084"
Staten Island,Emerson Hill,40.606794394801,-74.09776206972522,"40.606794394801,-74.09776206972522",10304.0,"40.607,-74.098"
Staten Island,Randall Manor,40.63563000681151,-74.09805062373887,"40.63563000681151,-74.09805062373887",10301.0,"40.636,-74.098"
Staten Island,Howland Hook,40.63843283794795,-74.18622331749823,"40.63843283794795,-74.18622331749823",7202.0,"40.638,-74.186"
Staten Island,Elm Park,40.63014674119383,-74.1418167896889,"40.63014674119383,-74.1418167896889",10303.0,"40.63,-74.142"
Brooklyn,Remsen Village,40.65211745179349,-73.91665331978048,"40.65211745179349,-73.91665331978048",11236.0,"40.652,-73.917"
Brooklyn,New Lots,40.6627442796966,-73.88511776379292,"40.6627442796966,-73.88511776379292",11207.0,"40.663,-73.885"
Brooklyn,Paerdegat Basin,40.63131755039667,-73.90233474295836,"40.63131755039667,-73.90233474295836",11236.0,"40.631,-73.902"
Brooklyn,Mill Basin,40.61597423962336,-73.91515391550404,"40.61597423962336,-73.91515391550404",11234.0,"40.616,-73.915"
Queens,Jamaica Hills,40.71145964370482,-73.79646462081593,"40.71145964370482,-73.79646462081593",11432.0,"40.711,-73.796"
Queens,Utopia,40.73350025429757,-73.79671678028349,"40.73350025429757,-73.79671678028349",11365.0,"40.734,-73.797"
Queens,Pomonok,40.73493618075478,-73.80486120040537,"40.73493618075478,-73.80486120040537",11365.0,"40.735,-73.805"
Queens,Astoria Heights,40.7703173929982,-73.89467996270574,"40.7703173929982,-73.89467996270574",11105.0,"40.77,-73.895"
Bronx,Claremont Village,40.83142834161548,-73.90119903387667,"40.83142834161548,-73.90119903387667",10459.0,"40.831,-73.901"
Bronx,Concourse Village,40.824780490842905,-73.91584652759009,"40.824780490842905,-73.91584652759009",10456.0,"40.825,-73.916"
Bronx,Mount Eden,40.84382617671654,-73.91655551964419,"40.84382617671654,-73.91655551964419",10452.0,"40.844,-73.917"
Bronx,Mount Hope,40.84884160724665,-73.90829930881988,"40.84884160724665,-73.90829930881988",10453.0,"40.849,-73.908"
Manhattan,Sutton Place,40.76028033131374,-73.96355614094303,"40.76028033131374,-73.96355614094303",10065.0,"40.76,-73.964"
Queens,Hunters Point,40.743414090073536,-73.95386782130745,"40.743414090073536,-73.95386782130745",11101.0,"40.743,-73.954"
Manhattan,Turtle Bay,40.75204236950722,-73.96770824581834,"40.75204236950722,-73.96770824581834",10022.0,"40.752,-73.968"
Manhattan,Tudor City,40.7469174107402,-73.97121928722265,"40.7469174107402,-73.97121928722265",10017.0,"40.747,-73.971"
Manhattan,Stuyvesant Town,40.73099955477061,-73.97405170469203,"40.73099955477061,-73.97405170469203",10009.0,"40.731,-73.974"
Manhattan,Flatiron,40.739673047638426,-73.9909471052826,"40.739673047638426,-73.9909471052826",10011.0,"40.74,-73.991"
Queens,Sunnyside Gardens,40.74565180608076,-73.91819286431682,"40.74565180608076,-73.91819286431682",11104.0,"40.746,-73.918"
Queens,Blissville,40.73725071694497,-73.93244235260178,"40.73725071694497,-73.93244235260178",11101.0,"40.737,-73.932"
Brooklyn,Fulton Ferry,40.70328109093014,-73.99550751888415,"40.70328109093014,-73.99550751888415",11201.0,"40.703,-73.996"
Brooklyn,Vinegar Hill,40.70332149882874,-73.98111603592393,"40.70332149882874,-73.98111603592393",11201.0,"40.703,-73.981"
Brooklyn,Weeksville,40.67503986503237,-73.93053108817338,"40.67503986503237,-73.93053108817338",11233.0,"40.675,-73.931"
Brooklyn,Broadway Junction,40.67786104769531,-73.90331684852599,"40.67786104769531,-73.90331684852599",11207.0,"40.678,-73.903"
Brooklyn,Dumbo,40.70317632822692,-73.9887528074504,"40.70317632822692,-73.9887528074504",11201.0,"40.703,-73.989"
Staten Island,Manor Heights,40.60180957631444,-74.12059399718001,"40.60180957631444,-74.12059399718001",10314.0,"40.602,-74.121"
Staten Island,Willowbrook,40.60370692627371,-74.13208447484298,"40.60370692627371,-74.13208447484298",10314.0,"40.604,-74.132"
Staten Island,Sandy Ground,40.541139922091766,-74.21776636068567,"40.541139922091766,-74.21776636068567",10309.0,"40.541,-74.218"
Staten Island,Egbertville,40.579118742961214,-74.12727240604946,"40.579118742961214,-74.12727240604946",10306.0,"40.579,-74.127"
Queens,Roxbury,40.56737588957032,-73.89213760232822,"40.56737588957032,-73.89213760232822",11697.0,"40.567,-73.892"
Brooklyn,Homecrest,40.598525095137255,-73.95918459428702,"40.598525095137255,-73.95918459428702",11229.0,"40.599,-73.959"
Queens,Middle Village,40.716414511158185,-73.88114319200604,"40.716414511158185,-73.88114319200604",11379.0,"40.716,-73.881"
Staten Island,Prince's Bay,40.52626406734812,-74.20152556457658,"40.52626406734812,-74.20152556457658",10312.0,"40.526,-74.202"
Staten Island,Lighthouse Hill,40.57650629379489,-74.13792663771568,"40.57650629379489,-74.13792663771568",10306.0,"40.577,-74.138"
Staten Island,Richmond Valley,40.51954145748909,-74.22957080626941,"40.51954145748909,-74.22957080626941",10309.0,"40.52,-74.23"
Queens,Malba,40.79060155670148,-73.82667757138641,"40.79060155670148,-73.82667757138641",11357.0,"40.791,-73.827"
Brooklyn,Highland Park,40.6819989345173,-73.890345709872,"40.6819989345173,-73.890345709872",11207.0,"40.682,-73.89"
Brooklyn,Madison,40.60937770113766,-73.94841515328893,"40.60937770113766,-73.94841515328893",11229.0,"40.609,-73.948"
Bronx,Bronxdale,40.85272297633017,-73.86172577555115,"40.85272297633017,-73.86172577555115",10462.0,"40.853,-73.862"
Bronx,Allerton,40.86578787802982,-73.85931863221647,"40.86578787802982,-73.85931863221647",10467.0,"40.866,-73.859"
Bronx,Kingsbridge Heights,40.8703923914147,-73.90152264513144,"40.8703923914147,-73.90152264513144",10468.0,"40.87,-73.902"
Brooklyn,Erasmus,40.64692606658579,-73.94817709920184,"40.64692606658579,-73.94817709920184",11226.0,"40.647,-73.948"
Manhattan,Hudson Yards,40.75665808227519,-74.00011136202637,"40.75665808227519,-74.00011136202637",10001.0,"40.757,-74.0"
Queens,Hammels,40.58733774018741,-73.80553002968718,"40.58733774018741,-73.80553002968718",11693.0,"40.587,-73.806"
Queens,Bayswater,40.61132169128384,-73.76596781445627,"40.61132169128384,-73.76596781445627",11691.0,"40.611,-73.766"
Queens,Queensbridge,40.75609129709471,-73.94563070334091,"40.75609129709471,-73.94563070334091",11101.0,"40.756,-73.946"
Staten Island,Fox Hills,40.61731079252983,-74.08173992211962,"40.61731079252983,-74.08173992211962",10304.0,"40.617,-74.082"
