Borough,Neighbourhood,Latitude,Longitude,Zipcode,Median_Cost_Per_Studio,Median_Cost_Per_1_Bed,Median_Cost_Per_2_Bed,Avg_Cost_Per_Studio,Avg_Cost_Per_1_Bed,Avg_Cost_Per_2_Bed,Avg_Cost_Per_3_Bed,Restaurant_Count_Name,Restaurant_Mean_Distance (m),Restaurant_Mean_Rating,Restaurant_Mean_Price,Restaurant_Sum_Reviews,School_Count_Name,Park_Count_Name,Transit_Count_Name,Grocery_Count_Name,Rat_Mean_Case Open?,Rat_Mean_Days Complaint Open,Uber_Sum_Ride Count,Uber_Mean_Ride Count,Resto_Cluster,Transport_Cluster,Location_Cluster,Resto_Rat_Cluster,POI_Cluster
Manhattan,Murray Hill,40.7562146,-73.89554739,10016,2400,3350,4678,2474,3426,4653,6568,97,562.0441167,3.984127967,1.850574713,23931,20,8,13,2,0,10.04825737,355,1,1,3,1,1,0
Manhattan,Chelsea,40.66938037,-74.09633839,10014,2659.75,3365.75,5498,2794,4062,6997,11031,41,503.5365854,4.134640523,1.914285714,0,0,0,0,0,0.003824092,12.17112811,305,1,1,3,1,3,2
Manhattan,Greenwich Village,40.72693289,-73.99991403,10003,2400,3247,3675,2828,4116,8000,12418,79,1035.45311,4.258351948,2.102564103,106864,13,10,9,9,0.004712535,11.43355325,869,1,1,3,1,1,0
Manhattan,East Village,40.72784678,-73.98222617,10009,1850,2425,2933,2608,3280,4044,5289,25,329.96,4.388235294,1.826086957,0,0,0,0,0,0.002631579,11.61929825,369,1,1,3,1,3,2
Manhattan,Lower East Side,40.71780675,-73.98089032,10002,2275,2375,3195,2710,3524,4699,5543,57,620.7096448,4.24623323,1.962264151,73147,21,12,41,15,0.009353741,11.18707483,0,0,1,2,1,1,0
Manhattan,Tribeca,40.72152197,-74.01068329,10012,2538,3800,5625,3502,5543,9650,15886,25,498.28,4.369411765,2.08,0,0,0,0,0,0,0,446,1,1,3,1,3,2
Manhattan,Little Italy,40.71932379,-73.99730467,10013,1450,3000,3850,,,,,25,391,4.444705882,2.166666667,0,0,0,0,0,0,0,261,1,1,3,1,3,2
Manhattan,Soho,40.72218384,-74.00065667,10012,2443.5,2960,3675,,,,,25,409.92,4.438431373,2.208333333,0,0,0,0,0,0.008168028,11.36522754,553,1,1,3,1,3,2
Manhattan,West Village,40.73443394,-74.00617998,10014,2300,3310,4995,2765,4169,7026,11903,47,366.5302386,4.326574885,2.446808511,52854,10,20,24,4,0,8.429467085,699,1,1,3,1,1,0
Manhattan,Manhattan Valley,40.79730704,-73.96428618,10025,,,,,,,,64,484.7756023,4.138572304,1.75,27350,22,19,23,12,0.003833866,8.42428115,1,1,1,0,1,1,0
Manhattan,Morningside Heights,40.80799974,-73.96389628,10027,,,,2329,2929,3179,4105,62,633.0732159,4.085736875,1.762711864,43790,15,22,32,15,0.001150748,10.56041427,215,1,1,0,1,1,0
Manhattan,Gramercy,40.73720983,-73.98137595,10010,2405,3513.5,4756.5,,,,,35,496.3162309,4.271596639,2.212121212,30858,15,12,29,10,0.003797468,11.33291139,129,1,1,0,1,1,0
Manhattan,Battery Park City,40.71193198,-74.01686931,10013,2200,2733,4431,2823,3573,6859,10574,24,599.3333333,4.31372549,1.80952381,0,0,1,0,0,0,11.02439024,39,1,1,0,1,3,2
Manhattan,Financial District,40.70710711,-74.01066545,10038,2195,3027,3650,2955,3965,6065,10653,44,423.155275,4.211586453,1.952380952,16169,7,2,8,4,0.005128205,12.67692308,7,1,1,0,1,1,2
Queens,Astoria,40.76850859,-73.91565374,11105,1575,1875,2200,,,,,25,614.68,4.425882353,1.782608696,0,0,0,0,0,0.005479452,11.68219178,12,1,0,0,1,3,1
Queens,Woodside,40.74634909,-73.90184167,11372,1550,1547.5,2061.5,,,,,25,470.32,3.735686275,1.52173913,0,0,0,0,3,0.003095975,10.16099071,7,1,0,0,1,3,1
Queens,Jackson Heights,40.75198138,-73.88282109,11372,1575,1800,2150,,,,,67,616.1323718,4.055809189,1.833333333,34779,17,20,11,18,0.01056338,9.077464789,15,1,0,0,1,1,0
Queens,Elmhurst,40.74404851,-73.88165622,11373,1563,1800,2236,,,,,25,556.52,4.030588235,1.56,0,0,0,0,0,0.009174312,10.59633028,3,1,0,0,1,3,1
Queens,Howard Beach,40.65422528,-73.83813765,11414,1100,1625,2200,,,,,54,474.0893077,3.731336238,1.679245283,27534,17,4,24,2,0,12.2962963,1,1,0,0,1,1,1
Queens,Corona,40.74238175,-73.85682497,11373,1500,1600,1950,,,,,25,681.24,3.674509804,1.708333333,0,0,0,0,0,0,0,1,1,0,0,1,3,1
Queens,Forest Hills,40.72526378,-73.84447501,11375,1575,1750,2150,,,,,25,653.24,3.600784314,1.47826087,0,0,0,0,0,0,20.66666667,0,0,0,1,1,0,1
Queens,Kew Gardens,40.70517904,-73.82981906,11415,1450,1800,2125,,,,,45,534.259607,3.70439691,1.487804878,8511,10,7,14,2,0.032258065,12.25806452,2,1,0,0,1,2,1
Queens,Richmond Hill,40.69794731,-73.83183321,11418,2200,1695,1980,,,,,48,542.8703023,3.70647653,1.512195122,7449,20,6,14,8,0,10.79518072,0,0,0,1,1,3,1
Queens,Flushing,40.7644542,-73.831773,11354,1600,1750,2225,,,,,77,479.5608621,3.987216705,1.763888889,52237,26,16,30,16,0,16.78222222,2,1,0,0,1,1,0
Queens,Long Island City,40.75021735,-73.93920224,11101,1971,2500,3300,,,,,25,510.64,3.955294118,1.695652174,0,0,0,0,0,0.010695187,16.51871658,66,1,0,0,1,3,1
Queens,Sunnyside,40.67646822,-74.01202085,11104,,,,,,,,41,646.8536585,3.845588235,1.485714286,0,0,0,0,0,0,0,4,1,0,0,1,3,1
Queens,East Elmhurst,40.76407324,-73.86704148,11368,1375,1700,2000,,,,,25,716.68,2.735294118,1.64,0,0,0,0,0,0,11.55844156,0,0,0,1,1,3,1
Queens,Maspeth,40.72542737,-73.89621714,11378,2000,1750,2000,,,,,48,449.9065584,3.740998217,1.522727273,10623,19,16,14,4,0.02173913,14.05797101,1,1,0,0,1,2,1
Queens,Ridgewood,40.70832316,-73.90143518,11385,1811,1800,2000,,,,,25,666.76,3.600784314,1.666666667,0,0,0,0,0,0.005847953,8.909356725,2,1,0,0,1,3,1
Queens,Glendale,40.70276243,-73.87074167,11385,1400,1675,2000,,,,,79,640.6793734,3.815196078,1.5,23693,28,16,28,10,0,10.075,1,1,0,0,1,1,0
Queens,Rego Park,40.72897409,-73.85782687,11375,1673,1850,2300,,,,,25,534.8,3.023529412,1.291666667,0,0,0,1,0,0.017241379,13.70402299,3,1,0,0,1,2,1
Queens,Woodhaven,40.68988688,-73.85811047,11421,1500,1600,1925,,,,,40,501.7830564,3.672210953,1.342105263,6676,11,7,13,9,0,14.38461538,0,0,0,1,1,3,1
Queens,Ozone Park,40.68070847,-73.84320266,11417,1800,1888,2100,,,,,24,624.375,2.733333333,1.458333333,0,0,0,0,0,0,19.67149758,3,1,0,0,1,0,1
Queens,South Ozone Park,40.66854958,-73.80986479,11420,1085,1600,1950,,,,,42,797.2736784,3.713362382,1.444444444,5288,15,3,11,2,0,13.64646465,0,0,0,1,1,3,1
Queens,College Point,40.78490275,-73.84304529,11356,3000,1700,1900,,,,,58,482.8742397,3.649921569,1.625,11966,20,6,22,7,0,9.022222222,0,0,0,1,1,3,1
Queens,Whitestone,40.78129077,-73.81420217,11357,1150,1700,2150,,,,,25,748.48,3.154995331,1.64,0,0,0,0,0,0,10.18421053,1,1,0,0,1,3,1
Queens,Bayside,40.76604063,-73.77427363,11361,1850,1675,2300,,,,,62,643.2250216,3.846710942,1.894736842,26426,22,2,17,1,0,8.75862069,0,0,0,1,1,1,1
Queens,Auburndale,40.76172955,-73.79176244,11358,1838,1675,2175,,,,,25,663.76,3.249411765,1.583333333,0,0,0,0,0,0,13.03846154,1,1,0,0,1,3,1
Queens,Little Neck,40.77082619,-73.73889776,11362,,1875,3275,,,,,25,376.8,3.231729055,1.913043478,0,1,0,0,0,0,0,2,1,0,0,1,3,1
Queens,Douglaston,40.7668461,-73.74249821,11362,1300,1700,2645,,,,,46,470.9057756,3.797704448,1.909090909,12113,16,3,14,0,0,25.07142857,0,0,0,1,1,0,1
Queens,Glen Oaks,40.7494408,-73.71548119,11004,1575,2400,2000,,,,,25,624.4,3.164705882,1.391304348,0,0,0,0,0,0,29.32,2,1,0,0,1,0,1
Queens,Bellerose,40.72857318,-73.72012815,11426,1700,3386,2200,,,,,51,605.3896519,3.867647059,1.477272727,8463,12,4,14,5,0,14.19230769,0,0,0,1,1,3,1
Queens,Kew Gardens Hills,40.72257824,-73.82087765,11367,1450,1699,2100,,,,,47,702.5600581,3.576890756,1.568181818,12206,30,10,18,7,0,12.22222222,0,0,0,1,1,3,1
Queens,Fresh Meadows,40.73439447,-73.78271337,11366,1450,1590,2200,,,,,25,614.24,3.348039216,1.333333333,0,0,0,0,0,0,32.29166667,0,0,0,1,1,0,1
Queens,Briarwood,40.71093547,-73.81174822,11435,1438,1700,2050,,,,,48,749.1917843,3.563650075,1.382978723,8590,11,8,13,8,0,14.76699029,0,0,0,1,1,3,1
Queens,Jamaica Center,40.70465736,-73.79690166,11432,1600,1815,2200,,,,,23,556.173913,2.972850679,1.4,0,0,0,0,0,0.006944444,10.39583333,1,1,0,0,1,3,1
Queens,Oakland Gardens,40.74561857,-73.75494976,11364,,,,,,,,25,430.92,2.980392157,1.52173913,0,0,0,0,0,0,13.8,0,0,0,1,1,3,1
Queens,Queens Village,40.71889309,-73.73871485,11429,2300,1650,2000,,,,,36,467.4280598,3.481979458,1.40625,2397,11,1,3,2,0,17.37837838,0,0,0,1,1,0,1
Queens,Hollis,40.71124344,-73.75925009,11423,1600,1725,2000,,,,,49,674.7324712,3.732189542,1.294117647,5309,14,3,23,5,0,7.604938272,0,0,0,1,1,3,1
Queens,South Jamaica,40.69691125,-73.79042613,11432,2275,1999,2100,,,,,18,613,3.509803922,1.333333333,0,0,0,0,0,0.003436426,10.27147766,0,0,0,1,1,3,1
Queens,St. Albans,40.69444539,-73.75867604,11412,1650,1450,2300,,,,,54,562.407205,3.543431373,1.41025641,6327,25,3,21,4,0.020408163,13.03061224,0,0,0,1,1,2,1
Queens,Rochdale,40.6752114,-73.77258788,11434,2125,2100,2148,,,,,25,748.2,2.741176471,1.318181818,0,0,0,0,0,0,8.158730159,0,0,0,1,1,3,1
Queens,Springfield Gardens,40.66623049,-73.76042093,11434,,,,,,,,70,759.7231636,3.454454764,1.357142857,12241,22,5,20,7,0,13.62195122,2,1,0,0,1,3,1
Queens,Cambria Heights,40.69277464,-73.73526874,11411,,,,,,,,43,462.9854495,3.594117647,1.620689655,4749,17,3,15,1,0,12.88235294,0,0,0,1,1,3,1
Queens,Rosedale,40.65981643,-73.73526079,11422,1457,1700,1800,,,,,25,622.08,2.882352941,1.526315789,0,0,0,0,0,0,17.28,0,0,0,1,1,0,1
Queens,Far Rockaway,40.60313443,-73.75497968,11691,1823,1775,2160,,,,,24,262.625,2.694117647,1.272727273,0,0,0,0,0,0,28.62886598,0,0,0,1,1,0,1
Queens,Broad Channel,40.60302658,-73.82005489,11693,,,,,,,,7,383.4285714,4.37254902,1.5,0,0,0,0,0,0,15.66666667,0,0,0,1,1,3,1
Queens,Breezy Point,40.55740129,-73.92551197,11697,,,,,,,,5,455.4,3.078431373,1.5,0,0,0,0,0,0,0,0,0,0,1,1,3,1
Queens,Steinway,40.77592302,-73.9022896,11105,,,,,,,,25,618.04,4.334901961,1.791666667,0,0,0,0,0,0,3.8125,12,1,0,0,1,3,1
Queens,Beechhurst,40.7927814,-73.80436452,11357,,,,,,,,25,671.92,3.399077278,1.68,0,0,0,0,0,0,22.9,0,0,0,1,1,0,1
Queens,Bay Terrace,40.66841541,-73.95798422,11360,,,,,,,,96,605.3019064,3.877587491,1.769230769,18018,31,9,35,2,0,17.78125,0,0,0,1,1,1,1
Queens,Edgemere,40.59564181,-73.77613282,11691,,,,,,,,3,573,2.411764706,1,0,0,0,0,0,0,13.86666667,0,0,0,1,1,0,1
Queens,Arverne,40.58914394,-73.79199233,11692,,,,,,,,15,531.4666667,3.258823529,1.416666667,0,0,0,0,0,0.037037037,6.666666667,0,0,0,1,1,2,1
Queens,Rockaway Beach,40.5828017,-73.82236121,11694,1850,1650,2000,,,,,25,540.84,3.629514964,1.44,0,0,0,0,0,0,30.46666667,1,1,0,0,1,0,1
Queens,Neponsit,40.57203673,-73.85754672,11694,,,,,,,,10,905.7,2.992156863,1.125,0,0,0,0,0,0,24.36363636,0,0,0,1,1,0,1
Queens,Murray Hill,40.7562146,-73.89554739,11358,2400,3350,4678,2474,3426,4653,6568,97,562.0441167,3.984127967,1.850574713,23931,20,8,13,2,0,10.04825737,355,1,0,3,1,1,1
Queens,Floral Park,40.74137842,-73.70884706,11004,,1650,2300,,,,,41,674.2578061,3.56546003,1.405405405,7882,10,5,19,3,0,21.77272727,0,0,0,1,1,0,1
Queens,Holliswood,40.72095721,-73.76714167,11427,,,1852,,,,,40,645.6686395,3.161333333,1.375,11705,16,5,19,1,0,12.51851852,0,0,0,1,1,3,1
Queens,Jamaica Estates,40.71680483,-73.78722697,11432,1595,2058,2350,,,,,25,711.36,2.843137255,1.375,0,0,0,0,0,0,6.736842105,0,0,0,1,1,3,1
Queens,Queensboro Hill,40.74457231,-73.82580915,11355,,,,,,,,71,553.0865234,3.805313093,1.610169492,12286,24,16,9,10,0,20.17857143,2,1,0,0,1,0,0
Queens,Hillcrest,40.7238249,-73.79760301,11366,1413,3606,2100,,,,,55,686.5919447,3.674795752,1.510204082,11557,18,11,20,4,0,35.90322581,5,1,0,0,1,0,1
Queens,Ravenswood,40.76170453,-73.93157506,11101,,,,,,,,25,696.52,4.250196078,1.956521739,0,0,0,0,0,0.003355705,9.781879195,5,1,0,0,1,3,1
Queens,Lindenwood,40.66391842,-73.84963782,11417,,,,,,,,51,679.545384,3.67526738,1.425531915,11266,13,8,15,3,0,29.84090909,0,0,0,1,1,0,1
Queens,Laurelton,40.6678839,-73.74025608,11422,1350,3200,2000,,,,,54,749.5458991,3.482352941,1.522727273,6493,22,4,30,3,0,16.35416667,0,0,0,1,1,3,1
Queens,Lefrak City,40.73607457,-73.86252471,11373,,,,,,,,61,602.1301899,3.74459893,1.525423729,23278,17,15,13,13,0.011049724,16.4558011,0,0,0,1,1,1,0
Queens,Belle Harbor,40.57615557,-73.8540175,11694,,,,,,,,10,488.8,2.882352941,1.125,0,0,0,0,0,0,26.4,0,0,0,1,1,0,1
Queens,Rockaway Park,40.58034296,-73.8415337,11694,,,,,,,,64,550.2316998,3.878676471,1.652173913,8044,30,13,56,2,0,30.55384615,1,1,0,0,1,0,1
Queens,Somerville,40.59771062,-73.79664751,11692,,,,,,,,28,675.6297534,4.121078431,1.65,3493,9,20,21,5,0,14.90909091,0,0,0,1,1,3,1
Queens,Brookville,40.66000323,-73.75175311,11413,1500,3623,2250,,,,,33,713.2417949,3.427215686,1.269230769,6306,28,6,24,2,0,44.11111111,0,0,0,1,1,0,1
Queens,Bellaire,40.73301404,-73.73889199,11364,,,,,,,,62,515.7617309,3.567211329,1.543859649,9557,23,10,17,3,0,18.83333333,0,0,0,1,1,0,1
Queens,North Corona,40.754071,-73.85751791,11368,,,,,,,,82,607.8558264,3.914632719,1.542857143,21037,39,17,29,14,0.004901961,11.53431373,1,1,0,0,1,1,0
Queens,Forest Hills Gardens,40.71461108,-73.84102211,11375,,,,,,,,72,682.8584942,3.867538126,1.788732394,29966,29,16,32,10,0,10.15,2,1,0,0,1,1,0
Staten Island,St. George,40.64498157,-74.07935313,10301,2400,1738,2298,,,,,25,424.52,3.386554622,1.708333333,0,0,0,0,0,0,0,2,1,0,0,0,3,1
Staten Island,New Brighton,40.64061456,-74.08701651,10301,,2400,1800,,,,,25,773.08,3.605664488,1.428571429,0,0,0,0,0,0,13.38647343,0,0,0,1,0,3,1
Staten Island,Stapleton,40.62692763,-74.07790193,10301,3279,1600,3200,,,,,25,402.4,3.239651416,1.434782609,0,0,0,0,0,0,13.12087912,0,0,0,1,0,3,1
Staten Island,Rosebank,40.61530495,-74.06980527,10305,,1775,1850,,,,,25,371.32,3.405228758,1.583333333,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Staten Island,West Brighton,40.63187893,-74.10718178,10301,,1700,1800,,,,,25,327.6,3.389850058,1.380952381,0,0,0,0,0,0,16.81176471,0,0,0,1,0,0,1
Staten Island,Grymes Hill,40.62418479,-74.0872482,10304,,,,,,,,17,797.7647059,3.392156863,1.6,0,0,0,0,0,0,15.76811594,0,0,0,1,0,3,1
Staten Island,Todt Hill,40.59706852,-74.11132882,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,37.66666667,0,0,0,1,0,0,1
Staten Island,South Beach,40.58024741,-74.07955293,10305,1575,1675,1800,,,,,2,323.5,3.274509804,1.5,0,0,0,0,0,0,10.08333333,0,0,0,1,0,3,1
Staten Island,Port Richmond,40.63366931,-74.12943427,10310,,,,,,,,67,610.0104406,3.859477124,1.580645161,10143,21,3,19,2,0,12.77007299,0,0,0,1,0,3,1
Staten Island,Mariner's Harbor,40.63254639,-74.15008537,10302,,,,,,,,25,754.56,3.352941176,1.52173913,0,0,0,0,0,0,13.57823129,0,0,0,1,0,3,1
Staten Island,Port Ivory,40.63968298,-74.17464533,10303,,,,,,,,3,958.3333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Staten Island,Castleton Corners,40.61333594,-74.11918059,10314,,,1400,,,,,25,457.24,3.205305652,1.333333333,0,0,0,0,0,0,21.67,0,0,0,1,0,0,1
Staten Island,New Springville,40.59425238,-74.16496031,10314,,1400,1850,,,,,22,546.6818182,2.680672269,1.1875,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Staten Island,Travis,40.58631375,-74.19073718,10314,,,1800,,,,,11,521.4545455,3.196078431,1.5,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Staten Island,New Dorp,40.57257232,-74.11647944,10306,,1450,1500,,,,,25,522.16,3.236999147,1.52,0,0,0,0,0,0,13.76595745,0,0,0,1,0,3,1
Staten Island,Oakwood,40.55846224,-74.12156594,10306,,1200,1725,,,,,15,844.2666667,2.725490196,1.444444444,0,0,0,0,0,0.036363636,15.12727273,0,0,0,1,0,2,1
Staten Island,Great Kills,40.54948023,-74.14932381,10308,1400,1575,1750,,,,,25,511.72,3.223760092,1.92,0,0,0,0,0,0,16.3875,0,0,0,1,0,3,1
Staten Island,Eltingville,40.54223075,-74.1643308,10312,,1899,1800,,,,,25,294.44,3.050980392,1.52,0,0,0,0,0,0,14.66666667,0,0,0,1,0,0,1
Staten Island,Annadale,40.53811417,-74.17854866,10312,,,,,,,,20,399.3,3.039215686,1.5625,0,0,0,0,0,0,17.5443038,0,0,0,1,0,0,1
Staten Island,Woodrow,40.54196762,-74.20524582,10309,,,,,,,,9,189.7777778,3.039215686,1.285714286,0,0,0,0,0,0,18.96153846,0,0,0,1,0,0,1
Staten Island,Tottenville,40.50533376,-74.24656934,10307,,,,,,,,49,676.1353441,3.875465058,1.625,5693,6,6,25,1,0,19.52083333,0,0,0,1,0,0,1
Staten Island,Tompkinsville,40.63731607,-74.08055352,10301,1900,2325,2800,,,,,25,493.52,3.358974359,1.409090909,0,0,0,0,0,0.003448276,20.99310345,0,0,0,1,0,0,1
Staten Island,Silver Lake,40.61919311,-74.09629029,10301,,1300,2100,,,,,10,721.7,3.450980392,1.625,0,0,0,0,0,0,12,0,0,0,1,0,3,1
Staten Island,Sunnyside,40.67646822,-74.01202085,10301,,,,,,,,41,646.8536585,3.845588235,1.485714286,0,0,0,0,0,0,0,4,1,0,0,0,3,1
Brooklyn,Ditmas Park,40.64367518,-73.96101312,11218,,,,,,,,67,662.2772828,3.976294996,1.741935484,12430,25,19,24,13,0.00619195,13.40712074,0,0,1,2,1,1,0
Brooklyn,Wingate,40.66094656,-73.93718681,11213,,,,,,,,61,671.5750763,3.726,1.588235294,12907,24,13,30,18,0,13.98704663,0,0,1,2,1,3,0
Brooklyn,Rugby,40.65557231,-73.92688213,11203,,,,,,,,87,611.2098821,3.613208061,1.508474576,17456,49,7,46,15,0.001697793,11.26825127,1,1,1,0,1,1,0
Staten Island,Park Hill,40.60919044,-74.08015735,10304,,,,,,,,24,726.25,2.960784314,1.583333333,0,0,0,0,0,0.015384615,15.01538462,0,0,0,1,0,2,1
Staten Island,Westerleigh,40.62109047,-74.13304144,10302,,1350,1800,,,,,66,767.231312,3.85,1.50877193,12243,20,8,34,9,0,18.29591837,0,0,0,1,0,0,1
Staten Island,Graniteville,40.62017151,-74.15315246,10303,,1350,1850,,,,,25,747.32,2.973856209,1.565217391,0,0,0,0,0,0.013888889,13.33333333,0,0,0,1,0,3,1
Staten Island,Arlington,40.6353251,-74.1651042,10303,,,,,,,,17,587.3529412,2.333333333,1.111111111,0,0,0,0,0,0.021276596,17.19148936,0,0,0,1,0,2,1
Staten Island,Arrochar,40.59631257,-74.06712363,10305,,,,,,,,24,477.625,2.927170868,1.533333333,0,0,0,0,0,0,21.92424242,0,0,0,1,0,0,1
Staten Island,Grasmere,40.59826836,-74.07667436,10304,,,,,,,,25,637.56,3.261437908,1.666666667,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Staten Island,Old Town,40.59632891,-74.08751118,10305,,,,,,,,25,476.76,3.175163399,1.666666667,0,0,0,0,0,0.023809524,31.04761905,0,0,0,1,0,2,1
Staten Island,Dongan Hills,40.58867295,-74.09639905,10305,,2400,1800,,,,,25,483.68,3.357843137,1.666666667,0,0,0,0,0,0.014492754,26.20289855,0,0,0,1,0,0,1
Staten Island,Midland Beach,40.57352691,-74.09348266,10306,,1400,1700,,,,,25,798.16,2.901960784,1.318181818,0,0,0,0,0,0,18.77272727,0,0,0,1,0,0,1
Staten Island,Grant City,40.57621559,-74.10585599,10306,,1200,1900,,,,,25,547.96,3.267379679,1.6,0,0,0,0,0,0,5.441176471,0,0,0,1,0,3,1
Staten Island,New Dorp Beach,40.56425549,-74.10432707,10306,,,,,,,,25,685.2,2.949579832,1.416666667,0,0,0,0,0,0.012987013,19.61038961,0,0,0,1,0,0,1
Staten Island,Bay Terrace,40.66841541,-73.95798422,10308,,,,,,,,96,605.3019064,3.877587491,1.769230769,18018,31,9,35,2,0,17.78125,0,0,0,1,0,1,1
Staten Island,Huguenot,40.53191192,-74.19174106,10312,,,,,,,,10,183.6,3.392156863,1.6,0,0,0,0,0,0,13.1025641,0,0,0,1,0,3,1
Staten Island,Pleasant Plains,40.52469938,-74.21983107,10309,,,,,,,,16,578.8125,3.222222222,1.307692308,0,0,0,0,0,0,15.61538462,0,0,0,1,0,0,1
Staten Island,Butler Manor,40.50608165,-74.2295035,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,1
Staten Island,Charleston,40.53053148,-74.23215776,10309,,,,,,,,25,695.52,3.450980392,1.772727273,0,0,0,0,0,0,13,0,0,0,1,0,3,1
Staten Island,Rossville,40.54940401,-74.21572851,10309,,,,,,,,18,552.5555556,2.852941176,1.363636364,0,0,0,0,0,0,14.67741935,0,0,0,1,0,0,1
Staten Island,Arden Heights,40.54928582,-74.18588675,10312,,1650,2250,,,,,7,701.1428571,3.013071895,1.333333333,0,0,0,0,0,0,17.83529412,0,0,0,1,0,0,1
Staten Island,Greenridge,40.55529524,-74.17079415,10312,,,,,,,,17,616.9411765,2.65577342,1.4,0,0,0,0,0,0,17.00925926,0,0,0,1,0,0,1
Staten Island,Heartland Village,40.58913895,-74.15902208,10314,,,,,,,,24,688.25,2.625668449,1.166666667,0,0,0,0,0,0.024096386,13.5060241,0,0,0,1,0,2,1
Staten Island,Chelsea,40.66938037,-74.09633839,10314,2659.75,3365.75,5498,2794,4062,6997,11031,41,503.5365854,4.134640523,1.914285714,0,0,0,0,0,0.003824092,12.17112811,305,1,0,3,0,3,1
Staten Island,Bloomfield,40.60577868,-74.18725638,10314,,,,,,,,7,661.2857143,2.137254902,1,0,0,0,0,0,0,19,0,0,0,1,0,0,1
Staten Island,Bulls Head,40.6095918,-74.15940949,10314,,1975,1475,,,,,25,391.04,2.803921569,1.434782609,0,0,0,0,0,0.029411765,18.82352941,0,0,0,1,0,2,1
Manhattan,Carnegie Hill,40.78268257,-73.95325647,10028,,,,2307,3266,5547,11529,47,428.4801421,4.158948686,1.847826087,19482,12,8,15,8,0.002310536,10.07162662,208,1,1,0,1,1,0
Manhattan,Noho,40.72325902,-73.98843368,10012,2500,1750,7248,,,,,66,769.428809,4.284343434,2.246153846,90388,7,9,17,7,0.005050505,9.21043771,417,1,1,3,1,1,0
Manhattan,Civic Center,40.71522892,-74.0054153,10013,2367,2119,3446.5,,,,,66,421.4993259,4.279055258,2.203125,71297,8,17,20,14,0.020618557,13.78522337,63,1,1,0,1,1,0
Manhattan,Midtown South,40.74850966,-73.98871313,10016,,,,,,,,52,437.9879071,4.252187029,2.18,30601,17,17,15,6,0.002702703,11.7027027,318,1,1,3,1,1,0
Staten Island,Richmond Town,40.56960594,-74.1340573,10306,,,,,,,,20,710.45,3.039215686,1.5,0,0,0,0,0,0,39,0,0,0,1,0,0,1
Staten Island,Shore Acres,40.60971934,-74.06667766,10305,,,,,,,,25,533.12,3.241830065,1.5,0,0,0,0,0,0,20.81609195,0,0,0,1,0,0,1
Staten Island,Clifton,40.61917845,-74.07264245,10304,,,,,,,,25,645,3.556862745,1.583333333,0,0,0,0,0,0,21.63333333,0,0,0,1,0,0,1
Staten Island,Concord,40.60447319,-74.08402365,10305,,1700,1900,,,,,148,629.0774554,3.869841967,1.644230769,23621,45,26,112,5,0,14.44927536,0,0,0,4,0,1,0
Staten Island,Emerson Hill,40.60679439,-74.09776207,10304,,,,,,,,12,843.4166667,2.594771242,1.166666667,0,0,0,0,0,0,25.67857143,0,0,0,1,0,0,1
Staten Island,Randall Manor,40.63563001,-74.09805062,10301,,,,,,,,99,686.709373,3.826481604,1.704225352,14290,55,41,94,3,0,8.892857143,0,0,0,4,0,1,0
Staten Island,Howland Hook,40.63843284,-74.18622332,7202,,,,,,,,3,864.6666667,2.725490196,1.5,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Staten Island,Elm Park,40.63014674,-74.14181679,10303,,,,,,,,63,742.3372114,3.472021116,1.4375,9928,15,7,40,3,0.011695906,10.79532164,0,0,0,1,0,3,1
Brooklyn,Remsen Village,40.65211745,-73.91665332,11236,,,,,,,,24,569.7083333,2.734204793,1.55,0,0,0,0,0,0.004975124,11.43781095,0,0,1,2,1,3,2
Brooklyn,New Lots,40.66274428,-73.88511776,11207,,,,,,,,25,645.2,2.6114082,1.333333333,0,0,0,0,0,0,11.4872449,0,0,1,2,1,3,2
Brooklyn,Paerdegat Basin,40.63131755,-73.90233474,11236,,,,,,,,79,746.7878895,3.482745098,1.416666667,10423,40,6,32,5,0.008,12.552,0,0,1,2,1,3,0
Brooklyn,Mill Basin,40.61597424,-73.91515392,11234,,1400,1950,,,,,127,650.4066254,3.655972977,1.698924731,49435,54,16,90,10,0.016949153,10.98305085,0,0,1,4,1,1,0
Queens,Jamaica Hills,40.71145964,-73.79646462,11432,,1525,2300,,,,,90,741.428941,3.742913874,1.38961039,21273,40,12,46,19,0.015151515,12.52525253,0,0,0,1,1,1,0
Queens,Utopia,40.73350025,-73.79671678,11365,,,,,,,,25,743.48,3.156862745,1.458333333,0,0,0,0,0,0,0,1,1,0,0,1,3,1
Queens,Pomonok,40.73493618,-73.8048612,11365,,1688,2100,,,,,61,637.4287438,3.732126697,1.490909091,20790,31,10,25,7,0,8.476190476,6,1,0,0,1,1,1
Queens,Astoria Heights,40.77031739,-73.89467996,11105,,,,,,,,75,882.6238394,4.045066916,1.642857143,25843,18,10,16,5,0,9.92,1,1,0,0,1,1,1
