Latitude,Longitude,Zipcode,Borough,Neighbourhood,Month,Day,Ride Count
40.723,-74.001,10013,Manhattan,Greenwich Village and Soho,09,22,1
40.723,-74.002,10013,Manhattan,Greenwich Village and Soho,09,22,1
40.723,-74.002,10013,Manhattan,Greenwich Village and Soho,07,25,1
40.723,-74.002,10013,Manhattan,Greenwich Village and Soho,04,30,1
40.723,-74.002,10013,Manhattan,Greenwich Village and Soho,05,02,1
40.723,-74.002,10013,Manhattan,Greenwich Village and Soho,09,03,1
40.723,-74.002,10013,Manhattan,Greenwich Village and Soho,09,24,1
40.723,-74.002,10013,Manhattan,Greenwich Village and Soho,06,19,1
40.723,-74.003,10013,Manhattan,Greenwich Village and Soho,07,30,1
40.723,-74.003,10013,Manhattan,Greenwich Village and Soho,07,03,1
40.723,-74.003,10013,Manhattan,Greenwich Village and Soho,05,08,1
40.723,-74.003,10013,Manhattan,Greenwich Village and Soho,07,07,1
40.723,-74.003,10013,Manhattan,Greenwich Village and Soho,09,19,1
40.723,-74.003,10013,Manhattan,Greenwich Village and Soho,07,20,1
40.723,-74.003,10013,Manhattan,Greenwich Village and Soho,08,16,1
40.723,-74.004,10013,Manhattan,Greenwich Village and Soho,07,11,1
40.723,-74.004,10013,Manhattan,Greenwich Village and Soho,08,13,1
40.723,-74.004,10013,Manhattan,Greenwich Village and Soho,09,10,1
40.723,-74.004,10013,Manhattan,Greenwich Village and Soho,06,30,1
40.723,-74.004,10013,Manhattan,Greenwich Village and Soho,09,19,1
40.723,-74.004,10013,Manhattan,Greenwich Village and Soho,09,17,1
40.723,-74.004,10013,Manhattan,Greenwich Village and Soho,09,26,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,06,27,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,06,04,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,05,31,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,08,20,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,09,21,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,07,24,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,09,10,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,04,08,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,04,30,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,06,25,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,04,23,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,07,21,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,04,23,1
40.723,-74.005,10013,Manhattan,Greenwich Village and Soho,05,30,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,04,15,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,09,11,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,09,04,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,06,03,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,09,29,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,05,05,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,07,08,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,07,28,1
40.723,-74.006,10013,Manhattan,Greenwich Village and Soho,06,20,1
40.723,-74.007,10013,Manhattan,Greenwich Village and Soho,05,29,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,06,13,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,05,02,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,09,30,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,08,05,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,07,30,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,06,23,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,05,18,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,09,29,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,08,04,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,07,21,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,09,08,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,04,02,1
40.723,-74.008,10013,Manhattan,Greenwich Village and Soho,07,18,1
40.723,-74.009,10013,Manhattan,Greenwich Village and Soho,06,25,1
40.723,-74.009,10013,Manhattan,Greenwich Village and Soho,09,12,1
40.723,-74.009,10013,Manhattan,Greenwich Village and Soho,06,26,1
40.723,-74.01,10013,Manhattan,Greenwich Village and Soho,05,16,1
40.723,-74.01,10013,Manhattan,Greenwich Village and Soho,05,09,1
40.723,-74.01,10013,Manhattan,Greenwich Village and Soho,09,01,1
40.723,-74.01,10013,Manhattan,Greenwich Village and Soho,06,30,1
40.723,-74.01,10013,Manhattan,Greenwich Village and Soho,05,12,1
40.723,-74.01,10013,Manhattan,Greenwich Village and Soho,04,29,1
40.723,-74.011,10013,Manhattan,Greenwich Village and Soho,09,03,1
40.723,-74.011,10013,Manhattan,Greenwich Village and Soho,09,18,1
40.724,-73.85,11366,Queens,Central Queens,04,26,1
40.724,-73.856,11374,Queens,West Central Queens,06,18,1
40.724,-73.94,11222,Brooklyn,Greenpoint,05,27,1
40.724,-73.94,11222,Brooklyn,Greenpoint,06,07,1
40.724,-73.941,11222,Brooklyn,Greenpoint,09,13,1
40.724,-73.942,11201,Brooklyn,Northwest Brooklyn ,07,28,1
40.724,-73.947,11222,Brooklyn,Greenpoint,07,15,1
40.724,-73.949,11222,Brooklyn,Greenpoint,05,08,1
40.724,-73.949,11222,Brooklyn,Greenpoint,06,23,1
40.724,-73.95,11222,Brooklyn,Greenpoint,08,26,1
40.724,-73.95,11222,Brooklyn,Greenpoint,08,30,1
40.724,-73.951,11222,Brooklyn,Greenpoint,06,19,1
40.724,-73.951,11222,Brooklyn,Greenpoint,08,02,1
40.724,-73.951,11222,Brooklyn,Greenpoint,07,20,1
40.724,-73.952,11222,Brooklyn,Greenpoint,06,24,1
40.724,-73.952,11222,Brooklyn,Greenpoint,08,28,1
40.724,-73.953,11222,Brooklyn,Greenpoint,08,09,1
40.724,-73.954,11222,Brooklyn,Greenpoint,08,24,1
40.724,-73.976,10009,Manhattan,Union Square and Lower East Side,05,09,1
40.724,-73.976,10009,Manhattan,Union Square and Lower East Side,09,09,1
40.724,-73.977,10009,Manhattan,Union Square and Lower East Side,07,10,1
40.724,-73.978,10009,Manhattan,Union Square and Lower East Side,07,22,1
40.724,-73.978,10009,Manhattan,Union Square and Lower East Side,04,17,1
40.724,-73.978,10009,Manhattan,Union Square and Lower East Side,06,21,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,08,11,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,08,28,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,09,06,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,08,03,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,07,29,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,08,30,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,05,22,1
40.724,-73.979,10009,Manhattan,Union Square and Lower East Side,09,10,1
40.724,-73.98,10009,Manhattan,Union Square and Lower East Side,05,31,1
40.724,-73.98,10009,Manhattan,Union Square and Lower East Side,04,29,1
40.724,-73.981,10009,Manhattan,Union Square and Lower East Side,04,25,1
40.724,-73.981,10009,Manhattan,Union Square and Lower East Side,04,18,1
40.724,-73.982,10009,Manhattan,Union Square and Lower East Side,04,12,1
40.724,-73.982,10009,Manhattan,Union Square and Lower East Side,07,11,1
40.724,-73.982,10009,Manhattan,Union Square and Lower East Side,09,26,1
40.724,-73.982,10009,Manhattan,Union Square and Lower East Side,08,04,1
40.724,-73.982,10009,Manhattan,Union Square and Lower East Side,07,28,1
40.724,-73.983,10009,Manhattan,Union Square and Lower East Side,06,05,1
40.724,-73.983,10009,Manhattan,Union Square and Lower East Side,09,09,1
40.724,-73.983,10009,Manhattan,Union Square and Lower East Side,09,06,1
40.724,-73.983,10009,Manhattan,Union Square and Lower East Side,08,19,1
40.724,-73.983,10009,Manhattan,Union Square and Lower East Side,07,11,1
40.724,-73.983,10009,Manhattan,Union Square and Lower East Side,04,22,1
40.724,-73.984,10009,Manhattan,Union Square and Lower East Side,07,27,1
40.724,-73.984,10009,Manhattan,Union Square and Lower East Side,09,14,1
40.724,-73.984,10009,Manhattan,Union Square and Lower East Side,04,26,1
40.724,-73.984,10009,Manhattan,Union Square and Lower East Side,05,16,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,06,19,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,07,10,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,09,28,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,04,09,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,04,15,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,08,29,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,08,17,1
40.724,-73.985,10009,Manhattan,Union Square and Lower East Side,07,15,1
40.724,-73.986,10009,Manhattan,Union Square and Lower East Side,08,03,1
40.724,-73.987,10009,Manhattan,Union Square and Lower East Side,08,26,1
40.724,-73.987,10009,Manhattan,Union Square and Lower East Side,08,04,1
40.724,-73.988,10003,Manhattan,Union Square and Lower East Side,08,26,1
40.724,-73.988,10003,Manhattan,Union Square and Lower East Side,05,28,1
40.724,-73.988,10003,Manhattan,Union Square and Lower East Side,09,19,1
40.724,-73.988,10003,Manhattan,Union Square and Lower East Side,07,02,1
40.724,-73.988,10003,Manhattan,Union Square and Lower East Side,07,29,1
40.724,-73.989,10003,Manhattan,Union Square and Lower East Side,07,23,1
40.724,-73.989,10003,Manhattan,Union Square and Lower East Side,05,11,1
40.724,-73.99,10003,Manhattan,Union Square and Lower East Side,06,27,1
40.724,-73.99,10003,Manhattan,Union Square and Lower East Side,07,05,1
40.724,-73.99,10003,Manhattan,Union Square and Lower East Side,08,17,1
40.724,-73.99,10003,Manhattan,Union Square and Lower East Side,09,18,1
40.724,-73.99,10003,Manhattan,Union Square and Lower East Side,08,12,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,07,25,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,08,05,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,04,25,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,04,06,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,06,16,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,05,20,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,06,20,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,08,02,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,09,16,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,09,26,1
40.724,-73.991,10002,Manhattan,Union Square and Lower East Side,09,21,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,05,27,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,05,11,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,05,03,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,09,30,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,09,13,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,08,01,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,09,20,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,04,06,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,08,28,1
40.724,-73.992,10002,Manhattan,Union Square and Lower East Side,07,13,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,05,23,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,09,19,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,06,26,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,06,09,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,07,06,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,09,20,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,08,15,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,09,09,1
40.724,-73.993,10012,Manhattan,Greenwich Village and Soho,04,04,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,08,07,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,07,11,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,08,15,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,07,11,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,04,11,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,09,30,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,09,28,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,09,08,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,09,19,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,09,26,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,06,03,1
40.724,-73.994,10012,Manhattan,Greenwich Village and Soho,09,29,1
40.724,-73.995,10012,Manhattan,Greenwich Village and Soho,05,20,1
40.724,-73.995,10012,Manhattan,Greenwich Village and Soho,09,27,1
40.724,-73.995,10012,Manhattan,Greenwich Village and Soho,06,18,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,07,05,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,07,24,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,06,20,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,04,23,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,07,03,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,07,25,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,05,20,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,08,22,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,07,24,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,08,11,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,04,26,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,07,28,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,05,16,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,09,23,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,04,01,1
40.724,-73.996,10012,Manhattan,Greenwich Village and Soho,04,18,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,08,25,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,09,03,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,07,22,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,04,07,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,09,16,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,05,01,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,05,12,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,09,10,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,06,17,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,06,05,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,09,08,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,06,02,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,04,30,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,09,03,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,06,10,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,07,08,1
40.724,-73.997,10012,Manhattan,Greenwich Village and Soho,09,19,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,09,03,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,05,05,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,07,17,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,05,24,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,04,12,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,09,07,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,05,05,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,04,14,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,09,30,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,09,04,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,06,17,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,08,28,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,08,12,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,04,03,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,06,24,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,09,24,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,04,27,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,07,14,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,06,06,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,07,23,1
40.724,-73.998,10012,Manhattan,Greenwich Village and Soho,08,21,1
40.724,-73.999,10012,Manhattan,Greenwich Village and Soho,09,12,1
40.724,-73.999,10012,Manhattan,Greenwich Village and Soho,04,04,1
40.724,-73.999,10012,Manhattan,Greenwich Village and Soho,08,19,1
40.724,-73.999,10012,Manhattan,Greenwich Village and Soho,09,02,1
40.724,-73.999,10012,Manhattan,Greenwich Village and Soho,07,19,1
40.724,-73.999,10012,Manhattan,Greenwich Village and Soho,05,10,1
40.724,-73.999,10012,Manhattan,Greenwich Village and Soho,07,15,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,04,12,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,08,01,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,06,19,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,07,14,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,08,22,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,06,10,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,09,13,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,04,12,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,07,23,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,09,04,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,07,25,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,05,21,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,07,16,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,06,19,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,09,18,1
40.724,-74.0,10012,Manhattan,Greenwich Village and Soho,04,23,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,07,13,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,08,23,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,09,17,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,07,14,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,06,09,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,07,16,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,05,27,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,09,25,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,09,12,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,05,21,1
40.724,-74.001,10012,Manhattan,Greenwich Village and Soho,09,11,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,08,28,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,09,29,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,04,19,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,07,22,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,05,07,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,07,18,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,06,08,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,07,12,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,09,22,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,05,29,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,05,28,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,08,01,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,08,23,1
40.724,-74.002,10012,Manhattan,Greenwich Village and Soho,07,28,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,06,26,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,08,21,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,06,18,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,05,28,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,06,09,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,08,22,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,09,04,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,08,05,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,05,12,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,05,17,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,08,13,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,09,08,1
40.724,-74.003,10012,Manhattan,Greenwich Village and Soho,04,03,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,07,15,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,09,28,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,09,27,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,07,28,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,08,31,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,04,29,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,09,29,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,06,16,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,09,26,1
40.724,-74.004,10013,Manhattan,Greenwich Village and Soho,06,16,1
40.724,-74.005,10013,Manhattan,Greenwich Village and Soho,05,24,1
40.724,-74.005,10013,Manhattan,Greenwich Village and Soho,09,13,1
40.724,-74.005,10013,Manhattan,Greenwich Village and Soho,05,16,1
40.724,-74.005,10013,Manhattan,Greenwich Village and Soho,06,27,1
40.724,-74.005,10013,Manhattan,Greenwich Village and Soho,07,25,1
40.724,-74.006,10013,Manhattan,Greenwich Village and Soho,06,10,1
40.724,-74.006,10013,Manhattan,Greenwich Village and Soho,04,10,1
40.724,-74.006,10013,Manhattan,Greenwich Village and Soho,05,22,1
40.724,-74.006,10013,Manhattan,Greenwich Village and Soho,04,30,1
40.724,-74.006,10013,Manhattan,Greenwich Village and Soho,07,17,1
40.724,-74.008,10013,Manhattan,Greenwich Village and Soho,07,23,1
40.724,-74.008,10013,Manhattan,Greenwich Village and Soho,09,04,1
40.724,-74.008,10013,Manhattan,Greenwich Village and Soho,07,18,1
40.724,-74.008,10013,Manhattan,Greenwich Village and Soho,04,30,1
40.724,-74.008,10013,Manhattan,Greenwich Village and Soho,08,27,1
40.724,-74.009,10013,Manhattan,Greenwich Village and Soho,09,18,1
40.724,-74.009,10013,Manhattan,Greenwich Village and Soho,04,04,1
40.724,-74.009,10013,Manhattan,Greenwich Village and Soho,06,26,1
40.724,-74.009,10013,Manhattan,Greenwich Village and Soho,05,18,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,05,14,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,06,25,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,04,20,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,04,30,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,08,16,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,07,10,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,09,20,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,08,21,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,07,18,1
40.724,-74.01,10013,Manhattan,Greenwich Village and Soho,04,07,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,05,14,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,07,19,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,08,21,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,05,18,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,09,13,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,07,24,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,08,19,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,04,29,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,07,17,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,08,22,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,08,26,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,05,13,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,08,22,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,06,28,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,09,27,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,09,20,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,08,22,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,09,30,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,04,22,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,05,23,1
40.724,-74.011,10013,Manhattan,Greenwich Village and Soho,09,23,1
40.725,-73.94,11222,Brooklyn,Greenpoint,09,21,1
40.725,-73.941,11222,Brooklyn,Greenpoint,07,26,1
40.725,-73.942,11201,Brooklyn,Northwest Brooklyn ,04,27,1
40.725,-73.946,11222,Brooklyn,Greenpoint,04,11,1
40.725,-73.948,11222,Brooklyn,Greenpoint,09,19,1
40.725,-73.953,11222,Brooklyn,Greenpoint,09,29,1
40.725,-73.954,11222,Brooklyn,Greenpoint,08,01,1
40.725,-73.955,11222,Brooklyn,Greenpoint,05,02,1
40.725,-73.957,11222,Brooklyn,Greenpoint,08,02,1
40.725,-73.958,11222,Brooklyn,Greenpoint,05,25,1
40.725,-73.976,10009,Manhattan,Union Square and Lower East Side,09,11,1
40.725,-73.976,10009,Manhattan,Union Square and Lower East Side,09,21,1
40.725,-73.977,10009,Manhattan,Union Square and Lower East Side,05,23,1
40.725,-73.977,10009,Manhattan,Union Square and Lower East Side,09,18,1
40.725,-73.978,10009,Manhattan,Union Square and Lower East Side,07,15,1
40.725,-73.978,10009,Manhattan,Union Square and Lower East Side,06,16,1
40.725,-73.978,10009,Manhattan,Union Square and Lower East Side,09,19,1
40.725,-73.978,10009,Manhattan,Union Square and Lower East Side,07,01,1
40.725,-73.978,10009,Manhattan,Union Square and Lower East Side,09,22,1
40.725,-73.978,10009,Manhattan,Union Square and Lower East Side,07,10,1
40.725,-73.979,10009,Manhattan,Union Square and Lower East Side,08,18,1
40.725,-73.979,10009,Manhattan,Union Square and Lower East Side,09,24,1
40.725,-73.98,10009,Manhattan,Union Square and Lower East Side,08,20,1
40.725,-73.98,10009,Manhattan,Union Square and Lower East Side,06,05,1
40.725,-73.98,10009,Manhattan,Union Square and Lower East Side,09,02,1
40.725,-73.98,10009,Manhattan,Union Square and Lower East Side,06,01,1
