Neighbourhood,Case Open?,Latitude,Longitude,Incident Zip,Created Year,Created Month,Created Day,Closed Year,Closed Month,Closed Day,Days Complaint Open
Van Nest,0.08058608058608059,40.84075853111179,-73.88028670828892,10460.0,2016.4908424908424,6.186813186813187,15.014652014652015,2016.7103174603174,6.523809523809524,15.25,9.194444444444445
Washington Heights,0.08759124087591241,40.837614044717185,-73.94136004893198,10032.007299270073,2016.3102189781023,6.5510948905109485,16.113138686131386,2016.3466135458168,6.9800796812749,15.9800796812749,12.290836653386455
Weeksville,0.11921708185053381,40.67909871798522,-73.91976119950769,11233.0,2016.752669039146,6.5338078291814945,15.706405693950177,2016.8163672654691,6.748502994011976,15.640718562874252,13.808383233532934
West Central Queens,0.15053763440860216,40.72812558930654,-73.86174885835571,11374.0,2017.8602150537633,6.688172043010753,16.623655913978496,2017.8625,6.875,16.05,18.45
West Queens,0.08312342569269521,40.749396463573,-73.89790872423777,11374.942065491185,2017.2342569269522,6.838790931989925,15.463476070528968,2017.2857142857142,7.25,15.684065934065934,15.093406593406593
West Village,0.11940298507462686,40.73341230458767,-74.00435013382027,10014.0,2016.9054726368158,6.507462686567164,16.228855721393035,2017.231638418079,7.022598870056497,16.033898305084747,12.016949152542374
Westerleigh,0.08333333333333333,40.63103546999514,-74.13610626923135,10302.0,2017.263888888889,6.597222222222222,15.416666666666666,2017.2089552238806,6.552238805970149,16.62686567164179,13.537313432835822
Willowbrook,0.07614213197969544,40.6081940048816,-74.14446394601228,10314.0,2016.233502538071,6.431472081218274,15.756345177664974,2016.4371584699454,6.781420765027322,16.896174863387976,19.617486338797814
Wingate,0.055,40.67092964880872,-73.93628382464185,11213.0,2016.83,6.5625,16.585,2016.8416886543537,6.8654353562005275,16.37994722955145,12.023746701846965
Woodhaven,0.08888888888888889,40.690600091401976,-73.85758740572592,11421.0,2015.6444444444444,6.266666666666667,15.177777777777777,2015.5714285714287,6.357142857142857,15.452380952380953,12.071428571428571
Woodlawn,0.04516129032258064,40.890707413100365,-73.85203408804323,10466.077419354839,2016.1548387096775,6.458064516129032,16.070967741935483,2016.337837837838,6.763513513513513,16.66216216216216,11.574324324324325
